IDD	Indiv	Female	Rep	Time	HT
2258	565	F15	3	2	190
2259	565	F15	3	3	280
2260	565	F15	3	4	387.1
2261	566	F19	3	1	90
2262	566	F19	3	2	192
2263	566	F19	3	3	350
2264	566	F19	3	4	475.5
2265	567	F08	3	1	131
2266	567	F08	3	2	242
2267	567	F08	3	3	370
2268	567	F08	3	4	502.9
2269	568	F25	3	1	88
2270	568	F25	3	2	198
2271	568	F25	3	3	370
2272	568	F25	3	4	533.4
2273	569	F03	3	1	117
2274	569	F03	3	2	216
2275	569	F03	3	3	350
2276	569	F03	3	4	518.2
2277	570	F06	3	1	121
2278	570	F06	3	2	224
2279	570	F06	3	3	350
2280	570	F06	3	4	533.4
2281	571	F15	3	1	112
2282	571	F15	3	2	212
2283	571	F15	3	3	360
2284	571	F15	3	4	509
2285	572	F19	3	1	74
2286	572	F19	3	2	176
2287	572	F19	3	3	300
2288	572	F19	3	4	460.2
2289	573	F03	3	1	150
2290	573	F03	3	2	244
2291	573	F03	3	3	385
2292	573	F03	3	4	566.9
2293	574	F19	3	1	134
2294	574	F19	3	2	228
2295	574	F19	3	3	400
2296	574	F19	3	4	576.1
2297	575	F05	3	1	66
2298	575	F05	3	2	184
2299	575	F05	3	3	300
2300	575	F05	3	4	387.1
2301	576	F06	3	1	100
2302	576	F06	3	2	262
2303	576	F06	3	3	380
2304	576	F06	3	4	490.7
2305	577	F16	3	1	129
2306	577	F16	3	2	219
2307	577	F16	3	3	340
2308	577	F16	3	4	442
2309	578	F11	3	1	131
2310	578	F11	3	2	260
2311	578	F11	3	3	430
2312	578	F11	3	4	560.8
2313	579	F04	3	1	116
2314	579	F04	3	2	200
2315	579	F04	3	3	345
2316	579	F04	3	4	533.4
2317	580	F17	3	1	88
2318	580	F17	3	2	220
2319	580	F17	3	3	360
2320	580	F17	3	4	533.4
2321	581	F05	3	1	59
2322	581	F05	3	2	210
2323	581	F05	3	3	350
2324	581	F05	3	4	509
2325	582	F25	3	1	94
2326	582	F25	3	2	180
2327	582	F25	3	3	330
2328	582	F25	3	4	493.8
2329	583	F04	3	1	108
2330	583	F04	3	2	223
2331	583	F04	3	3	420
2332	583	F04	3	4	585.2
2333	584	F08	3	1	86
2334	584	F08	3	2	236
2335	584	F08	3	3	410
2336	584	F08	3	4	563.9
2337	585	F26	3	1	64
2338	585	F26	3	2	158
2339	585	F26	3	3	290
2340	585	F26	3	4	442
2341	586	F19	3	1	132
2342	586	F19	3	2	272
2343	586	F19	3	3	440
2344	586	F19	3	4	634
2345	587	F09	3	1	103
2346	587	F09	3	2	224
2347	587	F09	3	3	400
2348	587	F09	3	4	627.9
2349	588	F26	3	1	106
2350	588	F26	3	2	242
2351	588	F26	3	3	450
2352	588	F26	3	4	594.4
2353	589	F19	3	1	91
2354	589	F19	3	2	172
2355	589	F19	3	3	*
2356	589	F19	3	4	*
2357	590	F03	3	1	114
2358	590	F03	3	2	200
2359	590	F03	3	3	370
2360	590	F03	3	4	518.2
2361	591	F18	3	1	97
2362	591	F18	3	2	206
2363	591	F18	3	3	370
2364	591	F18	3	4	594.4
2365	592	F05	3	1	53
2366	592	F05	3	2	170
2367	592	F05	3	3	310
2368	592	F05	3	4	442
2369	593	F03	3	1	117
2370	593	F03	3	2	263
2371	593	F03	3	3	370
2372	593	F03	3	4	554.7
2373	594	F05	3	1	*
2374	594	F05	3	2	*
2375	594	F05	3	3	*
2376	594	F05	3	4	*
2377	595	F16	3	1	119
2378	595	F16	3	2	210
2379	595	F16	3	3	*
2380	595	F16	3	4	*
2381	596	F19	3	1	91
2382	596	F19	3	2	208
2383	596	F19	3	3	290
2384	596	F19	3	4	542.5
2385	597	F02	3	1	117
2386	597	F02	3	2	281
2387	597	F02	3	3	410
2388	597	F02	3	4	627.9
2389	598	F23	3	1	142
2390	598	F23	3	2	268
2391	598	F23	3	3	460
2392	598	F23	3	4	649.2
2393	599	F16	3	1	100
2394	599	F16	3	2	202
2395	599	F16	3	3	355
2396	599	F16	3	4	481.6
2397	600	F23	3	1	92
2398	600	F23	3	2	248
2399	600	F23	3	3	360
2400	600	F23	3	4	493.8
2401	601	F09	3	1	96
2402	601	F09	3	2	198
2403	601	F09	3	3	380
2404	601	F09	3	4	530.4
2405	602	F03	3	1	86
2406	602	F03	3	2	184
2407	602	F03	3	3	310
2408	602	F03	3	4	487.7
2409	603	F16	3	1	84
2410	603	F16	3	2	190
2411	603	F16	3	3	350
2412	603	F16	3	4	518.2
2413	604	F16	3	1	91
2414	604	F16	3	2	202
2415	604	F16	3	3	320
2416	604	F16	3	4	463.3
2417	605	F06	3	1	70
2418	605	F06	3	2	174
2419	605	F06	3	3	310
2420	605	F06	3	4	454.2
2421	606	F04	3	1	81
2422	606	F04	3	2	184
2423	606	F04	3	3	320
2424	606	F04	3	4	432.8
2425	607	F06	3	1	95
2426	607	F06	3	2	232
2427	607	F06	3	3	380
2428	607	F06	3	4	576.1
2429	608	F11	3	1	111
2430	608	F11	3	2	257
2431	608	F11	3	3	380
2432	608	F11	3	4	588.3
2433	609	F01	3	1	108
2434	609	F01	3	2	236
2435	609	F01	3	3	420
2436	609	F01	3	4	640.1
2437	610	F03	3	1	93
2438	610	F03	3	2	188
2439	610	F03	3	3	360
2440	610	F03	3	4	475.5
2441	611	F11	3	1	110
2442	611	F11	3	2	265
2443	611	F11	3	3	410
2444	611	F11	3	4	545.6
2445	612	F06	3	1	70
2446	612	F06	3	2	172
2447	612	F06	3	3	235
2448	612	F06	3	4	283.5
2449	613	F09	3	1	98
2450	613	F09	3	2	196
2451	613	F09	3	3	345
2452	613	F09	3	4	493.8
2453	614	F19	3	1	80
2454	614	F19	3	2	190
2455	614	F19	3	3	340
2456	614	F19	3	4	426.7
2457	615	F04	3	1	69
2458	615	F04	3	2	160
2459	615	F04	3	3	330
2460	615	F04	3	4	478.5
2461	616	F15	3	1	74
2462	616	F15	3	2	162
2463	616	F15	3	3	*
2464	616	F15	3	4	*
2465	617	F26	3	1	83
2466	617	F26	3	2	198
2467	617	F26	3	3	385
2468	617	F26	3	4	594.4
2469	618	F04	3	1	122
2470	618	F04	3	2	242
2471	618	F04	3	3	380
2472	618	F04	3	4	563.9
2473	619	F09	4	1	115
2474	619	F09	4	2	214
2475	619	F09	4	3	400
2476	619	F09	4	4	515.1
2477	620	F05	4	1	92
2478	620	F05	4	2	212
2479	620	F05	4	3	350
2480	620	F05	4	4	490.7
2481	621	F06	4	1	91
2482	621	F06	4	2	180
2483	621	F06	4	3	320
2484	621	F06	4	4	472.4
2485	622	F06	4	1	125
2486	622	F06	4	2	251
2487	622	F06	4	3	400
2488	622	F06	4	4	576.1
2489	623	F19	4	1	64
2490	623	F19	4	2	156
2491	623	F19	4	3	330
2492	623	F19	4	4	472.4
2493	624	F03	4	1	94
2494	624	F03	4	2	192
2495	624	F03	4	3	370
2496	624	F03	4	4	518.2
2497	625	F05	4	1	78
2498	625	F05	4	2	196
2499	625	F05	4	3	320
2500	625	F05	4	4	466.3
2501	626	F17	4	1	80
2502	626	F17	4	2	200
2503	626	F17	4	3	385
2504	626	F17	4	4	554.7
2505	627	F04	4	1	90
2506	627	F04	4	2	162
2507	627	F04	4	3	300
2508	627	F04	4	4	466.3
2509	628	F19	4	1	116
2510	628	F19	4	2	250
2511	628	F19	4	3	390
2512	628	F19	4	4	524.3
2513	629	F08	4	1	80
2514	629	F08	4	2	194
2515	629	F08	4	3	310
2516	629	F08	4	4	484.6
2517	630	F09	4	1	76
2518	630	F09	4	2	188
2519	630	F09	4	3	360
2520	630	F09	4	4	518.2
2521	631	F09	4	1	55
2522	631	F09	4	2	156
2523	631	F09	4	3	230
2524	631	F09	4	4	292.6
2525	632	F16	4	1	107
2526	632	F16	4	2	260
2527	632	F16	4	3	450
2528	632	F16	4	4	612.6
2529	633	F01	4	1	131
2530	633	F01	4	2	270
2531	633	F01	4	3	430
2532	633	F01	4	4	627.9
2533	634	F14	4	1	117
2534	634	F14	4	2	181
2535	634	F14	4	3	340
2536	634	F14	4	4	487.7
2537	635	F09	4	1	100
2538	635	F09	4	2	184
2539	635	F09	4	3	370
2540	635	F09	4	4	542.5
2541	636	F09	4	1	70
2542	636	F09	4	2	198
2543	636	F09	4	3	380
2544	636	F09	4	4	542.5
2545	637	F04	4	1	98
2546	637	F04	4	2	196
2547	637	F04	4	3	340
2548	637	F04	4	4	493.8
2549	638	F06	4	1	92
2550	638	F06	4	2	200
2551	638	F06	4	3	360
2552	638	F06	4	4	518.2
2553	639	F26	4	1	92
2554	639	F26	4	2	210
2555	639	F26	4	3	360
2556	639	F26	4	4	521.2
2557	640	F15	4	1	84
2558	640	F15	4	2	202
2559	640	F15	4	3	265
2560	640	F15	4	4	469.4
2561	641	F15	4	1	117
2562	641	F15	4	2	235
2563	641	F15	4	3	330
2564	641	F15	4	4	438.9
2565	642	F15	4	1	118
2566	642	F15	4	2	218
2567	642	F15	4	3	350
2568	642	F15	4	4	530.4
2569	643	F16	4	1	94
2570	643	F16	4	2	182
2571	643	F16	4	3	280
2572	643	F16	4	4	408.4
2573	644	F15	4	1	110
2574	644	F15	4	2	240
2575	644	F15	4	3	300
2576	644	F15	4	4	417.6
2577	645	F11	4	1	114
2578	645	F11	4	2	210
2579	645	F11	4	3	370
2580	645	F11	4	4	551.7
2581	646	F15	4	1	95
2582	646	F15	4	2	240
2583	646	F15	4	3	370
2584	646	F15	4	4	524.3
2585	647	F06	4	1	116
2586	647	F06	4	2	234
2587	647	F06	4	3	365
2588	647	F06	4	4	566.9
2589	648	F06	4	1	110
2590	648	F06	4	2	224
2591	648	F06	4	3	420
2592	648	F06	4	4	615.7
2593	649	F11	4	1	88
2594	649	F11	4	2	202
2595	649	F11	4	3	370
2596	649	F11	4	4	573
2597	650	F03	4	1	100
2598	650	F03	4	2	184
2599	650	F03	4	3	320
2600	650	F03	4	4	530.4
2601	651	F16	4	1	95
2602	651	F16	4	2	210
2603	651	F16	4	3	380
2604	651	F16	4	4	557.8
2605	652	F04	4	1	103
2606	652	F04	4	2	200
2607	652	F04	4	3	390
2608	652	F04	4	4	551.7
2609	653	F15	4	1	112
2610	653	F15	4	2	244
2611	653	F15	4	3	415
2612	653	F15	4	4	570
2613	654	F19	4	1	118
2614	654	F19	4	2	254
2615	654	F19	4	3	410
2616	654	F19	4	4	563.9
2617	655	F03	4	1	96
2618	655	F03	4	2	249
2619	655	F03	4	3	420
2620	655	F03	4	4	566.9
2621	656	F02	4	1	124
2622	656	F02	4	2	260
2623	656	F02	4	3	425
2624	656	F02	4	4	600.5
2625	657	F17	4	1	79
2626	657	F17	4	2	192
2627	657	F17	4	3	380
2628	657	F17	4	4	554.7
2629	658	F15	4	1	100
2630	658	F15	4	2	172
2631	658	F15	4	3	295
2632	658	F15	4	4	451.1
2633	659	F04	4	1	92
2634	659	F04	4	2	238
2635	659	F04	4	3	380
2636	659	F04	4	4	560.8
2637	660	F15	4	1	84
2638	660	F15	4	2	166
2639	660	F15	4	3	310
2640	660	F15	4	4	463.3
2641	661	F19	4	1	83
2642	661	F19	4	2	200
2643	661	F19	4	3	*
2644	661	F19	4	4	*
2645	662	F16	4	1	106
2646	662	F16	4	2	200
2647	662	F16	4	3	340
2648	662	F16	4	4	487.7
2649	663	F19	4	1	96
2650	663	F19	4	2	138
2651	663	F19	4	3	220
2652	663	F19	4	4	353.6
2653	664	F02	4	1	80
2654	664	F02	4	2	204
2655	664	F02	4	3	350
2656	664	F02	4	4	545.6
2657	665	F05	4	1	92
2658	665	F05	4	2	208
2659	665	F05	4	3	360
2660	665	F05	4	4	515.1
2661	666	F04	4	1	95
2662	666	F04	4	2	239
2663	666	F04	4	3	400
2664	666	F04	4	4	560.8
2665	667	F26	4	1	100
2666	667	F26	4	2	216
2667	667	F26	4	3	385
2668	667	F26	4	4	530.4
2669	668	F11	4	1	122
2670	668	F11	4	2	233
2671	668	F11	4	3	410
2672	668	F11	4	4	566.9
2673	669	F15	4	1	84
2674	669	F15	4	2	224
2675	669	F15	4	3	365
2676	669	F15	4	4	484.6
2677	670	F14	4	1	130
2678	670	F14	4	2	312
2679	670	F14	4	3	445
2680	670	F14	4	4	649.2
2681	671	F19	4	1	89
2682	671	F19	4	2	232
2683	671	F19	4	3	420
2684	671	F19	4	4	551.7
2685	672	F05	4	1	78
2686	672	F05	4	2	192
2687	672	F05	4	3	380
2688	672	F05	4	4	542.5
2689	673	F08	4	1	106
2690	673	F08	4	2	236
2691	673	F08	4	3	375
2692	673	F08	4	4	594.4
2693	674	F03	4	1	130
2694	674	F03	4	2	233
2695	674	F03	4	3	380
2696	674	F03	4	4	582.2
2697	675	F15	4	1	92
2698	675	F15	4	2	208
2699	675	F15	4	3	300
2700	675	F15	4	4	502.9
2701	676	F04	4	1	80
2702	676	F04	4	2	226
2703	676	F04	4	3	370
2704	676	F04	4	4	582.2
2705	677	F15	4	1	81
2706	677	F15	4	2	166
2707	677	F15	4	3	230
2708	677	F15	4	4	344.4
2709	678	F04	4	1	112
2710	678	F04	4	2	253
2711	678	F04	4	3	420
2712	678	F04	4	4	624.8
2713	679	F12	4	1	50
2714	679	F12	4	2	236
2715	679	F12	4	3	400
2716	679	F12	4	4	576.1
2717	680	F04	4	1	109
2718	680	F04	4	2	194
2719	680	F04	4	3	400
2720	680	F04	4	4	585.2
2721	681	F03	4	1	60
2722	681	F03	4	2	178
2723	681	F03	4	3	350
2724	681	F03	4	4	542.5
2725	682	F03	4	1	112
2726	682	F03	4	2	222
2727	682	F03	4	3	400
2728	682	F03	4	4	570
2729	683	F03	4	1	120
2730	683	F03	4	2	250
2731	683	F03	4	3	400
2732	683	F03	4	4	618.7
2733	684	F16	4	1	94
2734	684	F16	4	2	184
2735	684	F16	4	3	330
2736	684	F16	4	4	478.5
2737	685	F25	4	1	64
2738	685	F25	4	2	168
2739	685	F25	4	3	300
2740	685	F25	4	4	399.3
2741	686	F23	4	1	110
2742	686	F23	4	2	226
2743	686	F23	4	3	390
2744	686	F23	4	4	533.4
2745	687	F09	4	1	88
2746	687	F09	4	2	182
2747	687	F09	4	3	350
2748	687	F09	4	4	472.4
2749	688	F19	4	1	100
2750	688	F19	4	2	244
2751	688	F19	4	3	360
2752	688	F19	4	4	545.6
2753	689	F18	4	1	110
2754	689	F18	4	2	171
2755	689	F18	4	3	340
2756	689	F18	4	4	512.1
2757	690	F02	4	1	80
2758	690	F02	4	2	210
2759	690	F02	4	3	410
2760	690	F02	4	4	600.5
2761	691	F05	4	1	60
2762	691	F05	4	2	168
2763	691	F05	4	3	250
2764	691	F05	4	4	*
2765	692	F08	4	1	122
2766	692	F08	4	2	274
2767	692	F08	4	3	420
2768	692	F08	4	4	612.6
2769	693	F19	4	1	103
2770	693	F19	4	2	234
2771	693	F19	4	3	400
2772	693	F19	4	4	603.5
2773	694	F19	4	1	89
2774	694	F19	4	2	198
2775	694	F19	4	3	380
2776	694	F19	4	4	530.4
2777	695	F06	4	1	80
2778	695	F06	4	2	202
2779	695	F06	4	3	400
2780	695	F06	4	4	545.6
2781	696	F19	4	1	80
2782	696	F19	4	2	212
2783	696	F19	4	3	410
2784	696	F19	4	4	533.4
2785	697	F09	4	1	112
2786	697	F09	4	2	232
2787	697	F09	4	3	140
2788	697	F09	4	4	179.8
2789	698	F06	4	1	88
2790	698	F06	4	2	190
2791	698	F06	4	3	360
2792	698	F06	4	4	539.5
2793	699	F23	4	1	104
2794	699	F23	4	2	252
2795	699	F23	4	3	390
2796	699	F23	4	4	539.5
2797	700	F19	4	1	80
2798	700	F19	4	2	221
2799	700	F19	4	3	400
2800	700	F19	4	4	533.4
2801	701	F23	4	1	99
2802	701	F23	4	2	245
2803	701	F23	4	3	385
2804	701	F23	4	4	582.2
2805	702	F05	4	1	78
2806	702	F05	4	2	152
2807	702	F05	4	3	255
2808	702	F05	4	4	378
2809	703	F25	4	1	76
2810	703	F25	4	2	172
2811	703	F25	4	3	290
2812	703	F25	4	4	405.4
2813	704	F03	4	1	106
2814	704	F03	4	2	241
2815	704	F03	4	3	415
2816	704	F03	4	4	576.1
2817	705	F03	4	1	110
2818	705	F03	4	2	212
2819	705	F03	4	3	370
2820	705	F03	4	4	512.1
2821	706	F16	4	1	80
2822	706	F16	4	2	198
2823	706	F16	4	3	370
2824	706	F16	4	4	536.4
2825	707	F15	4	1	*
2826	707	F15	4	2	*
2827	707	F15	4	3	*
2828	707	F15	4	4	*
2829	708	F03	4	1	106
2830	708	F03	4	2	248
2831	708	F03	4	3	430
2832	708	F03	4	4	621.8
2833	709	F17	4	1	85
2834	709	F17	4	2	210
2835	709	F17	4	3	400
2836	709	F17	4	4	560.8
2837	710	F09	4	1	90
2838	710	F09	4	2	210
2839	710	F09	4	3	370
2840	710	F09	4	4	545.6
2841	711	F26	4	1	103
2842	711	F26	4	2	206
2843	711	F26	4	3	400
2844	711	F26	4	4	576.1
2845	712	F14	4	1	128
2846	712	F14	4	2	246
2847	712	F14	4	3	430
2848	712	F14	4	4	603.5
2849	713	F03	4	1	84
2850	713	F03	4	2	196
2851	713	F03	4	3	340
2852	713	F03	4	4	490.7
2853	714	F16	4	1	90
2854	714	F16	4	2	230
2855	714	F16	4	3	410
2856	714	F16	4	4	585.2
2857	715	F14	4	1	124
2858	715	F14	4	2	234
2859	715	F14	4	3	360
2860	715	F14	4	4	460.2
2861	716	F09	4	1	90
2862	716	F09	4	2	164
2863	716	F09	4	3	230
2864	716	F09	4	4	301.8
2865	717	F17	4	1	113
2866	717	F17	4	2	194
2867	717	F17	4	3	370
2868	717	F17	4	4	515.1
2869	718	F06	4	1	86
2870	718	F06	4	2	214
2871	718	F06	4	3	390
2872	718	F06	4	4	566.9
2873	719	F11	4	1	118
2874	719	F11	4	2	274
2875	719	F11	4	3	435
2876	719	F11	4	4	618.7
2877	720	F26	4	1	118
2878	720	F26	4	2	258
2879	720	F26	4	3	430
2880	720	F26	4	4	627.9
2881	721	F05	4	1	70
2882	721	F05	4	2	170
2883	721	F05	4	3	330
2884	721	F05	4	4	512.1
2885	722	F18	4	1	120
2886	722	F18	4	2	232
2887	722	F18	4	3	390
2888	722	F18	4	4	551.7
2889	723	F01	4	1	82
2890	723	F01	4	2	168
2891	723	F01	4	3	320
2892	723	F01	4	4	472.4
2893	724	F09	4	1	54
2894	724	F09	4	2	166
2895	724	F09	4	3	280
2896	724	F09	4	4	384
2897	725	F05	4	1	78
2898	725	F05	4	2	190
2899	725	F05	4	3	325
2900	725	F05	4	4	432.8
2901	726	F21	4	1	*
2902	726	F21	4	2	*
2903	726	F21	4	3	*
2904	726	F21	4	4	*
2905	727	F14	4	1	86
2906	727	F14	4	2	234
2907	727	F14	4	3	*
2908	727	F14	4	4	*
2909	728	F07	4	1	78
2910	728	F07	4	2	120
2911	728	F07	4	3	220
2912	728	F07	4	4	283.5
2913	729	F12	4	1	108
2914	729	F12	4	2	220
2915	729	F12	4	3	390
2916	729	F12	4	4	539.5
2917	730	F08	4	1	108
2918	730	F08	4	2	240
2919	730	F08	4	3	395
2920	730	F08	4	4	518.2
2921	731	F24	4	1	140
2922	731	F24	4	2	292
2923	731	F24	4	3	360
2924	731	F24	4	4	688.8
2925	732	F14	4	1	156
2926	732	F14	4	2	292
2927	732	F14	4	3	430
2928	732	F14	4	4	600.5
2929	733	F23	4	1	72
2930	733	F23	4	2	178
2931	733	F23	4	3	290
2932	733	F23	4	4	384
2933	734	F21	4	1	103
2934	734	F21	4	2	250
2935	734	F21	4	3	380
2936	734	F21	4	4	490.7
2937	735	F08	4	1	90
2938	735	F08	4	2	188
2939	735	F08	4	3	295
2940	735	F08	4	4	335.3
2941	736	F10	4	1	88
2942	736	F10	4	2	191
2943	736	F10	4	3	330
2944	736	F10	4	4	496.8
2945	737	F13	4	1	79
2946	737	F13	4	2	174
2947	737	F13	4	3	290
2948	737	F13	4	4	420.6
2949	738	F04	4	1	*
2950	738	F04	4	2	*
2951	738	F04	4	3	*
2952	738	F04	4	4	*
2953	739	F01	4	1	114
2954	739	F01	4	2	234
2955	739	F01	4	3	380
2956	739	F01	4	4	588.3
2957	740	F01	4	1	102
2958	740	F01	4	2	216
2959	740	F01	4	3	370
2960	740	F01	4	4	509
2961	741	F05	4	1	60
2962	741	F05	4	2	194
2963	741	F05	4	3	345
2964	741	F05	4	4	484.6
2965	742	F01	4	1	138
2966	742	F01	4	2	302
2967	742	F01	4	3	435
2968	742	F01	4	4	621.8
2969	743	F03	4	1	126
2970	743	F03	4	2	238
2971	743	F03	4	3	380
2972	743	F03	4	4	551.7
2973	744	F10	4	1	70
2974	744	F10	4	2	216
2975	744	F10	4	3	360
2976	744	F10	4	4	524.3
2977	745	F09	4	1	110
2978	745	F09	4	2	234
2979	745	F09	4	3	390
2980	745	F09	4	4	557.8
2981	746	F13	4	1	84
2982	746	F13	4	2	212
2983	746	F13	4	3	360
2984	746	F13	4	4	472.4
2985	747	F03	4	1	99
2986	747	F03	4	2	192
2987	747	F03	4	3	330
2988	747	F03	4	4	472.4
2989	748	F03	4	1	90
2990	748	F03	4	2	188
2991	748	F03	4	3	340
2992	748	F03	4	4	484.6
2993	749	F12	4	1	138
2994	749	F12	4	2	322
2995	749	F12	4	3	425
2996	749	F12	4	4	560.8
2997	750	F25	4	1	52
2998	750	F25	4	2	158
2999	750	F25	4	3	320
3000	750	F25	4	4	481.6
3001	751	F16	4	1	102
3002	751	F16	4	2	228
3003	751	F16	4	3	360
3004	751	F16	4	4	530.4
3005	752	F22	4	1	82
3006	752	F22	4	2	208
3007	752	F22	4	3	405
3008	752	F22	4	4	545.6
3009	753	F18	4	1	112
3010	753	F18	4	2	274
3011	753	F18	4	3	425
3012	753	F18	4	4	585.2
3013	754	F02	4	1	74
3014	754	F02	4	2	108
3015	754	F02	4	3	180
3016	754	F02	4	4	256
3017	755	F21	4	1	90
3018	755	F21	4	2	202
3019	755	F21	4	3	350
3020	755	F21	4	4	420.6
3021	756	F07	4	1	114
3022	756	F07	4	2	268
3023	756	F07	4	3	450
3024	756	F07	4	4	630.9
3025	757	F05	4	1	80
3026	757	F05	4	2	239
3027	757	F05	4	3	390
3028	757	F05	4	4	588.3
3029	758	F25	4	1	134
3030	758	F25	4	2	257
3031	758	F25	4	3	430
3032	758	F25	4	4	512.1
3033	759	F21	4	1	98
3034	759	F21	4	2	216
3035	759	F21	4	3	330
3036	759	F21	4	4	463.3
3037	760	F25	4	1	106
3038	760	F25	4	2	236
3039	760	F25	4	3	390
3040	760	F25	4	4	542.5
3041	761	F14	4	1	98
3042	761	F14	4	2	208
3043	761	F14	4	3	380
3044	761	F14	4	4	554.7
3045	762	F01	4	1	64
3046	762	F01	4	2	187
3047	762	F01	4	3	330
3048	762	F01	4	4	472.4
3049	763	F01	4	1	120
3050	763	F01	4	2	278
3051	763	F01	4	3	460
3052	763	F01	4	4	637
3053	764	F15	4	1	125
3054	764	F15	4	2	322
3055	764	F15	4	3	*
3056	764	F15	4	4	*
3057	765	F08	4	1	92
3058	765	F08	4	2	222
3059	765	F08	4	3	210
3060	765	F08	4	4	292.6
3061	766	F13	4	1	137
3062	766	F13	4	2	220
3063	766	F13	4	3	400
3064	766	F13	4	4	527.3
3065	767	F15	4	1	90
3066	767	F15	4	2	242
3067	767	F15	4	3	360
3068	767	F15	4	4	563.9
3069	768	F22	4	1	122
3070	768	F22	4	2	242
3071	768	F22	4	3	440
3072	768	F22	4	4	609.6
3073	769	F24	4	1	139
3074	769	F24	4	2	248
3075	769	F24	4	3	420
3076	769	F24	4	4	618.7
3077	770	F23	4	1	116
3078	770	F23	4	2	234
3079	770	F23	4	3	440
3080	770	F23	4	4	573
3081	771	F24	4	1	132
3082	771	F24	4	2	242
3083	771	F24	4	3	405
3084	771	F24	4	4	521.2
3085	772	F16	4	1	104
3086	772	F16	4	2	176
3087	772	F16	4	3	305
3088	772	F16	4	4	472.4
3089	773	F21	4	1	100
3090	773	F21	4	2	240
3091	773	F21	4	3	430
3092	773	F21	4	4	585.2
3093	774	F16	4	1	84
3094	774	F16	4	2	202
3095	774	F16	4	3	330
3096	774	F16	4	4	487.7
3097	775	F25	4	1	109
3098	775	F25	4	2	178
3099	775	F25	4	3	320
3100	775	F25	4	4	432.8
3101	776	F14	4	1	88
3102	776	F14	4	2	202
3103	776	F14	4	3	340
3104	776	F14	4	4	512.1
3105	777	F20	4	1	62
3106	777	F20	4	2	140
3107	777	F20	4	3	285
3108	777	F20	4	4	399.3
3109	778	F02	4	1	103
3110	778	F02	4	2	234
3111	778	F02	4	3	360
3112	778	F02	4	4	548.6
3113	779	F24	4	1	156
3114	779	F24	4	2	251
3115	779	F24	4	3	430
3116	779	F24	4	4	664.5
3117	780	F06	4	1	83
3118	780	F06	4	2	254
3119	780	F06	4	3	415
3120	780	F06	4	4	615.7
3121	781	F21	4	1	128
3122	781	F21	4	2	246
3123	781	F21	4	3	345
3124	781	F21	4	4	524.3
3125	782	F21	4	1	112
3126	782	F21	4	2	288
3127	782	F21	4	3	430
3128	782	F21	4	4	615.7
3129	783	F25	4	1	126
3130	783	F25	4	2	251
3131	783	F25	4	3	440
3132	783	F25	4	4	570
3133	784	F03	4	1	124
3134	784	F03	4	2	226
3135	784	F03	4	3	140
3136	784	F03	4	4	*
3137	785	F15	4	1	142
3138	785	F15	4	2	310
3139	785	F15	4	3	485
3140	785	F15	4	4	673.6
3141	786	F10	4	1	78
3142	786	F10	4	2	228
3143	786	F10	4	3	405
3144	786	F10	4	4	573
3145	787	F12	4	1	100
3146	787	F12	4	2	236
3147	787	F12	4	3	410
3148	787	F12	4	4	579.1
3149	788	F19	4	1	130
3150	788	F19	4	2	286
3151	788	F19	4	3	450
3152	788	F19	4	4	637
3153	789	F16	4	1	84
3154	789	F16	4	2	216
3155	789	F16	4	3	370
3156	789	F16	4	4	539.5
3157	790	F02	4	1	92
3158	790	F02	4	2	234
3159	790	F02	4	3	370
3160	790	F02	4	4	585.2
3161	791	F01	4	1	145
3162	791	F01	4	2	256
3163	791	F01	4	3	380
3164	791	F01	4	4	530.4
3165	792	F24	4	1	124
3166	792	F24	4	2	292
3167	792	F24	4	3	450
3168	792	F24	4	4	643.1
3169	793	F02	4	1	124
3170	793	F02	4	2	259
3171	793	F02	4	3	425
3172	793	F02	4	4	585.2
3173	794	F20	4	1	98
3174	794	F20	4	2	254
3175	794	F20	4	3	415
3176	794	F20	4	4	643.1
3177	795	F12	4	1	132
3178	795	F12	4	2	234
3179	795	F12	4	3	420
3180	795	F12	4	4	603.5
3181	796	F08	4	1	*
3182	796	F08	4	2	*
3183	796	F08	4	3	*
3184	796	F08	4	4	*
3185	797	F21	4	1	129
3186	797	F21	4	2	229
3187	797	F21	4	3	195
3188	797	F21	4	4	237.7
3189	798	F10	4	1	80
3190	798	F10	4	2	202
3191	798	F10	4	3	350
3192	798	F10	4	4	484.6
3193	799	F25	4	1	90
3194	799	F25	4	2	221
3195	799	F25	4	3	330
3196	799	F25	4	4	481.6
3197	800	F02	4	1	94
3198	800	F02	4	2	245
3199	800	F02	4	3	430
3200	800	F02	4	4	679.7
3201	801	F07	4	1	126
3202	801	F07	4	2	236
3203	801	F07	4	3	410
3204	801	F07	4	4	588.3
3205	802	F15	4	1	129
3206	802	F15	4	2	180
3207	802	F15	4	3	250
3208	802	F15	4	4	*
3209	803	F22	4	1	100
3210	803	F22	4	2	212
3211	803	F22	4	3	395
3212	803	F22	4	4	594.4
3213	804	F07	4	1	104
3214	804	F07	4	2	241
3215	804	F07	4	3	430
3216	804	F07	4	4	597.4
3217	805	F22	4	1	110
3218	805	F22	4	2	242
3219	805	F22	4	3	390
3220	805	F22	4	4	606.6
3221	806	F15	4	1	170
3222	806	F15	4	2	306
3223	806	F15	4	3	440
3224	806	F15	4	4	566.9
3225	807	F24	4	1	120
