IDSORT	FamilyID	Female	Male	cloneid	Rep	IncBlock	Tree	VOL
1752	25	Par905	Par927	359	2	57	7	578.4151
1753	12	Par917	Par921	159	2	57	8	404.0584
1754	40	Par922	Par917	588	2	57	9	838.0671
1755	14	Par925	Par908	188	2	57	10	NA
1756	12	Par917	Par921	165	2	56	6	725.9882
1757	1	Par915	Par932	8	2	56	7	396.4647
1758	61	Par912	Par904	865	2	56	8	522.4424
1760	40	Par922	Par917	590	2	56	10	690.488
1762	15	Par909	Par914	213	2	67	2	611.016
1763	45	Par901	Par919	656	2	67	3	NA
1764	26	Par922	Par921	368	2	67	4	797.5037
1765	11	Par929	Par920	150	2	67	5	408.8343
1766	27	Par923	Par905	380	2	68	1	NA
1769	54	Par919	Par920	781	2	68	4	NA
1770	40	Par922	Par917	582	2	68	5	NA
1771	13	Par901	Par916	171	2	69	1	550.2836
1772	53	Par924	Par907	761	2	69	2	542.7295
1774	24	Par915	Par904	338	2	69	4	592.2497
1775	45	Par901	Par919	659	2	69	5	NA
1776	24	Par915	Par904	337	2	70	1	589.7649
1777	11	Par929	Par920	155	2	70	2	NA
1778	60	Par929	Par904	835	2	70	3	489.1513
1780	26	Par922	Par921	371	2	70	5	584.4631
1781	25	Par905	Par927	353	2	71	1	638.1987
1782	33	Par908	Par914	477	2	71	2	NA
1783	40	Par922	Par917	591	2	71	3	613.9818
1784	23	Par901	Par924	315	2	71	4	421.4353
1786	31	Par908	Par927	442	2	72	1	1084.4901
1787	16	Par914	Par907	218	2	72	2	494.6012
1788	11	Par929	Par920	153	2	72	3	751.1594
1789	3	Par903	Par927	38	2	72	4	677.9213
1790	60	Par929	Par904	842	2	72	5	529.4027
1792	23	Par901	Par924	320	2	73	2	549.9601
1793	59	Par914	Par926	829	2	73	3	344.3397
1794	52	Par911	Par905	756	2	73	4	600.0362
1795	15	Par909	Par914	205	2	73	5	494.6012
1796	61	Par912	Par904	861	2	74	1	728.516
1798	12	Par917	Par921	160	2	74	3	859.8181
1800	13	Par901	Par916	179	2	74	5	NA
1801	61	Par912	Par904	857	2	75	1	427.366
1802	39	Par912	Par923	575	2	75	2	571.6518
1803	32	Par928	Par930	460	2	75	3	NA
1804	26	Par922	Par921	369	2	75	4	672.5673
1805	53	Par924	Par907	771	2	75	5	NA
1806	1	Par915	Par932	6	2	76	1	495.8977
1807	13	Par901	Par916	186	2	76	2	318.1208
1809	58	Par919	Par926	824	2	76	4	495.8465
1810	25	Par905	Par927	348	2	76	5	NA
1812	54	Par919	Par920	778	2	77	2	NA
1813	32	Par928	Par930	470	2	77	3	476.5922
1814	14	Par925	Par908	189	2	77	4	NA
1815	25	Par905	Par927	357	2	77	5	NA
1816	12	Par917	Par921	156	2	77	6	636.1055
1817	46	Par927	Par931	669	2	77	7	NA
1818	40	Par922	Par917	585	2	77	8	518.3671
1820	61	Par912	Par904	863	2	77	10	732.626
1821	14	Par925	Par908	192	2	76	6	421.1168
1822	23	Par901	Par924	319	2	76	7	536.0175
1823	33	Par908	Par914	474	2	76	8	NA
1825	40	Par922	Par917	580	2	76	10	386.0397
1826	4	Par906	Par901	54	2	75	6	NA
1827	25	Par905	Par927	347	2	75	7	NA
1828	13	Par901	Par916	174	2	75	8	NA
1829	45	Par901	Par919	664	2	75	9	627.7423
1830	11	Par929	Par920	154	2	75	10	NA
1831	54	Par919	Par920	787	2	74	6	NA
1832	46	Par927	Par931	677	2	74	7	485.4371
1834	32	Par928	Par930	468	2	74	9	NA
1835	27	Par923	Par905	389	2	74	10	439.2273
1836	10	Par905	Par930	130	2	73	6	NA
1837	2	Par910	Par908	17	2	73	7	NA
1838	47	Par928	Par904	682	2	73	8	543.3233
1839	41	Par913	Par917	609	2	73	9	550.2836
1840	30	Par904	Par903	423	2	73	10	564.2042
1841	53	Par924	Par907	768	2	72	6	495.8465
1843	45	Par901	Par919	657	2	72	8	354.1228
1844	39	Par912	Par923	574	2	72	9	NA
1846	10	Par905	Par930	128	2	71	6	470.157
1847	59	Par914	Par926	834	2	71	7	451.0887
1848	14	Par925	Par908	193	2	71	8	NA
1849	46	Par927	Par931	673	2	71	9	585.9211
1851	53	Par924	Par907	773	2	70	6	NA
1852	3	Par903	Par927	32	2	70	7	NA
1853	45	Par901	Par919	655	2	70	8	470.0798
1854	39	Par912	Par923	566	2	70	9	613.9818
1855	31	Par908	Par927	445	2	70	10	607.8228
1856	11	Par929	Par920	152	2	69	6	513.8072
1857	4	Par906	Par901	53	2	69	7	600.0362
1858	60	Par929	Par904	845	2	69	8	445.158
1859	39	Par912	Par923	565	2	69	9	669.5582
1860	31	Par908	Par927	447	2	69	10	723.3594
1861	1	Par915	Par932	11	2	68	6	797.5037
1862	46	Par927	Par931	681	2	68	7	663.6069
1864	12	Par917	Par921	163	2	68	9	728.516
1867	39	Par912	Par923	569	2	67	7	470.157
1868	3	Par903	Par927	39	2	67	8	589.7649
1869	24	Par915	Par904	332	2	67	9	276.1894
1870	53	Par924	Par907	767	2	67	10	NA
1872	53	Par924	Par907	765	2	78	2	NA
1873	45	Par901	Par919	666	2	78	3	677.0261
1874	11	Par929	Par920	142	2	78	4	NA
1875	60	Par929	Par904	844	2	78	5	844.109
1876	59	Par914	Par926	833	2	79	1	NA
1877	23	Par901	Par924	324	2	79	2	627.7423
1878	14	Par925	Par908	194	2	79	3	NA
1879	25	Par905	Par927	344	2	79	4	462.95
1880	33	Par908	Par914	481	2	79	5	592.2497
1881	52	Par911	Par905	751	2	80	1	658.6208
1882	10	Par905	Par930	125	2	80	2	271.5536
1883	2	Par910	Par908	23	2	80	3	NA
1884	41	Par913	Par917	610	2	80	4	NA
1885	47	Par928	Par904	686	2	80	5	NA
1886	31	Par908	Par927	448	2	81	1	672.5673
1887	52	Par911	Par905	747	2	81	2	256.6948
1889	26	Par922	Par921	370	2	81	4	NA
1890	47	Par928	Par904	692	2	81	5	457.7191
1891	32	Par928	Par930	465	2	82	1	631.1825
1892	12	Par917	Par921	162	2	82	2	NA
1893	27	Par923	Par905	391	2	82	3	535.499
1894	13	Par901	Par916	187	2	82	4	NA
1895	40	Par922	Par917	587	2	82	5	597.8372
1896	27	Par923	Par905	387	2	83	1	NA
1897	22	Par913	Par923	310	2	83	2	NA
1898	54	Par919	Par920	788	2	83	3	NA
1899	46	Par927	Par931	678	2	83	4	NA
1900	32	Par928	Par930	464	2	83	5	536.363
1901	61	Par912	Par904	853	2	84	1	701.9167
1902	40	Par922	Par917	586	2	84	2	570.9091
1904	32	Par928	Par930	457	2	84	4	513.3423
1905	27	Par923	Par905	378	2	84	5	NA
1906	11	Par929	Par920	149	2	85	1	NA
1907	60	Par929	Par904	846	2	85	2	NA
1909	26	Par922	Par921	375	2	85	4	677.9213
1910	53	Par924	Par907	764	2	85	5	536.363
1911	41	Par913	Par917	604	2	86	1	NA
1912	31	Par908	Par927	455	2	86	2	622.0541
1913	11	Par929	Par920	143	2	86	3	641.3024
1914	3	Par903	Par927	30	2	86	4	833.5656
1915	47	Par928	Par904	687	2	86	5	515.4821
1916	61	Par912	Par904	859	2	87	1	549.9601
1918	25	Par905	Par927	354	2	87	3	592.2497
1919	53	Par924	Par907	762	2	87	4	564.4213
1920	39	Par912	Par923	572	2	87	5	508.5218
1922	41	Par913	Par917	598	2	88	2	607.8228
1924	60	Par929	Par904	850	2	88	4	445.3584
1925	3	Par903	Par927	37	2	88	5	593.4271
1926	48	Par910	Par911	695	2	88	6	426.803
1927	31	Par908	Par927	456	2	88	7	732.8081
1928	26	Par922	Par921	373	2	88	8	NA
1929	24	Par915	Par904	328	2	88	9	658.6208
1930	15	Par909	Par914	203	2	88	10	NA
1931	45	Par901	Par919	658	2	87	6	NA
1932	13	Par901	Par916	173	2	87	7	NA
1933	11	Par929	Par920	146	2	87	8	517.1143
1934	32	Par928	Par930	462	2	87	9	508.7681
1936	60	Par929	Par904	847	2	86	6	701.9167
1937	26	Par922	Par921	366	2	86	7	719.7372
1938	52	Par911	Par905	759	2	86	8	483.0273
1939	24	Par915	Par904	343	2	86	9	543.3233
1940	15	Par909	Par914	200	2	86	10	681.5276
1941	45	Par901	Par919	662	2	85	6	336.2834
1943	31	Par908	Par927	453	2	85	8	NA
1944	24	Par915	Par904	340	2	85	9	675.9392
1945	15	Par909	Par914	206	2	85	10	NA
1946	53	Par924	Par907	775	2	84	6	375.6147
1947	22	Par913	Par923	312	2	84	7	542.7295
1948	12	Par917	Par921	168	2	84	8	879.2357
1949	46	Par927	Par931	676	2	84	9	571.6518
1950	13	Par901	Par916	183	2	84	10	543.3233
1951	13	Par901	Par916	177	2	83	6	426.803
1952	12	Par917	Par921	157	2	83	7	NA
1953	40	Par922	Par917	581	2	83	8	584.4631
1954	1	Par915	Par932	4	2	83	9	NA
1956	1	Par915	Par932	1	2	82	6	340.8241
1957	61	Par912	Par904	864	2	82	7	735.2897
1958	22	Par913	Par923	306	2	82	8	NA
1960	46	Par927	Par931	680	2	82	10	563.4031
1961	24	Par915	Par904	334	2	81	6	549.9601
1962	15	Par909	Par914	201	2	81	7	811.966
1963	3	Par903	Par927	31	2	81	8	529.4027
1964	60	Par929	Par904	848	2	81	9	644.4687
1965	41	Par913	Par917	612	2	81	10	NA
1966	31	Par908	Par927	452	2	80	6	667.28
1967	25	Par905	Par927	346	2	80	7	NA
1969	60	Par929	Par904	839	2	80	9	592.2497
1970	15	Par909	Par914	214	2	80	10	374.0564
1972	10	Par905	Par930	126	2	79	7	769.6927
1973	52	Par911	Par905	746	2	79	8	476.2602
1974	47	Par928	Par904	693	2	79	9	NA
1976	39	Par912	Par923	561	2	78	6	NA
1977	31	Par908	Par927	451	2	78	7	NA
1978	26	Par922	Par921	365	2	78	8	381.6006
1979	24	Par915	Par904	341	2	78	9	577.5633
1981	48	Par910	Par911	696	2	89	1	415.4307
1982	24	Par915	Par904	335	2	89	2	NA
1983	26	Par922	Par921	374	2	89	3	518.3671
1985	31	Par908	Par927	444	2	89	5	NA
1987	24	Par915	Par904	329	2	90	2	NA
1988	3	Par903	Par927	29	2	90	3	549.9601
1989	60	Par929	Par904	841	2	90	4	528.2684
1991	12	Par917	Par921	166	2	91	1	NA
1992	40	Par922	Par917	584	2	91	2	528.2684
1993	23	Par901	Par924	314	2	91	3	NA
1994	1	Par915	Par932	15	2	91	4	557.1907
1995	46	Par927	Par931	667	2	91	5	897.6902
1996	12	Par917	Par921	167	2	92	1	515.932
1997	27	Par923	Par905	386	2	92	2	NA
1998	1	Par915	Par932	7	2	92	3	NA
1999	46	Par927	Par931	671	2	92	4	NA
2003	26	Par922	Par921	363	2	93	3	578.4151
2004	15	Par909	Par914	199	2	93	4	495.8465
2005	3	Par903	Par927	33	2	93	5	592.2497
2006	24	Par915	Par904	333	2	94	1	675.9392
2007	52	Par911	Par905	755	2	94	2	NA
2008	31	Par908	Par927	450	2	94	3	576.6765
2009	48	Par910	Par911	704	2	94	4	723.3594
2010	26	Par922	Par921	364	2	94	5	427.366
2011	53	Par924	Par907	774	2	95	1	414.2811
2012	40	Par922	Par917	593	2	95	2	994.4291
2013	32	Par928	Par930	459	2	95	3	NA
2014	45	Par901	Par919	661	2	95	4	NA
2015	27	Par923	Par905	388	2	95	5	329.7301
2016	10	Par905	Par930	129	2	96	1	600.0362
2017	41	Par913	Par917	613	2	96	2	542.7295
2018	47	Par928	Par904	689	2	96	3	NA
2019	33	Par908	Par914	480	2	96	4	646.271
2021	52	Par911	Par905	748	2	97	1	457.0193
2022	11	Par929	Par920	144	2	97	2	NA
2023	26	Par922	Par921	372	2	97	3	690.488
2024	60	Par929	Par904	838	2	97	4	615.6094
2025	24	Par915	Par904	339	2	97	5	260.4118
2026	25	Par905	Par927	355	2	98	1	NA
2027	24	Par915	Par904	342	2	98	2	757.2504
2028	15	Par909	Par914	210	2	98	3	549.9601
2029	10	Par905	Par930	131	2	98	4	571.6518
2030	2	Par910	Par908	24	2	98	5	644.4687
2031	1	Par915	Par932	5	2	99	1	584.4631
2032	23	Par901	Par924	317	2	99	2	365.1897
2033	12	Par917	Par921	158	2	99	3	381.3139
2034	14	Par925	Par908	191	2	99	4	NA
2035	61	Par912	Par904	866	2	99	5	NA
2036	40	Par922	Par917	594	2	99	6	686.2927
2037	51	Par905	Par921	742	2	99	7	381.3139
2038	25	Par905	Par927	361	2	99	8	NA
2039	46	Par927	Par931	670	2	99	9	704.826
2042	47	Par928	Par904	684	2	98	7	636.1055
2043	60	Par929	Par904	837	2	98	8	638.1987
2044	41	Par913	Par917	600	2	98	9	300.9005
2048	47	Par928	Par904	685	2	97	8	NA
2049	41	Par913	Par917	605	2	97	9	701.9167
2053	59	Par914	Par926	831	2	96	8	570.9091
2054	2	Par910	Par908	18	2	96	9	NA
2055	52	Par911	Par905	745	2	96	10	751.1594
2056	61	Par912	Par904	855	2	95	6	398.9734
2057	22	Par913	Par923	311	2	95	7	1005.9841
2058	13	Par901	Par916	176	2	95	8	NA
2060	1	Par915	Par932	2	2	95	10	600.9331
2061	41	Par913	Par917	601	2	94	6	564.4213
2062	15	Par909	Par914	209	2	94	7	392.6862
2063	11	Par929	Par920	148	2	94	8	NA
2065	60	Par929	Par904	849	2	94	10	751.1594
2066	41	Par913	Par917	606	2	93	6	NA
2067	60	Par929	Par904	843	2	93	7	578.8824
2071	40	Par922	Par917	583	2	92	6	623.396
2072	54	Par919	Par920	785	2	92	7	397.9409
2073	32	Par928	Par930	458	2	92	8	NA
2077	61	Par912	Par904	862	2	91	7	NA
2078	54	Par919	Par920	777	2	91	8	476.2602
2079	32	Par928	Par930	469	2	91	9	489.4625
2080	27	Par923	Par905	382	2	91	10	NA
2081	52	Par911	Par905	760	2	90	6	686.2927
2082	31	Par908	Par927	446	2	90	7	563.4031
2084	47	Par928	Par904	683	2	90	9	389.7352
2085	26	Par922	Par921	367	2	90	10	615.6094
2086	3	Par903	Par927	27	2	89	6	821.8608
2089	39	Par912	Par923	560	2	89	9	726.3294
2090	11	Par929	Par920	147	2	89	10	766.8286
2091	33	Par908	Par914	473	2	100	1	623.396
2092	40	Par922	Par917	589	2	100	2	600.0362
2093	25	Par905	Par927	362	2	100	3	457.0193
2094	23	Par901	Par924	318	2	100	4	495.8977
2095	14	Par925	Par908	197	2	100	5	340.8241
2096	24	Par915	Par904	327	2	101	1	439.2273
2097	41	Par913	Par917	599	2	101	2	838.3697
2098	3	Par903	Par927	28	2	101	3	638.1987
2099	31	Par908	Par927	454	2	101	4	391.782
2101	52	Par911	Par905	753	2	102	1	821.8608
2102	2	Par910	Par908	22	2	102	2	785.9848
2103	10	Par905	Par930	127	2	102	3	870.6935
2104	59	Par914	Par926	830	2	102	4	NA
2105	15	Par909	Par914	207	2	102	5	425.1107
2106	12	Par917	Par921	161	2	103	1	929.1149
2108	1	Par915	Par932	12	2	103	3	NA
2109	46	Par927	Par931	679	2	103	4	627.7423
2112	58	Par919	Par926	822	2	104	2	NA
2114	46	Par927	Par931	674	2	104	4	699.4483
2115	40	Par922	Par917	592	2	104	5	690.488
2116	46	Par927	Par931	675	2	105	1	NA
2118	41	Par913	Par917	608	2	105	3	NA
2120	25	Par905	Par927	351	2	105	5	NA
2121	13	Par901	Par916	181	2	106	1	432.4891
2123	1	Par915	Par932	16	2	106	3	661.195
2124	53	Par924	Par907	763	2	106	4	451.0887
2125	22	Par913	Par923	304	2	106	5	600.9331
2126	22	Par913	Par923	303	2	107	1	623.396
2127	13	Par901	Par916	175	2	107	2	482.4405
2128	39	Par912	Par923	579	2	107	3	508.7681
2131	22	Par913	Par923	308	2	108	1	515.932
2133	61	Par912	Par904	854	2	108	3	NA
2134	1	Par915	Par932	3	2	108	4	NA
2135	53	Par924	Par907	772	2	108	5	NA
2136	13	Par901	Par916	172	2	109	1	585.9211
2137	32	Par928	Par930	463	2	109	2	684.5983
2138	61	Par912	Par904	860	2	109	3	732.626
2139	27	Par923	Par905	393	2	109	4	370.4022
2140	39	Par912	Par923	564	2	109	5	865.1959
2142	39	Par912	Par923	562	2	110	2	NA
2143	31	Par908	Par927	449	2	110	3	NA
2144	11	Par929	Par920	151	2	110	4	NA
2146	53	Par924	Par907	769	2	110	6	NA
2147	3	Par903	Par927	36	2	110	7	897.6902
2148	26	Par922	Par921	377	2	110	8	392.4941
2149	24	Par915	Par904	330	2	110	9	627.7423
2151	12	Par917	Par921	169	2	109	6	334.1891
2152	22	Par913	Par923	300	2	109	7	636.1055
2154	53	Par924	Par907	776	2	109	9	NA
2155	45	Par901	Par919	660	2	109	10	817.9367
2156	13	Par901	Par916	180	2	108	6	NA
2157	12	Par917	Par921	170	2	108	7	571.6518
2158	45	Par901	Par919	654	2	108	8	515.932
2159	32	Par928	Par930	471	2	108	9	502.3329
2160	27	Par923	Par905	394	2	108	10	NA
2163	45	Par901	Par919	663	2	107	8	NA
2164	1	Par915	Par932	9	2	107	9	726.3294
2165	61	Par912	Par904	867	2	107	10	723.3594
2166	45	Par901	Par919	665	2	106	6	NA
2168	61	Par912	Par904	868	2	106	8	NA
2170	39	Par912	Par923	576	2	106	10	778.9594
2171	10	Par905	Par930	124	2	105	6	760.426
2172	33	Par908	Par914	479	2	105	7	NA
2173	23	Par901	Par924	326	2	105	8	470.4238
2176	14	Par925	Par908	198	2	104	6	256.6948
2177	25	Par905	Par927	358	2	104	7	638.1987
2178	33	Par908	Par914	476	2	104	8	369.9417
2180	2	Par910	Par908	26	2	104	10	875.7393
2181	27	Par923	Par905	381	2	103	6	502.3329
2183	32	Par928	Par930	461	2	103	8	NA
2184	13	Par901	Par916	184	2	103	9	NA
2185	22	Par913	Par923	309	2	103	10	NA
2186	25	Par905	Par927	350	2	102	6	NA
2187	30	Par904	Par903	425	2	102	7	564.2042
2188	23	Par901	Par924	323	2	102	8	421.4353
2190	41	Par913	Par917	595	2	102	10	NA
2191	15	Par909	Par914	215	2	101	6	600.0362
2192	10	Par905	Par930	134	2	101	7	613.9818
2193	60	Par929	Par904	840	2	101	8	747.6723
2194	52	Par911	Par905	758	2	101	9	NA
2195	47	Par928	Par904	688	2	101	10	476.5922
2197	13	Par901	Par916	185	2	100	7	838.3697
2198	1	Par915	Par932	12	2	100	8	751.1594
2199	51	Par905	Par921	743	2	100	9	NA
2200	58	Par919	Par926	827	2	100	10	693.2575
2201	54	Par919	Par920	786	3	1	1	NA
2202	8	Par902	Par920	106	3	1	2	455.6755
2203	39	Par912	Par923	566	3	1	3	630.1264
2204	42	Par930	Par908	617	3	1	4	651.891
2205	52	Par911	Par905	752	3	1	5	249.2609
2206	55	Par911	Par903	801	3	2	1	NA
2208	40	Par922	Par917	586	3	2	3	605.9095
2209	30	Par904	Par903	436	3	2	4	838.0671
2210	22	Par913	Par923	300	3	2	5	NA
2211	52	Par911	Par905	760	3	3	1	397.7127
2212	8	Par902	Par920	104	3	3	2	NA
2213	55	Par911	Par903	799	3	3	3	792.1766
2214	13	Par901	Par916	180	3	3	4	NA
2215	42	Par930	Par908	619	3	3	5	NA
2219	40	Par922	Par917	581	3	4	4	816.3162
2220	32	Par928	Par930	458	3	4	5	415.4307
2221	54	Par919	Par920	778	3	5	1	630.1264
2222	41	Par913	Par917	611	3	5	2	802.0713
2223	23	Par901	Par924	322	3	5	3	NA
2224	41	Par913	Par917	610	3	5	4	710.5759
2226	29	Par910	Par930	415	3	6	1	NA
2227	4	Par906	Par901	43	3	6	2	593.4271
2228	24	Par915	Par904	334	3	6	3	584.4631
2229	58	Par919	Par926	820	3	6	4	NA
2230	15	Par909	Par914	206	3	6	5	704.826
2231	53	Par924	Par907	774	3	7	1	340.8241
2232	27	Par923	Par905	385	3	7	2	564.4213
2233	30	Par904	Par903	428	3	7	3	686.2845
2235	9	Par912	Par915	115	3	7	5	597.8372
2236	8	Par902	Par920	98	3	8	1	NA
2237	5	Par931	Par924	61	3	8	2	NA
2238	40	Par922	Par917	593	3	8	3	693.2575
2239	52	Par911	Par905	755	3	8	4	NA
2240	30	Par904	Par903	435	3	8	5	865.1959
2241	15	Par909	Par914	211	3	9	1	1030.1738
2242	8	Par902	Par920	95	3	9	2	451.5388
2243	54	Par919	Par920	779	3	9	3	391.2522
2244	4	Par906	Par901	48	3	9	4	751.1594
2245	29	Par910	Par930	420	3	9	5	NA
2246	43	Par912	Par929	643	3	10	1	NA
2247	55	Par911	Par903	798	3	10	2	669.5582
2249	13	Par901	Par916	177	3	10	4	397.9409
2250	32	Par928	Par930	466	3	10	5	NA
2251	54	Par919	Par920	783	3	11	1	565.548
2252	42	Par930	Par908	626	3	11	2	439.2273
2253	39	Par912	Par923	563	3	11	3	931.3282
2254	8	Par902	Par920	96	3	11	4	483.0273
2255	52	Par911	Par905	750	3	11	5	NA
2256	4	Par906	Par901	47	3	11	6	365.1897
2257	31	Par908	Par927	447	3	11	7	NA
2258	29	Par910	Par930	414	3	11	8	182.375
2260	15	Par909	Par914	213	3	11	10	607.8228
2261	30	Par904	Par903	437	3	10	6	828.1532
2262	22	Par913	Par923	308	3	10	7	NA
2263	8	Par902	Par920	103	3	10	8	482.4562
2264	5	Par931	Par924	64	3	10	9	397.9409
2266	52	Par911	Par905	749	3	9	6	557.1907
2267	24	Par915	Par904	333	3	9	7	747.6723
2268	42	Par930	Par908	629	3	9	8	NA
2269	31	Par908	Par927	449	3	9	9	NA
2270	39	Par912	Par923	561	3	9	10	NA
2272	55	Par911	Par903	805	3	8	7	451.0887
2273	13	Par901	Par916	183	3	8	8	699.4483
2274	25	Par905	Par927	354	3	8	9	495.8465
2275	43	Par912	Par929	641	3	8	10	NA
2278	5	Par931	Par924	58	3	7	8	376.2762
2279	56	Par908	Par928	810	3	7	9	NA
2280	41	Par913	Par917	608	3	7	10	859.8181
2281	31	Par908	Par927	445	3	6	6	476.2602
2282	8	Par902	Par920	92	3	6	7	502.5417
2283	52	Par911	Par905	745	3	6	8	495.8977
2285	39	Par912	Par923	560	3	6	10	1035.0243
2286	31	Par908	Par927	450	3	5	6	463.7218
2287	28	Par915	Par903	406	3	5	7	NA
2288	15	Par909	Par914	215	3	5	8	522.6272
2291	22	Par913	Par923	303	3	4	6	NA
2292	13	Par901	Par916	184	3	4	7	NA
2293	30	Par904	Par903	439	3	4	8	903.3199
2294	9	Par912	Par915	107	3	4	9	483.0273
2295	5	Par931	Par924	68	3	4	10	564.4213
2296	39	Par912	Par923	564	3	3	6	622.0541
2297	32	Par928	Par930	468	3	3	7	256.6948
2299	24	Par915	Par904	331	3	3	9	600.0362
2300	4	Par906	Par901	42	3	3	10	NA
2301	13	Par901	Par916	179	3	2	6	563.4031
2303	43	Par912	Par929	642	3	2	8	542.7295
2305	5	Par931	Par924	62	3	2	10	NA
2306	32	Par928	Par930	463	3	1	6	445.3584
2307	29	Par910	Par930	422	3	1	7	502.5417
2308	24	Par915	Par904	340	3	1	8	589.7649
2309	13	Par901	Par916	182	3	1	9	728.516
2310	4	Par906	Par901	49	3	1	10	NA
2311	42	Par930	Par908	614	3	12	1	510.8611
2312	6	Par911	Par921	83	3	12	2	NA
2313	28	Par915	Par903	404	3	12	3	658.6208
2314	41	Par913	Par917	612	3	12	4	502.5417
2315	51	Par905	Par921	743	3	12	5	381.6006
2317	29	Par910	Par930	419	3	13	2	239.1227
2319	24	Par915	Par904	339	3	13	4	115.152
2320	8	Par902	Par920	94	3	13	5	307.4795
2321	25	Par905	Par927	347	3	14	1	NA
2322	32	Par928	Par930	465	3	14	2	NA
2323	30	Par904	Par903	430	3	14	3	502.5417
2324	13	Par901	Par916	176	3	14	4	433.2967
2325	43	Par912	Par929	639	3	14	5	NA
2326	53	Par924	Par907	767	3	15	1	NA
2327	55	Par911	Par903	802	3	15	2	717.369
2328	5	Par931	Par924	63	3	15	3	NA
2329	30	Par904	Par903	441	3	15	4	NA
2330	43	Par912	Par929	630	3	15	5	NA
2331	24	Par915	Par904	332	3	16	1	489.1513
2332	13	Par901	Par916	174	3	16	2	NA
2333	52	Par911	Par905	754	3	16	3	636.7259
2334	39	Par912	Par923	565	3	16	4	NA
2335	8	Par902	Par920	101	3	16	5	515.4821
2337	9	Par912	Par915	117	3	17	2	672.5673
2338	53	Par924	Par907	762	3	17	3	592.2497
2339	14	Par925	Par908	197	3	17	4	NA
2340	43	Par912	Par929	631	3	17	5	NA
2341	30	Par904	Par903	438	3	18	1	NA
2342	33	Par908	Par914	473	3	18	2	652.8318
2343	43	Par912	Par929	632	3	18	3	NA
2344	5	Par931	Par924	65	3	18	4	NA
2346	28	Par915	Par903	412	3	19	1	630.1264
2347	23	Par901	Par924	319	3	19	2	391.2522
2349	6	Par911	Par921	79	3	19	4	NA
2350	57	Par902	Par918	812	3	19	5	528.2684
2351	28	Par915	Par903	409	3	20	1	502.5417
2352	31	Par908	Par927	448	3	20	2	NA
2353	23	Par901	Par924	313	3	20	3	NA
2354	15	Par909	Par914	212	3	20	4	561.1034
2355	44	Par925	Par914	647	3	20	5	451.0887
2356	32	Par928	Par930	469	3	21	1	627.7423
2357	30	Par904	Par903	426	3	21	2	529.4027
2358	43	Par912	Par929	640	3	21	3	NA
2360	9	Par912	Par915	116	3	21	5	936.654
2361	58	Par919	Par926	818	3	22	1	NA
2363	31	Par908	Par927	442	3	22	3	690.488
2365	28	Par915	Par903	405	3	22	5	622.0541
2366	42	Par930	Par908	625	3	22	6	NA
2367	41	Par913	Par917	598	3	22	7	420.637
2368	24	Par915	Par904	343	3	22	8	723.3594
2370	7	Par916	Par924	88	3	22	10	615.6094
2371	22	Par913	Par923	304	3	21	6	608.4391
2372	53	Par924	Par907	764	3	21	7	576.6765
2374	13	Par901	Par916	187	3	21	9	NA
2375	5	Par931	Par924	55	3	21	10	672.5673
2376	10	Par905	Par930	140	3	20	6	199.5468
2378	57	Par902	Par918	815	3	20	8	NA
2379	54	Par919	Par920	785	3	20	9	438.9188
2380	41	Par913	Par917	600	3	20	10	714.0927
2381	54	Par919	Par920	787	3	19	6	NA
2382	14	Par925	Par908	196	3	19	7	NA
2383	44	Par925	Par914	651	3	19	8	897.6902
2385	30	Par904	Par903	425	3	19	10	557.2439
2386	22	Par913	Par923	309	3	18	6	386.0397
2387	40	Par922	Par917	583	3	18	7	675.9392
2389	9	Par912	Par915	114	3	18	9	627.7423
2390	53	Par924	Par907	773	3	18	10	476.2602
2391	27	Par923	Par905	384	3	17	6	NA
2392	5	Par931	Par924	72	3	17	7	NA
2394	33	Par908	Par914	480	3	17	9	489.1513
2396	4	Par906	Par901	40	3	16	6	NA
2397	55	Par911	Par903	796	3	16	7	802.0713
2399	42	Par930	Par908	628	3	16	9	NA
2404	14	Par925	Par908	195	3	15	9	NA
2405	9	Par912	Par915	122	3	15	10	381.6006
2407	5	Par931	Par924	59	3	14	7	564.4213
2408	52	Par911	Par905	748	3	14	8	463.8995
2409	55	Par911	Par903	800	3	14	9	699.4483
2410	39	Par912	Par923	576	3	14	10	564.4213
2411	4	Par906	Par901	41	3	13	6	NA
2412	42	Par930	Par908	624	3	13	7	468.8807
2413	31	Par908	Par927	443	3	13	8	NA
2415	52	Par911	Par905	746	3	13	10	576.6765
2418	31	Par908	Par927	453	3	12	8	NA
2421	41	Par913	Par917	606	3	23	1	522.4424
2422	58	Par919	Par926	825	3	23	2	542.7295
2423	42	Par930	Par908	622	3	23	3	780.8486
2424	24	Par915	Par904	329	3	23	4	428.2951
2425	7	Par916	Par924	91	3	23	5	267.8457
2426	10	Par905	Par930	133	3	24	1	611.016
2427	28	Par915	Par903	399	3	24	2	723.3594
2428	23	Par901	Par924	324	3	24	3	578.4151
2429	6	Par911	Par921	80	3	24	4	492.1155
2430	57	Par902	Par918	813	3	24	5	266.4677
2431	52	Par911	Par905	751	3	25	1	645.6862
2433	29	Par910	Par930	413	3	25	3	NA
2434	4	Par906	Par901	50	3	25	4	480.6806
2435	13	Par901	Par916	173	3	25	5	613.9818
