IDD	Test	Genotype	Rep	Iblock	Row	Column	Surv	DBH	HT
43105	4	G42	3	93	25	17	1	1117.6	685.8
43106	4	G46	3	94	26	17	1	1016.0	560.8
43107	4	G43	3	94	27	17	1	1168.4	783.3
43108	4	G02	3	94	28	17	1	762.0	545.6
43109	4	G12	3	94	29	17	1	1143.0	716.3
43110	4	G51	3	94	30	17	1	939.8	640.1
43111	4	G52	3	95	31	17	1	939.8	685.8
43112	4	G28	3	95	32	17	1	939.8	615.7
43113	4	G36	3	95	33	17	1	1016.0	594.4
43114	4	G41	3	95	34	17	1	1016.0	676.7
43115	4	G03	3	95	35	17	1	787.4	554.7
43116	4	G40	3	96	36	17	1	965.2	591.3
43117	4	G16	3	96	37	17	1	1168.4	691.9
43118	4	G02	3	96	38	17	1	914.4	640.1
43119	4	G13	3	96	39	17	1	838.2	533.4
43120	4	G25	3	96	40	17	1	939.8	594.4
43121	4	G60	3	97	41	17	1	1066.8	643.1
43122	4	G51	3	97	42	17	1	1219.2	664.5
43123	4	G43	3	97	43	17	0	NA	NA
43124	4	G02	3	97	44	17	1	1066.8	685.8
43125	4	G35	3	97	45	17	1	1193.8	771.1
43126	4	G51	3	98	46	17	1	1143.0	652.3
43127	4	G61	3	98	47	17	1	1117.6	752.9
43128	4	G25	3	98	48	17	1	990.6	655.3
43129	4	G46	3	98	49	17	1	990.6	679.7
43130	4	G02	3	98	50	17	1	1193.8	667.5
43131	4	G28	3	99	51	17	1	1066.8	661.4
43132	4	G59	3	99	52	17	1	1168.4	630.9
43133	4	G14	3	99	53	17	1	1066.8	698.0
43134	4	G24	3	99	54	17	1	1092.2	792.5
43135	4	G44	3	99	55	17	1	990.6	694.9
43136	4	G01	3	99	55	18	1	1168.4	646.2
43137	4	G11	3	99	54	18	0	NA	NA
43138	4	G37	3	99	53	18	0	NA	NA
43139	4	G50	3	99	52	18	1	1041.4	615.7
43140	4	G42	3	99	51	18	1	1016.0	673.6
43141	4	G43	3	98	50	18	1	736.6	454.2
43142	4	G35	3	98	49	18	1	939.8	661.4
43143	4	G13	3	98	48	18	1	1117.6	646.2
43144	4	G16	3	98	47	18	1	863.6	597.4
43145	4	G27	3	98	46	18	1	1016.0	688.8
43146	4	G12	3	97	45	18	1	838.2	615.7
43147	4	G27	3	97	44	18	1	838.2	655.3
43148	4	G24	3	97	43	18	1	965.2	606.6
43149	4	G16	3	97	42	18	1	1117.6	646.2
43150	4	G45	3	97	41	18	1	1016.0	698.0
43151	4	G27	3	96	40	18	1	914.4	704.1
43152	4	G46	3	96	39	18	1	1066.8	637.0
43153	4	G61	3	96	38	18	1	1117.6	768.1
43154	4	G51	3	96	37	18	1	1016.0	640.1
43155	4	G35	3	96	36	18	1	1016.0	719.3
43156	4	G13	3	95	35	18	1	990.6	627.9
43157	4	G17	3	95	34	18	1	914.4	652.3
43158	4	G46	3	95	33	18	1	1066.8	573.0
43159	4	G26	3	95	32	18	1	838.2	627.9
43160	4	G61	3	95	31	18	1	1219.2	704.1
43161	4	G16	3	94	30	18	1	1041.4	670.6
43162	4	G27	3	94	29	18	1	939.8	652.3
43163	4	G61	3	94	28	18	1	939.8	600.5
43164	4	G25	3	94	27	18	1	812.8	545.6
43165	4	G35	3	94	26	18	1	939.8	725.4
43166	4	G11	3	93	25	18	1	965.2	573.0
43167	4	G44	3	93	24	18	0	NA	NA
43168	4	G15	3	93	23	18	0	NA	NA
43169	4	G01	3	93	22	18	1	1092.2	701.0
43170	4	G50	3	93	21	18	1	1041.4	707.1
43171	4	G46	3	92	20	18	1	939.8	560.8
43172	4	G26	3	92	19	18	1	1092.2	646.2
43173	4	G28	3	92	18	18	1	914.4	600.5
43174	4	G41	3	92	17	18	1	939.8	664.5
43175	4	G36	3	92	16	18	1	1066.8	679.7
43176	4	G60	3	91	15	18	1	1016.0	685.8
43177	4	G35	3	91	14	18	1	1092.2	634.0
43178	4	G02	3	91	13	18	1	965.2	615.7
43179	4	G12	3	91	12	18	1	838.2	582.2
43180	4	G26	3	91	11	18	1	1016.0	716.3
43181	4	G44	3	90	10	18	1	1193.8	676.7
43182	4	G52	3	90	9	18	1	1016.0	579.1
43183	4	G01	3	90	8	18	1	1041.4	716.3
43184	4	G23	3	90	7	18	1	1117.6	746.8
43185	4	G28	3	90	6	18	0	NA	NA
43186	4	G61	3	89	5	18	1	965.2	612.6
43187	4	G40	3	89	4	18	1	939.8	658.4
43188	4	G02	3	89	3	18	1	1193.8	713.2
43189	4	G51	3	89	2	18	1	1066.8	579.1
43190	4	G19	3	89	1	18	1	1016.0	573.0
43191	4	G61	3	100	1	19	1	965.2	576.1
43192	4	G36	3	100	2	19	1	1168.4	679.7
43193	4	G41	3	100	3	19	1	863.6	615.7
43194	4	G46	3	100	4	19	1	1041.4	582.2
43195	4	G26	3	100	5	19	1	762.0	527.3
43196	4	G03	3	101	6	19	1	889.0	606.6
43197	4	G13	3	101	7	19	1	1041.4	594.4
43198	4	G27	3	101	8	19	1	838.2	579.1
43199	4	G40	3	101	9	19	1	1193.8	722.4
43200	4	G46	3	101	10	19	1	990.6	643.1
43201	4	G16	3	102	11	19	1	762.0	548.6
43202	4	G51	3	102	12	19	1	939.8	600.5
43203	4	G13	3	102	13	19	1	990.6	557.8
43204	4	G27	3	102	14	19	1	863.6	621.8
43205	4	G36	3	102	15	19	1	1193.8	658.4
43206	4	G23	3	103	16	19	1	889.0	551.7
43207	4	G17	3	103	17	19	1	939.8	637.0
43208	4	G01	3	103	18	19	1	1066.8	688.8
43209	4	G28	3	103	19	19	1	1117.6	661.4
43210	4	G59	3	103	20	19	1	1041.4	682.8
43211	4	G44	3	104	21	19	0	NA	NA
43212	4	G37	3	104	22	19	1	1041.4	597.4
43213	4	G29	3	104	23	19	1	1244.6	667.5
43214	4	G42	3	104	24	19	1	1092.2	621.8
43215	4	G14	3	104	25	19	1	1092.2	670.6
43216	4	G26	3	105	26	19	1	1016.0	630.9
43217	4	G36	3	105	27	19	1	812.8	536.4
43218	4	G51	3	105	28	19	1	1041.4	649.2
43219	4	G41	3	105	29	19	1	1143.0	609.6
43220	4	G46	3	105	30	19	1	863.6	554.7
43221	4	G14	3	106	31	19	1	863.6	566.9
43222	4	G17	3	106	32	19	1	1066.8	627.9
43223	4	G52	3	106	33	19	1	1244.6	676.7
43224	4	G61	3	106	34	19	1	1219.2	749.8
43225	4	G26	3	106	35	19	1	1193.8	734.6
43226	4	G50	3	107	36	19	1	812.8	533.4
43227	4	G59	3	107	37	19	1	1117.6	670.6
43228	4	G29	3	107	38	19	0	NA	NA
43229	4	G42	3	107	39	19	1	1117.6	627.9
43230	4	G37	3	107	40	19	1	939.8	591.3
43231	4	G01	3	108	41	19	1	635.0	530.4
43232	4	G11	3	108	42	19	1	914.4	643.1
43233	4	G17	3	108	43	19	1	965.2	588.3
43234	4	G24	3	108	44	19	1	1066.8	670.6
43235	4	G28	3	108	45	19	1	965.2	621.8
43236	4	G29	3	109	46	19	1	660.4	466.3
43237	4	G42	3	109	47	19	1	1092.2	615.7
43238	4	G12	3	109	48	19	0	NA	NA
43239	4	G01	3	109	49	19	1	1193.8	627.9
43240	4	G15	3	109	50	19	1	1117.6	640.1
43241	4	G44	3	110	51	19	1	1016.0	637.0
43242	4	G12	3	110	52	19	0	NA	NA
43243	4	G15	3	110	53	19	1	1295.4	698.0
43244	4	G29	3	110	54	19	1	1143.0	673.6
43245	4	G24	3	110	55	19	0	NA	NA
43246	4	G59	3	110	55	20	0	NA	NA
43247	4	G42	3	110	54	20	1	1219.2	621.8
43248	4	G37	3	110	53	20	1	965.2	664.5
43249	4	G50	3	110	52	20	0	NA	NA
43250	4	G01	3	110	51	20	1	1092.2	713.2
43251	4	G44	3	109	50	20	1	1066.8	685.8
43252	4	G50	3	109	49	20	1	1143.0	698.0
43253	4	G59	3	109	48	20	1	1066.8	615.7
43254	4	G37	3	109	47	20	1	1320.8	667.5
43255	4	G24	3	109	46	20	1	736.6	579.1
43256	4	G37	3	108	45	20	1	1092.2	682.8
43257	4	G42	3	108	44	20	1	1117.6	685.8
43258	4	G44	3	108	43	20	1	1320.8	749.8
43259	4	G49	3	108	42	20	1	939.8	704.1
43260	4	G59	3	108	41	20	1	939.8	612.6
43261	4	G44	3	107	40	20	1	1219.2	673.6
43262	4	G01	3	107	39	20	1	1117.6	673.6
43263	4	G11	3	107	38	20	1	1041.4	710.2
43264	4	G24	3	107	37	20	1	965.2	624.8
43265	4	G15	3	107	36	20	1	990.6	618.7
43266	4	G01	3	106	35	20	0	NA	NA
43267	4	G28	3	106	34	20	1	889.0	627.9
43268	4	G43	3	106	33	20	1	1270.0	731.5
43269	4	G36	3	106	32	20	1	965.2	618.7
43270	4	G41	3	106	31	20	1	1041.4	640.1
43271	4	G27	3	105	30	20	1	1168.4	603.5
43272	4	G61	3	105	29	20	1	1270.0	646.2
43273	4	G03	3	105	28	20	1	1066.8	570.0
43274	4	G13	3	105	27	20	1	1143.0	713.2
43275	4	G16	3	105	26	20	1	1219.2	630.9
43276	4	G24	3	104	25	20	1	1041.4	649.2
43277	4	G50	3	104	24	20	1	1041.4	652.3
43278	4	G59	3	104	23	20	1	1244.6	682.8
43279	4	G01	3	104	22	20	0	NA	NA
43280	4	G11	3	104	21	20	0	NA	NA
43281	4	G37	3	103	20	20	1	1016.0	664.5
43282	4	G42	3	103	19	20	1	1244.6	688.8
43283	4	G44	3	103	18	20	1	1016.0	640.1
43284	4	G52	3	103	17	20	1	1016.0	670.6
43285	4	G11	3	103	16	20	1	914.4	582.2
43286	4	G25	3	102	15	20	1	939.8	649.2
43287	4	G61	3	102	14	20	1	965.2	679.7
43288	4	G41	3	102	13	20	1	939.8	612.6
43289	4	G03	3	102	12	20	1	965.2	676.7
43290	4	G46	3	102	11	20	1	1041.4	643.1
43291	4	G51	3	101	10	20	1	762.0	542.5
43292	4	G61	3	101	9	20	1	965.2	624.8
43293	4	G16	3	101	8	20	1	1016.0	664.5
43294	4	G36	3	101	7	20	1	965.2	609.6
43295	4	G25	3	101	6	20	1	1117.6	704.1
43296	4	G51	3	100	5	20	1	812.8	582.2
43297	4	G03	3	100	4	20	1	1041.4	664.5
43298	4	G13	3	100	3	20	1	1041.4	588.3
43299	4	G16	3	100	2	20	1	1066.8	661.4
43300	4	G28	3	100	1	20	1	1041.4	670.6
43301	4	G24	4	1	1	1	1	863.6	649.2
43302	4	G11	4	1	2	1	0	NA	NA
43303	4	G61	4	1	3	1	1	1092.2	728.5
43304	4	G01	4	1	4	1	1	1066.8	621.8
43305	4	G28	4	1	5	1	1	1092.2	676.7
43306	4	G60	4	2	6	1	0	NA	NA
43307	4	G24	4	2	7	1	1	1016.0	634.0
43308	4	G28	4	2	8	1	1	1016.0	676.7
43309	4	G01	4	2	9	1	1	1193.8	740.7
43310	4	G37	4	2	10	1	1	1041.4	679.7
43311	4	G60	4	3	11	1	1	914.4	NA
43312	4	G01	4	3	12	1	1	1117.6	731.5
43313	4	G24	4	3	13	1	1	1066.8	640.1
43314	4	G11	4	3	14	1	1	889.0	606.6
43315	4	G40	4	3	15	1	1	1016.0	573.0
43316	4	G46	4	4	16	1	1	990.6	573.0
43317	4	G52	4	4	17	1	1	1117.6	762.0
43318	4	G60	4	4	18	1	0	NA	NA
43319	4	G10	4	4	19	1	1	1016.0	606.6
43320	4	G01	4	4	20	1	0	NA	NA
43321	4	G61	4	5	21	1	1	533.4	454.2
43322	4	G51	4	5	22	1	1	1092.2	612.6
43323	4	G26	4	5	23	1	1	685.8	560.8
43324	4	G35	4	5	24	1	1	889.0	530.4
43325	4	G42	4	5	25	1	1	1270.0	618.7
43326	4	G29	4	6	26	1	1	1193.8	627.9
43327	4	G15	4	6	27	1	1	1041.4	698.0
43328	4	G44	4	6	28	1	1	609.6	518.2
43329	4	G50	4	6	29	1	1	1143.0	722.4
43330	4	G41	4	6	30	1	0	NA	NA
43331	4	G03	4	7	31	1	1	1168.4	719.3
43332	4	G45	4	7	32	1	1	838.2	518.2
43333	4	G51	4	7	33	1	1	1092.2	725.4
43334	4	G59	4	7	34	1	1	1092.2	685.8
43335	4	G19	4	7	35	1	1	1016.0	673.6
43336	4	G60	4	8	36	1	1	914.4	630.9
43337	4	G37	4	8	37	1	1	889.0	652.3
43338	4	G14	4	8	38	1	1	1193.8	719.3
43339	4	G17	4	8	39	1	1	914.4	710.2
43340	4	G52	4	8	40	1	1	1092.2	716.3
43341	4	G29	4	9	41	1	1	1092.2	786.4
43342	4	G61	4	9	42	1	1	914.4	752.9
43343	4	G12	4	9	43	1	1	889.0	637.0
43344	4	G41	4	9	44	1	1	1016.0	688.8
43345	4	G35	4	9	45	1	1	1117.6	798.6
43346	4	G52	4	10	46	1	1	1016.0	582.2
43347	4	G14	4	10	47	1	1	NA	NA
43348	4	G60	4	10	48	1	1	863.6	557.8
43349	4	G01	4	10	49	1	1	1066.8	694.9
43350	4	G28	4	10	50	1	1	1168.4	667.5
43351	4	G12	4	11	51	1	1	990.6	691.9
43352	4	G29	4	11	52	1	1	1168.4	749.8
43353	4	G02	4	11	53	1	1	1295.4	749.8
43354	4	G50	4	11	54	1	1	711.2	579.1
43355	4	G61	4	11	55	1	1	1041.4	679.7
43356	4	G14	4	11	55	2	1	838.2	557.8
43357	4	G24	4	11	54	2	1	1016.0	545.6
43358	4	G35	4	11	53	2	1	1016.0	698.0
43359	4	G41	4	11	52	2	1	1092.2	585.2
43360	4	G44	4	11	51	2	1	990.6	640.1
43361	4	G17	4	10	50	2	1	1295.4	698.0
43362	4	G37	4	10	49	2	1	1016.0	649.2
43363	4	G24	4	10	48	2	1	838.2	527.3
43364	4	G43	4	10	47	2	1	1092.2	728.5
43365	4	G46	4	10	46	2	1	1041.4	649.2
43366	4	G02	4	9	45	2	1	1016.0	704.1
43367	4	G44	4	9	44	2	1	990.6	701.0
43368	4	G14	4	9	43	2	1	1092.2	701.0
43369	4	G24	4	9	42	2	1	1143.0	737.6
43370	4	G50	4	9	41	2	1	736.6	573.0
43371	4	G43	4	8	40	2	1	1066.8	688.8
43372	4	G01	4	8	39	2	1	914.4	600.5
43373	4	G24	4	8	38	2	1	1168.4	640.1
43374	4	G28	4	8	37	2	1	939.8	597.4
43375	4	G43	4	8	36	2	1	1016.0	713.2
43376	4	G27	4	7	35	2	1	939.8	682.8
43377	4	G16	4	7	34	2	1	1193.8	725.4
43378	4	G26	4	7	33	2	1	1016.0	710.2
43379	4	G36	4	7	32	2	1	1117.6	759.0
43380	4	G42	4	7	31	2	1	1219.2	710.2
43381	4	G61	4	6	30	2	1	1168.4	688.8
43382	4	G02	4	6	29	2	1	939.8	667.5
43383	4	G12	4	6	28	2	1	1016.0	621.8
43384	4	G25	4	6	27	2	1	685.8	570.0
43385	4	G35	4	6	26	2	1	1016.0	603.5
43386	4	G12	4	5	25	2	1	965.2	554.7
43387	4	G45	4	5	24	2	1	1320.8	768.1
43388	4	G02	4	5	23	2	1	1371.6	746.8
43389	4	G15	4	5	22	2	1	1016.0	685.8
43390	4	G25	4	5	21	2	1	1066.8	707.1
43391	4	G14	4	4	20	2	1	1092.2	685.8
43392	4	G17	4	4	19	2	1	939.8	679.7
43393	4	G28	4	4	18	2	1	1092.2	716.3
43394	4	G24	4	4	17	2	1	990.6	694.9
43395	4	G43	4	4	16	2	1	1143.0	694.9
43396	4	G28	4	3	15	2	1	1016.0	603.5
43397	4	G37	4	3	14	2	1	1016.0	661.4
43398	4	G17	4	3	13	2	1	939.8	652.3
43399	4	G43	4	3	12	2	1	660.4	597.4
43400	4	G49	4	3	11	2	1	889.0	560.8
43401	4	G17	4	2	10	2	1	1066.8	682.8
43402	4	G14	4	2	9	2	1	889.0	573.0
43403	4	G52	4	2	8	2	1	1244.6	679.7
43404	4	G43	4	2	7	2	1	NA	463.3
43405	4	G43	4	2	6	2	1	1041.4	634.0
43406	4	G17	4	1	5	2	1	736.6	542.5
43407	4	G44	4	1	4	2	1	1295.4	737.6
43408	4	G37	4	1	3	2	0	NA	NA
43409	4	G50	4	1	2	2	1	1016.0	688.8
43410	4	G41	4	1	1	2	1	1219.2	694.9
43411	4	G61	4	12	1	3	1	965.2	694.9
43412	4	G50	4	12	2	3	1	1244.6	612.6
43413	4	G02	4	12	3	3	1	1016.0	679.7
43414	4	G41	4	12	4	3	1	1219.2	762.0
43415	4	G29	4	12	5	3	1	1295.4	786.4
43416	4	G61	4	13	6	3	1	965.2	722.4
43417	4	G24	4	13	7	3	1	1219.2	713.2
43418	4	G12	4	13	8	3	1	889.0	600.5
43419	4	G41	4	13	9	3	1	1295.4	701.0
43420	4	G29	4	13	10	3	1	1295.4	652.3
43421	4	G24	4	14	11	3	1	1066.8	673.6
43422	4	G28	4	14	12	3	1	1066.8	655.3
43423	4	G17	4	14	13	3	0	NA	NA
43424	4	G40	4	14	14	3	1	1066.8	679.7
43425	4	G01	4	14	15	3	1	1092.2	737.6
43426	4	G43	4	15	16	3	1	1371.6	795.5
43427	4	G24	4	15	17	3	1	1092.2	679.7
43428	4	G14	4	15	18	3	1	1244.6	643.1
43429	4	G46	4	15	19	3	1	1320.8	710.2
43430	4	G52	4	15	20	3	1	1092.2	643.1
43431	4	G24	4	16	21	3	1	1193.8	579.1
43432	4	G37	4	16	22	3	1	1143.0	624.8
43433	4	G01	4	16	23	3	1	1117.6	704.1
43434	4	G28	4	16	24	3	1	1193.8	783.3
43435	4	G50	4	16	25	3	1	1066.8	673.6
43436	4	G46	4	17	26	3	1	1092.2	646.2
43437	4	G51	4	17	27	3	1	914.4	627.9
43438	4	G59	4	17	28	3	1	1117.6	704.1
43439	4	G03	4	17	29	3	1	914.4	548.6
43440	4	G13	4	17	30	3	1	939.8	655.3
43441	4	G37	4	18	31	3	1	1219.2	752.9
43442	4	G46	4	18	32	3	0	NA	NA
43443	4	G13	4	18	33	3	1	965.2	524.3
43444	4	G43	4	18	34	3	1	1143.0	618.7
43445	4	G23	4	18	35	3	1	1092.2	728.5
43446	4	G59	4	19	36	3	1	1117.6	743.7
43447	4	G42	4	19	37	3	0	NA	NA
43448	4	G27	4	19	38	3	1	939.8	609.6
43449	4	G03	4	19	39	3	1	787.4	530.4
43450	4	G13	4	19	40	3	1	1143.0	640.1
43451	4	G36	4	20	41	3	1	1016.0	652.3
43452	4	G12	4	20	42	3	1	939.8	NA
43453	4	G51	4	20	43	3	1	1066.8	615.7
43454	4	G26	4	20	44	3	1	1016.0	704.1
43455	4	G58	4	20	45	3	1	965.2	670.6
43456	4	G60	4	21	46	3	1	1092.2	612.6
43457	4	G28	4	21	47	3	1	965.2	573.0
43458	4	G24	4	21	48	3	1	1193.8	728.5
43459	4	G37	4	21	49	3	0	NA	NA
43460	4	G43	4	21	50	3	1	1066.8	597.4
43461	4	G25	4	22	51	3	1	1041.4	655.3
43462	4	G61	4	22	52	3	1	1143.0	728.5
43463	4	G02	4	22	53	3	1	1066.8	664.5
43464	4	G12	4	22	54	3	1	965.2	664.5
43465	4	G50	4	22	55	3	1	711.2	536.4
43466	4	G41	4	22	55	4	1	1041.4	566.9
43467	4	G15	4	22	54	4	1	1092.2	627.9
43468	4	G29	4	22	53	4	1	838.2	551.7
43469	4	G44	4	22	52	4	1	838.2	545.6
43470	4	G35	4	22	51	4	1	1016.0	737.6
43471	4	G46	4	21	50	4	1	889.0	527.3
43472	4	G52	4	21	49	4	1	1117.6	759.0
43473	4	G17	4	21	48	4	1	889.0	573.0
43474	4	G01	4	21	47	4	1	1143.0	655.3
43475	4	G14	4	21	46	4	1	914.4	563.9
43476	4	G42	4	20	45	4	1	1016.0	673.6
43477	4	G45	4	20	44	4	1	1041.4	658.4
43478	4	G02	4	20	43	4	1	1041.4	579.1
43479	4	G15	4	20	42	4	1	1193.8	603.5
43480	4	G25	4	20	41	4	1	914.4	618.7
43481	4	G51	4	19	40	4	1	1066.8	664.5
43482	4	G36	4	19	39	4	1	1143.0	694.9
43483	4	G26	4	19	38	4	1	889.0	630.9
43484	4	G16	4	19	37	4	1	1320.8	737.6
43485	4	G45	4	19	36	4	1	1244.6	771.1
43486	4	G04	4	18	35	4	1	990.6	667.5
43487	4	G16	4	18	34	4	1	1117.6	670.6
43488	4	G27	4	18	33	4	1	1270.0	691.9
43489	4	G52	4	18	32	4	1	914.4	691.9
43490	4	G59	4	18	31	4	1	1270.0	752.9
43491	4	G16	4	17	30	4	1	1219.2	707.1
43492	4	G23	4	17	29	4	1	1092.2	768.1
43493	4	G27	4	17	28	4	1	762.0	551.7
43494	4	G36	4	17	27	4	1	1193.8	716.3
43495	4	G42	4	17	26	4	1	1016.0	545.6
43496	4	G17	4	16	25	4	0	NA	NA
43497	4	G61	4	16	24	4	1	1066.8	676.7
43498	4	G41	4	16	23	4	1	990.6	643.1
43499	4	G44	4	16	22	4	1	1244.6	792.5
43500	4	G11	4	16	21	4	1	1041.4	694.9
43501	4	G60	4	15	20	4	1	939.8	710.2
43502	4	G16	4	15	19	4	1	1041.4	649.2
43503	4	G37	4	15	18	4	1	1117.6	746.8
43504	4	G01	4	15	17	4	1	1092.2	698.0
43505	4	G28	4	15	16	4	1	812.8	475.5
43506	4	G14	4	14	15	4	1	1168.4	621.8
43507	4	G37	4	14	14	4	1	1066.8	679.7
43508	4	G43	4	14	13	4	0	NA	NA
43509	4	G52	4	14	12	4	1	1219.2	740.7
43510	4	G60	4	14	11	4	1	1143.0	679.7
43511	4	G35	4	13	10	4	1	1041.4	667.5
43512	4	G02	4	13	9	4	1	990.6	588.3
43513	4	G44	4	13	8	4	1	914.4	624.8
43514	4	G50	4	13	7	4	0	NA	NA
43515	4	G14	4	13	6	4	1	965.2	612.6
43516	4	G35	4	12	5	4	1	787.4	682.8
43517	4	G44	4	12	4	4	1	1092.2	698.0
43518	4	G25	4	12	3	4	1	1066.8	643.1
43519	4	G12	4	12	2	4	1	1193.8	627.9
43520	4	G15	4	12	1	4	1	609.6	512.1
43521	4	G41	4	23	1	5	1	914.4	536.4
43522	4	G25	4	23	2	5	1	838.2	594.4
43523	4	G44	4	23	3	5	1	584.2	481.6
43524	4	G50	4	23	4	5	1	1066.8	643.1
43525	4	G35	4	23	5	5	1	863.6	609.6
43526	4	G12	4	24	6	5	1	812.8	588.3
43527	4	G42	4	24	7	5	1	1270.0	719.3
43528	4	G15	4	24	8	5	1	1143.0	704.1
43529	4	G25	4	24	9	5	1	1168.4	691.9
43530	4	G26	4	24	10	5	1	1117.6	774.2
43531	4	G41	4	25	11	5	1	1016.0	725.4
43532	4	G44	4	25	12	5	1	1320.8	768.1
43533	4	G50	4	25	13	5	1	1041.4	688.8
43534	4	G37	4	25	14	5	1	1168.4	685.8
43535	4	G11	4	25	15	5	1	1041.4	682.8
43536	4	G03	4	26	16	5	1	965.2	579.1
43537	4	G36	4	26	17	5	1	939.8	542.5
43538	4	G42	4	26	18	5	1	1193.8	612.6
43539	4	G45	4	26	19	5	1	1168.4	755.9
43540	4	G13	4	26	20	5	1	965.2	591.3
43541	4	G28	4	27	21	5	1	1295.4	746.8
43542	4	G37	4	27	22	5	1	762.0	579.1
43543	4	G40	4	27	23	5	1	965.2	701.0
43544	4	G24	4	27	24	5	1	1193.8	698.0
43545	4	G43	4	27	25	5	1	1270.0	731.5
43546	4	G40	4	28	26	5	1	1244.6	713.2
43547	4	G49	4	28	27	5	0	NA	NA
43548	4	G43	4	28	28	5	1	1041.4	713.2
43549	4	G14	4	28	29	5	1	863.6	597.4
43550	4	G24	4	28	30	5	1	1143.0	649.2
43551	4	G14	4	29	31	5	1	1066.8	582.2
43552	4	G16	4	29	32	5	1	1168.4	789.4
43553	4	G46	4	29	33	5	1	1016.0	691.9
43554	4	G37	4	29	34	5	1	1219.2	704.1
43555	4	G52	4	29	35	5	1	1168.4	694.9
43556	4	G15	4	30	36	5	1	838.2	643.1
43557	4	G51	4	30	37	5	1	1168.4	737.6
43558	4	G42	4	30	38	5	1	1092.2	658.4
43559	4	G45	4	30	39	5	0	NA	NA
43560	4	G02	4	30	40	5	1	1066.8	670.6
43561	4	G01	4	31	41	5	1	1066.8	701.0
43562	4	G24	4	31	42	5	1	914.4	612.6
43563	4	G14	4	31	43	5	1	812.8	640.1
43564	4	G28	4	31	44	5	1	1016.0	630.9
43565	4	G43	4	31	45	5	1	1066.8	704.1
43566	4	G41	4	32	46	5	1	1066.8	725.4
43567	4	G17	4	32	47	5	1	1244.6	694.9
43568	4	G44	4	32	48	5	1	1092.2	743.7
43569	4	G24	4	32	49	5	1	1041.4	655.3
43570	4	G49	4	32	50	5	1	1143.0	786.4
43571	4	G36	4	33	51	5	1	1092.2	634.0
43572	4	G59	4	33	52	5	1	1117.6	719.3
43573	4	G26	4	33	53	5	1	1016.0	630.9
43574	4	G02	4	33	54	5	1	1143.0	701.0
43575	4	G51	4	33	55	5	1	914.4	627.9
43576	4	G42	4	33	55	6	1	1041.4	664.5
43577	4	G45	4	33	54	6	1	1041.4	743.7
43578	4	G27	4	33	53	6	1	1041.4	646.2
43579	4	G12	4	33	52	6	1	914.4	509.0
43580	4	G16	4	33	51	6	1	939.8	615.7
43581	4	G60	4	32	50	6	1	685.8	582.2
43582	4	G28	4	32	49	6	1	1143.0	691.9
43583	4	G01	4	32	48	6	1	1295.4	737.6
43584	4	G11	4	32	47	6	1	812.8	585.2
43585	4	G37	4	32	46	6	1	1041.4	667.5
43586	4	G60	4	31	45	6	1	1092.2	621.8
43587	4	G16	4	31	44	6	1	939.8	698.0
43588	4	G52	4	31	43	6	1	1066.8	725.4
43589	4	G37	4	31	42	6	1	1143.0	685.8
43590	4	G46	4	31	41	6	1	939.8	640.1
43591	4	G36	4	30	40	6	0	NA	NA
43592	4	G26	4	30	39	6	1	635.0	472.4
43593	4	G58	4	30	38	6	1	1092.2	658.4
43594	4	G12	4	30	37	6	1	939.8	634.0
43595	4	G26	4	30	36	6	1	1041.4	716.3
43596	4	G24	4	29	35	6	1	1244.6	749.8
43597	4	G01	4	29	34	6	1	1041.4	676.7
43598	4	G28	4	29	33	6	1	939.8	579.1
43599	4	G43	4	29	32	6	1	1270.0	682.8
43600	4	G60	4	29	31	6	1	1016.0	722.4
43601	4	G37	4	28	30	6	1	1397.0	746.8
43602	4	G60	4	28	29	6	1	990.6	652.3
43603	4	G01	4	28	28	6	1	1041.4	637.0
43604	4	G17	4	28	27	6	0	NA	NA
43605	4	G28	4	28	26	6	1	1117.6	676.7
43606	4	G60	4	27	25	6	1	1041.4	710.2
43607	4	G52	4	27	24	6	1	939.8	704.1
43608	4	G01	4	27	23	6	1	1270.0	759.0
43609	4	G14	4	27	22	6	1	1320.8	673.6
43610	4	G17	4	27	21	6	1	1092.2	746.8
43611	4	G16	4	26	20	6	1	1320.8	728.5
43612	4	G26	4	26	19	6	1	762.0	612.6
43613	4	G27	4	26	18	6	1	990.6	670.6
43614	4	G51	4	26	17	6	1	1092.2	673.6
43615	4	G59	4	26	16	6	1	1041.4	670.6
43616	4	G60	4	25	15	6	1	1270.0	762.0
43617	4	G17	4	25	14	6	1	1066.8	710.2
43618	4	G01	4	25	13	6	1	1016.0	649.2
43619	4	G24	4	25	12	6	1	1041.4	691.9
43620	4	G28	4	25	11	6	1	939.8	682.8
43621	4	G02	4	24	10	6	1	1066.8	609.6
43622	4	G45	4	24	9	6	1	1117.6	710.2
43623	4	G58	4	24	8	6	1	1117.6	688.8
43624	4	G36	4	24	7	6	1	1193.8	NA
43625	4	G51	4	24	6	6	1	1193.8	783.3
43626	4	G12	4	23	5	6	1	1117.6	646.2
43627	4	G61	4	23	4	6	1	1066.8	725.4
43628	4	G02	4	23	3	6	1	990.6	603.5
43629	4	G29	4	23	2	6	1	762.0	NA
43630	4	G15	4	23	1	6	1	1092.2	603.5
43631	4	G46	4	34	1	7	1	1041.4	585.2
