REP	FAMILY	FEMALE	MALE	YIELD	CHECKLOT
4	FAM049	PAR0031	PAR0031	NA	0
4	FAM068	PAR0036	PAR0060	NA	0
4	FAM131	PAR0053	PAR0007	NA	0
4	FAM099	PAR0047	PAR0022	NA	0
4	FAM076	PAR0039	PAR0027	181.827	0
4	FAM148	PAR0056	PAR0007	142.727	0
4	FAM152	PAR0056	PAR0059	NA	0
4	FAM134	PAR0053	PAR0021	266.744	0
4	FAM001	PAR0021	PAR0025	170.202	0
4	FAM019	PAR0003	PAR0023	265.072	0
4	C4	C4	C4	NA	1
4	FAM015	PAR0002	PAR0050	116.042	0
4	FAM069	PAR0037	PAR0037	113.379	0
4	FAM022	PAR0004	PAR0024	264.035	0
4	FAM014	PAR0002	PAR0048	270.373	0
4	FAM030	PAR0009	PAR0028	NA	0
4	FAM106	PAR0048	PAR0057	NA	0
4	FAM001	PAR0025	PAR0021	198.103	0
4	FAM123	PAR0052	PAR0005	NA	0
4	FAM102	PAR0047	PAR0047	173.942	0
4	FAM147	PAR0055	PAR0060	NA	0
4	FAM087	PAR0045	PAR0024	209.04	0
4	FAM093	PAR0046	PAR0024	NA	0
4	FAM122	PAR0052	PAR0003	206.314	0
4	FAM158	PAR0059	PAR0007	NA	0
4	FAM071	PAR0037	PAR0061	136.188	0
4	FAM028	PAR0007	PAR0025	444.725	0
4	FAM159	PAR0059	PAR0008	263.06	0
4	FAM152	PAR0059	PAR0056	259.079	0
4	FAM135	PAR0053	PAR0025	NA	0
4	FAM032	PAR0009	PAR0061	258.445	0
4	FAM013	PAR0038	PAR0002	260.899	0
4	FAM054	PAR0032	PAR0052	140.294	0
4	FAM051	PAR0031	PAR0061	NA	0
4	FAM104	PAR0047	PAR0061	NA	0
4	FAM090	PAR0046	PAR0001	NA	0
4	FAM065	PAR0036	PAR0047	140.186	0
4	FAM172	PAR0064	PAR0020	189.179	0
4	FAM081	PAR0044	PAR0005	NA	0
4	FAM170	PAR0045	PAR0063	154.74	0
4	FAM145	PAR0054	PAR0061	233.326	0
4	FAM173	PAR0064	PAR0051	164.238	0
4	FAM098	PAR0047	PAR0006	179.202	0
4	FAM072	PAR0038	PAR0038	NA	0
4	FAM085	PAR0045	PAR0004	NA	0
4	FAM144	PAR0054	PAR0059	221.999	0
4	FAM165	PAR0059	PAR0059	NA	0
4	FAM124	PAR0052	PAR0006	NA	0
4	FAM137	PAR0053	PAR0059	110.53	0
4	FAM070	PAR0037	PAR0040	268.627	0
4	FAM047	PAR0031	PAR0016	NA	0
4	FAM108	PAR0049	PAR0047	213.628	0
4	FAM058	PAR0033	PAR0061	199.61	0
4	FAM031	PAR0009	PAR0030	NA	0
4	FAM079	PAR0039	PAR0061	308.612	0
4	FAM130	PAR0053	PAR0002	228.266	0
4	FAM101	PAR0047	PAR0026	174.882	0
4	FAM043	PAR0024	PAR0053	156.074	0
4	FAM029	PAR0008	PAR0030	208.407	0
4	FAM023	PAR0004	PAR0027	NA	0
4	FAM082	PAR0044	PAR0006	132.154	0
4	FAM034	PAR0012	PAR0003	285.005	0
4	FAM169	PAR0015	PAR0024	218.942	0
4	FAM050	PAR0032	PAR0031	154.717	0
4	FAM045	PAR0025	PAR0052	147.931	0
4	FAM129	PAR0052	PAR0047	NA	0
4	FAM070	PAR0040	PAR0037	162.488	0
4	FAM118	PAR0051	PAR0020	NA	0
4	FAM105	PAR0048	PAR0050	100.973	0
4	FAM050	PAR0031	PAR0032	NA	0
4	FAM009	PAR0001	PAR0061	258.885	0
4	C40	C40	C40	NA	1
4	FAM125	PAR0052	PAR0022	NA	0
4	FAM075	PAR0038	PAR0057	NA	0
4	FAM057	PAR0033	PAR0035	216.849	0
4	FAM150	PAR0056	PAR0009	183.505	0
4	FAM078	PAR0039	PAR0035	NA	0
4	FAM021	PAR0004	PAR0020	115.364	0
4	FAM084	PAR0045	PAR0001	NA	0
4	FAM060	PAR0034	PAR0037	149.013	0
4	FAM017	PAR0003	PAR0006	129.133	0
4	FAM039	PAR0024	PAR0020	223.881	0
4	FAM160	PAR0059	PAR0009	NA	0
4	FAM162	PAR0059	PAR0025	NA	0
4	FAM064	PAR0035	PAR0061	140.728	0
4	FAM113	PAR0057	PAR0050	119.742	0
4	FAM052	PAR0032	PAR0018	NA	0
4	FAM025	PAR0006	PAR0006	NA	0
4	FAM166	PAR0059	PAR0061	NA	0
4	FAM109	PAR0049	PAR0049	NA	0
4	FAM095	PAR0046	PAR0058	159.152	0
4	FAM091	PAR0046	PAR0004	121.561	0
4	FAM002	PAR0045	PAR0046	118.737	0
4	FAM154	PAR0058	PAR0004	NA	0
4	FAM066	PAR0036	PAR0049	103.481	0
4	FAM024	PAR0004	PAR0061	NA	0
4	FAM139	PAR0054	PAR0007	324.639	0
4	C10	C10	C10	144.566	1
4	FAM005	PAR0001	PAR0004	295.532	0
4	FAM088	PAR0045	PAR0051	144.283	0
4	FAM120	PAR0051	PAR0051	NA	0
4	FAM128	PAR0052	PAR0044	149.258	0
4	FAM059	PAR0034	PAR0034	112.969	0
4	C3	C3	C3	NA	1
4	FAM127	PAR0052	PAR0026	NA	0
4	FAM086	PAR0045	PAR0020	127.582	0
4	FAM039	PAR0020	PAR0024	216.336	0
4	FAM126	PAR0052	PAR0023	243.49	0
4	FAM077	PAR0039	PAR0029	NA	0
4	FAM040	PAR0020	PAR0053	201.062	0
4	FAM142	PAR0054	PAR0021	83.975	0
4	FILLER	FILLER	FILLER	NA	0
4	FAM163	PAR0059	PAR0041	196.497	0
5	FAM061	PAR0034	PAR0040	246.917	0
5	FAM112	PAR0050	PAR0050	NA	0
5	FAM161	PAR0059	PAR0021	179.432	0
5	FAM096	PAR0047	PAR0003	NA	0
5	FAM133	PAR0053	PAR0009	398.634	0
5	FAM073	PAR0038	PAR0048	NA	0
5	FAM153	PAR0058	PAR0001	NA	0
5	FAM105	PAR0048	PAR0050	266.397	0
5	FAM080	PAR0044	PAR0003	NA	0
5	FAM103	PAR0060	PAR0047	NA	0
5	FAM131	PAR0053	PAR0007	237.679	0
5	FAM022	PAR0004	PAR0024	NA	0
5	FAM047	PAR0031	PAR0016	182.418	0
5	FAM045	PAR0025	PAR0052	209.185	0
5	FAM152	PAR0056	PAR0059	NA	0
5	FAM020	PAR0003	PAR0026	155.016	0
5	FAM071	PAR0037	PAR0061	142.713	0
5	FAM138	PAR0053	PAR0061	NA	0
5	FAM041	PAR0026	PAR0022	NA	0
5	FAM078	PAR0039	PAR0035	274.909	0
5	FAM017	PAR0003	PAR0006	NA	0
5	FAM148	PAR0056	PAR0007	NA	0
5	FAM109	PAR0049	PAR0049	NA	0
5	FAM055	PAR0032	PAR0061	159.261	0
5	FAM159	PAR0059	PAR0008	191.15	0
5	FAM139	PAR0054	PAR0007	175.825	0
5	FAM054	PAR0032	PAR0052	NA	0
5	FAM024	PAR0004	PAR0061	NA	0
5	FAM066	PAR0036	PAR0049	156.956	0
5	FAM064	PAR0035	PAR0061	158.749	0
5	FAM006	PAR0001	PAR0020	137.903	0
5	FAM089	PAR0045	PAR0058	NA	0
5	FAM082	PAR0044	PAR0006	NA	0
5	FAM060	PAR0037	PAR0034	104.659	0
5	FAM009	PAR0001	PAR0061	79.639	0
5	FAM152	PAR0059	PAR0056	NA	0
5	FAM135	PAR0053	PAR0025	NA	0
5	FAM075	PAR0038	PAR0057	NA	0
5	FAM032	PAR0009	PAR0061	200.799	0
5	FAM170	PAR0045	PAR0063	NA	0
5	FAM083	PAR0044	PAR0026	NA	0
5	FAM068	PAR0036	PAR0060	NA	0
5	FAM079	PAR0039	PAR0061	231.796	0
5	FAM015	PAR0002	PAR0050	107.665	0
5	FAM122	PAR0052	PAR0003	202.967	0
5	FAM056	PAR0033	PAR0033	NA	0
5	FAM150	PAR0056	PAR0009	146.757	0
5	FAM147	PAR0055	PAR0060	138.56	0
5	FAM166	PAR0059	PAR0061	98.059	0
5	FAM092	PAR0046	PAR0020	173.898	0
5	FAM012	PAR0002	PAR0028	NA	0
5	FAM061	PAR0040	PAR0034	203.812	0
5	FAM048	PAR0031	PAR0018	169.821	0
5	FAM039	PAR0024	PAR0020	417.222	0
5	FAM003	PAR0044	PAR0047	NA	0
5	C3	C3	C3	NA	1
5	FAM115	PAR0051	PAR0004	327.951	0
5	FAM173	PAR0064	PAR0051	175.71	0
5	FAM005	PAR0001	PAR0004	NA	0
5	FAM120	PAR0051	PAR0051	45.319	0
5	FAM084	PAR0045	PAR0001	NA	0
5	FAM052	PAR0032	PAR0018	271.161	0
5	FAM038	PAR0020	PAR0017	NA	0
5	FAM097	PAR0047	PAR0005	212.348	0
5	C10	C10	C10	NA	1
5	FAM065	PAR0036	PAR0047	184.329	0
5	FAM149	PAR0056	PAR0008	196.557	0
5	FAM069	PAR0037	PAR0037	NA	0
5	FAM167	PAR0060	PAR0060	126.42	0
5	FAM141	PAR0054	PAR0009	217.053	0
5	C40	C40	C40	266.093	1
5	FAM118	PAR0051	PAR0020	253.987	0
5	FAM146	PAR0055	PAR0047	297.832	0
5	FAM034	PAR0012	PAR0003	260.033	0
5	FAM087	PAR0045	PAR0024	NA	0
5	FAM125	PAR0052	PAR0022	267.975	0
5	FAM155	PAR0058	PAR0051	251.689	0
5	FAM154	PAR0058	PAR0004	182.786	0
5	FAM151	PAR0056	PAR0056	100.449	0
5	FAM091	PAR0046	PAR0004	NA	0
5	FAM033	PAR0011	PAR0020	NA	0
5	FAM106	PAR0048	PAR0057	229.753	0
5	FAM145	PAR0054	PAR0061	239.987	0
5	FAM093	PAR0046	PAR0024	370.04	0
5	FAM002	PAR0045	PAR0046	NA	0
5	FAM037	PAR0039	PAR0019	178.584	0
5	FAM028	PAR0007	PAR0025	200.14	0
5	FAM013	PAR0002	PAR0038	252.569	0
5	FAM021	PAR0004	PAR0020	185.238	0
5	FAM140	PAR0054	PAR0008	NA	0
5	FAM136	PAR0053	PAR0054	205.193	0
5	FAM016	PAR0002	PAR0057	NA	0
5	FAM046	PAR0031	PAR0029	NA	0
5	FAM104	PAR0047	PAR0061	315.165	0
5	FAM070	PAR0040	PAR0037	138.1	0
5	FAM099	PAR0047	PAR0022	NA	0
5	C1	C1	C1	251.895	1
5	FAM172	PAR0064	PAR0020	232.973	0
5	FAM114	PAR0051	PAR0001	NA	0
5	FAM123	PAR0052	PAR0005	271.213	0
5	FAM128	PAR0052	PAR0044	NA	0
5	FAM103	PAR0047	PAR0060	185.284	0
5	FAM117	PAR0051	PAR0013	281.445	0
5	FAM129	PAR0052	PAR0047	315.535	0
5	FAM026	PAR0006	PAR0022	269.494	0
5	FAM160	PAR0059	PAR0009	NA	0
5	FAM029	PAR0008	PAR0030	314.897	0
5	FAM063	PAR0035	PAR0029	NA	0
5	FAM134	PAR0053	PAR0021	300.372	0
5	FAM013	PAR0038	PAR0002	302.602	0
5	FAM062	PAR0034	PAR0061	255.187	0
5	FAM127	PAR0052	PAR0026	NA	0
5	FAM053	PAR0032	PAR0032	NA	0
5	C20	C20	C20	89.404	1
5	FAM010	PAR0002	PAR0009	116.987	0
5	FAM059	PAR0034	PAR0034	NA	0
5	FAM171	PAR0064	PAR0014	269.494	0
5	FAM132	PAR0053	PAR0008	NA	0
5	FAM031	PAR0009	PAR0030	265.792	0
5	FAM113	PAR0050	PAR0057	NA	0
5	FAM169	PAR0015	PAR0024	187.837	0
5	C30	C30	C30	273.719	1
5	FAM098	PAR0047	PAR0006	338.609	0
5	FAM163	PAR0059	PAR0041	153.376	0
5	FAM165	PAR0059	PAR0059	NA	0
5	FAM085	PAR0045	PAR0004	156.94	0
5	FAM030	PAR0009	PAR0028	NA	0
5	FAM050	PAR0032	PAR0031	257.01	0
5	FAM156	PAR0058	PAR0061	NA	0
5	FAM040	PAR0020	PAR0053	176.688	0
5	FAM076	PAR0039	PAR0027	182.67	0
5	FAM018	PAR0003	PAR0022	232.245	0
5	FAM017	PAR0006	PAR0003	NA	0
5	FAM126	PAR0052	PAR0023	NA	0
5	FAM036	PAR0013	PAR0021	473.595	0
5	FAM019	PAR0003	PAR0023	213.139	0
5	FAM008	PAR0001	PAR0027	224.201	0
5	FAM025	PAR0006	PAR0006	NA	0
5	FAM111	PAR0049	PAR0060	109.275	0
5	FAM044	PAR0025	PAR0044	NA	0
5	FAM088	PAR0045	PAR0051	189.995	0
5	FAM005	PAR0004	PAR0001	254.469	0
5	FAM094	PAR0046	PAR0046	NA	0
5	FAM043	PAR0024	PAR0053	283.374	0
5	FAM011	PAR0002	PAR0021	NA	0
5	FAM100	PAR0047	PAR0023	163.074	0
5	FAM014	PAR0002	PAR0048	NA	0
5	FAM027	PAR0006	PAR0023	153.871	0
5	FAM113	PAR0057	PAR0050	NA	0
5	FAM042	PAR0024	PAR0024	NA	0
5	FAM067	PAR0036	PAR0055	207.087	0
5	FAM004	PAR0001	PAR0001	NA	0
5	FAM051	PAR0031	PAR0061	NA	0
5	FAM086	PAR0045	PAR0020	225.968	0
5	FAM039	PAR0020	PAR0024	252.569	0
5	FAM077	PAR0039	PAR0029	93.754	0
5	FAM157	PAR0059	PAR0002	227.284	0
5	FAM072	PAR0038	PAR0038	NA	0
5	FAM144	PAR0054	PAR0059	272.668	0
5	FAM142	PAR0054	PAR0021	NA	0
5	FAM060	PAR0034	PAR0037	303.937	0
5	FAM057	PAR0035	PAR0033	NA	0
5	FAM023	PAR0004	PAR0027	NA	0
5	FAM001	PAR0025	PAR0021	380.276	0
5	FAM162	PAR0059	PAR0025	280.413	0
5	FAM035	PAR0012	PAR0047	198.047	0
5	FAM102	PAR0047	PAR0047	NA	0
5	FAM057	PAR0033	PAR0035	146.216	0
5	FAM050	PAR0031	PAR0032	NA	0
5	FAM164	PAR0059	PAR0042	204.24	0
5	FAM116	PAR0051	PAR0010	284.816	0
5	FAM108	PAR0049	PAR0047	255.173	0
5	FAM130	PAR0053	PAR0002	NA	0
5	FAM119	PAR0051	PAR0024	283.295	0
5	FAM143	PAR0054	PAR0056	NA	0
5	FAM081	PAR0044	PAR0005	315.535	0
5	FAM110	PAR0049	PAR0055	372.226	0
5	FAM121	PAR0051	PAR0061	284.724	0
5	FAM070	PAR0037	PAR0040	NA	0
5	C2	C2	C2	NA	1
5	FAM007	PAR0001	PAR0024	NA	0
5	FAM090	PAR0046	PAR0001	278.742	0
5	FAM124	PAR0052	PAR0006	178.427	0
5	FAM101	PAR0047	PAR0026	NA	0
5	FAM066	PAR0049	PAR0036	321.04	0
5	FAM074	PAR0038	PAR0050	NA	0
5	C4	C4	C4	NA	1
5	FAM168	PAR0009	PAR0008	473.888	0
5	FAM049	PAR0031	PAR0031	NA	0
5	FAM095	PAR0046	PAR0058	NA	0
5	FAM137	PAR0053	PAR0059	NA	0
5	FAM107	PAR0049	PAR0005	273.024	0
5	FAM158	PAR0059	PAR0007	174.4	0
5	FAM001	PAR0021	PAR0025	NA	0
5	FAM058	PAR0033	PAR0061	280.353	0
6	C20	C20	C20	244.29	1
6	FAM050	PAR0031	PAR0032	NA	0
6	FAM103	PAR0060	PAR0047	NA	0
6	FAM020	PAR0003	PAR0026	96.604	0
6	FAM056	PAR0033	PAR0033	92.778	0
6	FAM168	PAR0009	PAR0008	NA	0
6	FAM133	PAR0053	PAR0009	373.796	0
6	FAM120	PAR0051	PAR0051	NA	0
6	FAM172	PAR0064	PAR0020	294.988	0
6	FAM035	PAR0012	PAR0047	253.954	0
6	FAM063	PAR0035	PAR0029	NA	0
6	FAM099	PAR0047	PAR0022	NA	0
6	FAM068	PAR0036	PAR0060	151.796	0
6	FAM001	PAR0025	PAR0021	197.107	0
6	FAM093	PAR0046	PAR0024	NA	0
6	FAM094	PAR0046	PAR0046	164.272	0
6	FAM079	PAR0039	PAR0061	184.542	0
6	FAM083	PAR0044	PAR0026	NA	0
6	FAM017	PAR0006	PAR0003	282.875	0
6	FAM095	PAR0046	PAR0058	NA	0
6	FAM129	PAR0052	PAR0047	275.207	0
6	FAM132	PAR0053	PAR0008	NA	0
6	FAM164	PAR0059	PAR0042	212.196	0
6	FAM114	PAR0051	PAR0001	512.24	0
6	FAM098	PAR0047	PAR0006	264.035	0
6	FAM138	PAR0053	PAR0061	149.127	0
6	FAM060	PAR0037	PAR0034	211.364	0
6	FAM141	PAR0054	PAR0009	320.838	0
6	FAM113	PAR0050	PAR0057	NA	0
6	FAM066	PAR0049	PAR0036	197.081	0
6	FAM096	PAR0047	PAR0003	NA	0
6	FAM117	PAR0051	PAR0013	NA	0
6	FAM026	PAR0006	PAR0022	112.515	0
6	FAM003	PAR0044	PAR0047	NA	0
6	FAM054	PAR0032	PAR0052	NA	0
6	FAM149	PAR0056	PAR0008	NA	0
6	C10	C10	C10	NA	1
6	FAM039	PAR0024	PAR0020	176.514	0
6	FAM029	PAR0008	PAR0030	275.729	0
6	FAM051	PAR0031	PAR0061	NA	0
6	FAM040	PAR0020	PAR0053	260.38	0
6	FAM111	PAR0049	PAR0060	221.083	0
6	FAM157	PAR0059	PAR0002	119.435	0
6	FAM057	PAR0033	PAR0035	213.297	0
6	C2	C2	C2	NA	1
6	FAM061	PAR0034	PAR0040	178.193	0
6	FAM001	PAR0021	PAR0025	211.454	0
6	FAM108	PAR0049	PAR0047	NA	0
6	FAM031	PAR0009	PAR0030	148.44	0
6	FAM053	PAR0032	PAR0032	NA	0
6	C30	C30	C30	NA	1
6	FAM016	PAR0002	PAR0057	NA	0
6	FAM116	PAR0051	PAR0010	251.567	0
6	FAM144	PAR0054	PAR0059	NA	0
6	FAM115	PAR0051	PAR0004	300.724	0
6	FAM091	PAR0046	PAR0004	NA	0
6	FAM005	PAR0001	PAR0004	NA	0
6	FAM006	PAR0001	PAR0020	NA	0
6	C4	C4	C4	150.799	1
6	FAM013	PAR0038	PAR0002	NA	0
6	FAM005	PAR0004	PAR0001	NA	0
6	FAM070	PAR0037	PAR0040	337.006	0
6	FAM162	PAR0059	PAR0025	299.55	0
6	FAM023	PAR0004	PAR0027	NA	0
6	FAM105	PAR0048	PAR0050	228.795	0
6	FAM086	PAR0045	PAR0020	NA	0
6	FAM032	PAR0009	PAR0061	145.119	0
6	FAM072	PAR0038	PAR0038	NA	0
6	FAM048	PAR0031	PAR0018	NA	0
6	FAM127	PAR0052	PAR0026	NA	0
6	FAM014	PAR0002	PAR0048	284.257	0
6	FAM089	PAR0045	PAR0058	NA	0
6	FAM019	PAR0003	PAR0023	185.284	0
6	FAM104	PAR0047	PAR0061	241.215	0
6	FAM071	PAR0037	PAR0061	118.472	0
6	FAM010	PAR0002	PAR0009	140.294	0
6	FAM102	PAR0047	PAR0047	NA	0
6	FAM101	PAR0047	PAR0026	187.963	0
6	FAM136	PAR0053	PAR0054	NA	0
6	FAM166	PAR0059	PAR0061	NA	0
6	FAM135	PAR0053	PAR0025	312.108	0
6	FAM004	PAR0001	PAR0001	NA	0
6	FAM171	PAR0064	PAR0014	156.513	0
6	FAM076	PAR0039	PAR0027	195.946	0
6	FAM044	PAR0025	PAR0044	177.678	0
6	FAM058	PAR0033	PAR0061	NA	0
6	FAM022	PAR0004	PAR0024	448.332	0
6	FAM075	PAR0038	PAR0057	296.143	0
6	FAM021	PAR0004	PAR0020	230.907	0
6	FAM047	PAR0031	PAR0016	266.093	0
6	FAM057	PAR0035	PAR0033	320.314	0
6	C1	C1	C1	NA	1
6	FAM017	PAR0003	PAR0006	131.917	0
6	FAM169	PAR0015	PAR0024	NA	0
6	FAM092	PAR0046	PAR0020	NA	0
6	FAM122	PAR0052	PAR0003	NA	0
6	C3	C3	C3	127.043	1
6	FAM085	PAR0045	PAR0004	NA	0
6	FAM130	PAR0053	PAR0002	106.398	0
6	FAM081	PAR0044	PAR0005	NA	0
6	FAM170	PAR0045	PAR0063	167.101	0
6	FAM167	PAR0060	PAR0060	148.221	0
6	FAM173	PAR0064	PAR0051	95.607	0
6	FAM161	PAR0059	PAR0021	133.215	0
6	FAM151	PAR0056	PAR0056	NA	0
6	FAM082	PAR0044	PAR0006	347.561	0
6	FAM024	PAR0004	PAR0061	NA	0
6	FAM074	PAR0038	PAR0050	NA	0
6	FAM060	PAR0034	PAR0037	225.397	0
6	FAM065	PAR0036	PAR0047	212.196	0
6	FAM067	PAR0036	PAR0055	NA	0
6	FAM030	PAR0009	PAR0028	130.433	0
6	FAM118	PAR0051	PAR0020	279.004	0
6	FAM059	PAR0034	PAR0034	NA	0
6	FAM131	PAR0053	PAR0007	215.786	0
6	FAM064	PAR0035	PAR0061	171.181	0
6	FAM034	PAR0012	PAR0003	NA	0
6	FAM015	PAR0002	PAR0050	NA	0
6	FAM043	PAR0024	PAR0053	235.443	0
6	FAM045	PAR0025	PAR0052	NA	0
6	FAM078	PAR0039	PAR0035	127.582	0
6	FAM036	PAR0013	PAR0021	157.595	0
6	FAM052	PAR0032	PAR0018	NA	0
6	FAM002	PAR0045	PAR0046	246.101	0
6	FAM152	PAR0059	PAR0056	150.023	0
6	FAM112	PAR0050	PAR0050	NA	0
6	FAM142	PAR0054	PAR0021	NA	0
6	FAM126	PAR0052	PAR0023	117.054	0
6	FAM100	PAR0047	PAR0023	134.591	0
6	FAM009	PAR0001	PAR0061	172.007	0
6	FAM152	PAR0056	PAR0059	106.398	0
6	FAM028	PAR0007	PAR0025	320.439	0
6	FAM119	PAR0051	PAR0024	NA	0
6	FAM140	PAR0054	PAR0008	212.581	0
6	FAM018	PAR0003	PAR0022	NA	0
6	FAM146	PAR0055	PAR0047	183.899	0
6	FAM061	PAR0040	PAR0034	NA	0
6	FAM055	PAR0032	PAR0061	112.284	0
6	FAM154	PAR0058	PAR0004	NA	0
6	FAM123	PAR0052	PAR0005	178.306	0
6	FAM139	PAR0054	PAR0007	207.268	0
6	FAM088	PAR0045	PAR0051	NA	0
6	FAM160	PAR0059	PAR0009	NA	0
6	FAM039	PAR0020	PAR0024	NA	0
6	FAM007	PAR0001	PAR0024	260.362	0
6	FAM158	PAR0059	PAR0007	160.429	0
6	FAM143	PAR0054	PAR0056	145.16	0
6	FAM134	PAR0053	PAR0021	96.543	0
6	FAM121	PAR0051	PAR0061	NA	0
6	FAM013	PAR0002	PAR0038	198.29	0
6	FAM070	PAR0040	PAR0037	168.464	0
6	FAM124	PAR0052	PAR0006	178.457	0
6	FAM090	PAR0046	PAR0001	NA	0
6	FAM037	PAR0039	PAR0019	NA	0
6	FAM033	PAR0011	PAR0020	190.124	0
6	FAM077	PAR0039	PAR0029	67.391	0
6	FAM049	PAR0031	PAR0031	NA	0
6	FAM046	PAR0031	PAR0029	133.202	0
6	FAM125	PAR0052	PAR0022	171.952	0
6	FAM106	PAR0048	PAR0057	155.226	0
6	FAM109	PAR0049	PAR0049	NA	0
6	FAM159	PAR0059	PAR0008	NA	0
6	FAM011	PAR0002	PAR0021	NA	0
6	FAM042	PAR0024	PAR0024	94.675	0
6	FAM113	PAR0057	PAR0050	NA	0
6	FAM069	PAR0037	PAR0037	99.389	0
6	FAM097	PAR0047	PAR0005	153.136	0
6	FAM087	PAR0045	PAR0024	NA	0
6	FAM145	PAR0054	PAR0061	145.267	0
6	FAM012	PAR0002	PAR0028	133.462	0
6	FAM153	PAR0058	PAR0001	186.223	0
6	FAM165	PAR0059	PAR0059	NA	0
6	FAM008	PAR0001	PAR0027	185.875	0
6	FAM163	PAR0059	PAR0041	100.668	0
6	FAM128	PAR0052	PAR0044	NA	0
6	FAM150	PAR0056	PAR0009	102.958	0
6	FAM084	PAR0045	PAR0001	154.113	0
6	FAM025	PAR0006	PAR0006	NA	0
6	C40	C40	C40	194.616	1
6	FAM103	PAR0047	PAR0060	216.336	0
6	FAM148	PAR0056	PAR0007	309.576	0
6	FAM041	PAR0026	PAR0022	202.085	0
6	FAM062	PAR0034	PAR0061	108.034	0
6	FAM027	PAR0006	PAR0023	NA	0
6	FAM155	PAR0058	PAR0051	NA	0
6	FAM038	PAR0020	PAR0017	165.532	0
6	FAM156	PAR0058	PAR0061	172.606	0
6	FAM073	PAR0038	PAR0048	NA	0
6	FAM110	PAR0049	PAR0055	321.39	0
6	FAM066	PAR0036	PAR0049	108.812	0
6	FAM050	PAR0032	PAR0031	NA	0
6	FAM147	PAR0055	PAR0060	176.688	0
6	FAM080	PAR0044	PAR0003	NA	0
6	FAM107	PAR0049	PAR0005	394.037	0
6	FAM137	PAR0053	PAR0059	275.207	0
7	FAM063	PAR0035	PAR0029	NA	0
7	FAM011	PAR0002	PAR0021	161.296	0
7	FAM079	PAR0039	PAR0061	157.595	0
7	C4	C4	C4	NA	1
7	FAM035	PAR0012	PAR0047	NA	0
7	FAM036	PAR0013	PAR0021	NA	0
7	FAM104	PAR0047	PAR0061	103.22	0
7	FAM111	PAR0049	PAR0060	94.758	0
7	FAM050	PAR0031	PAR0032	161.32	0
7	FAM106	PAR0048	PAR0057	NA	0
7	FAM070	PAR0037	PAR0040	220.08	0
7	FAM075	PAR0038	PAR0057	236.551	0
7	FAM001	PAR0025	PAR0021	NA	0
7	FAM121	PAR0051	PAR0061	NA	0
7	FAM018	PAR0003	PAR0022	NA	0
7	FAM061	PAR0040	PAR0034	160.352	0
7	FAM067	PAR0036	PAR0055	144.82	0
7	C2	C2	C2	NA	1
7	FAM132	PAR0053	PAR0008	211.454	0
7	FAM159	PAR0059	PAR0008	305.061	0
7	FAM107	PAR0049	PAR0005	384.466	0
7	FAM091	PAR0046	PAR0004	196.983	0
7	FAM138	PAR0053	PAR0061	NA	0
7	FAM119	PAR0051	PAR0024	300.147	0
7	FAM164	PAR0059	PAR0042	228.522	0
7	FAM171	PAR0064	PAR0014	NA	0
7	FAM070	PAR0040	PAR0037	NA	0
7	FAM120	PAR0051	PAR0051	NA	0
7	FAM065	PAR0036	PAR0047	247.728	0
7	FAM021	PAR0004	PAR0020	128.295	0
7	FAM085	PAR0045	PAR0004	NA	0
7	FAM014	PAR0002	PAR0048	NA	0
7	FAM122	PAR0052	PAR0003	NA	0
7	FAM016	PAR0002	PAR0057	158.69	0
7	FAM043	PAR0024	PAR0053	NA	0
7	FAM048	PAR0031	PAR0018	245.523	0
7	FAM056	PAR0033	PAR0033	NA	0
7	FAM173	PAR0064	PAR0051	157.595	0
7	FAM099	PAR0047	PAR0022	257.12	0
7	FAM023	PAR0004	PAR0027	141.623	0
7	FAM141	PAR0054	PAR0009	NA	0
7	FAM066	PAR0036	PAR0049	NA	0
7	FAM116	PAR0051	PAR0010	277.631	0
7	FAM002	PAR0045	PAR0046	148.289	0
7	FAM049	PAR0031	PAR0031	NA	0
7	FAM131	PAR0053	PAR0007	201.003	0
7	FAM113	PAR0057	PAR0050	79.111	0
7	FAM084	PAR0045	PAR0001	NA	0
7	FAM090	PAR0046	PAR0001	NA	0
7	FAM143	PAR0054	PAR0056	192.11	0
7	FAM003	PAR0044	PAR0047	NA	0
7	FAM146	PAR0055	PAR0047	188.799	0
7	FAM052	PAR0032	PAR0018	185.931	0
7	FAM055	PAR0032	PAR0061	NA	0
7	FAM158	PAR0059	PAR0007	179.358	0
7	FAM152	PAR0056	PAR0059	154.113	0
7	FAM149	PAR0056	PAR0008	176.616	0
7	FAM017	PAR0003	PAR0006	NA	0
7	FAM093	PAR0046	PAR0024	211.241	0
7	FAM088	PAR0045	PAR0051	NA	0
7	FAM050	PAR0032	PAR0031	154.306	0
7	FAM024	PAR0004	PAR0061	166.555	0
7	FAM007	PAR0001	PAR0024	229.298	0
7	FAM172	PAR0064	PAR0020	NA	0
7	C40	C40	C40	170.458	1
7	C10	C10	C10	NA	1
7	FAM142	PAR0054	PAR0021	229.237	0
7	FAM157	PAR0059	PAR0002	NA	0
7	FAM041	PAR0026	PAR0022	131.648	0
7	FAM108	PAR0049	PAR0047	181.383	0
7	FAM025	PAR0006	PAR0006	151.648	0
7	FAM028	PAR0007	PAR0025	NA	0
7	FAM068	PAR0036	PAR0060	146.722	0
