REP	FAMILY	FEMALE	MALE	YIELD	CHECKLOT
10	FAM094	PAR0046	PAR0046	128.405	0
10	FAM163	PAR0059	PAR0041	NA	0
10	FAM047	PAR0031	PAR0016	NA	0
10	FAM132	PAR0053	PAR0008	340.868	0
10	FAM006	PAR0001	PAR0020	162.733	0
10	FAM097	PAR0047	PAR0005	NA	0
10	FAM033	PAR0011	PAR0020	249.585	0
10	FAM038	PAR0020	PAR0017	NA	0
10	FAM140	PAR0054	PAR0008	256.153	0
10	FAM066	PAR0049	PAR0036	123.306	0
10	FAM025	PAR0006	PAR0006	NA	0
10	FAM135	PAR0053	PAR0025	276.984	0
10	FAM088	PAR0045	PAR0051	261.096	0
10	FAM165	PAR0059	PAR0059	206.06	0
10	FAM115	PAR0051	PAR0004	NA	0
10	FAM130	PAR0053	PAR0002	247.054	0
10	FAM027	PAR0006	PAR0023	240.823	0
10	C1	C1	C1	NA	1
10	FAM019	PAR0003	PAR0023	247.728	0
10	FAM049	PAR0031	PAR0031	NA	0
10	FAM089	PAR0045	PAR0058	293.621	0
10	FAM060	PAR0034	PAR0037	153.938	0
10	FAM022	PAR0004	PAR0024	NA	0
10	FAM105	PAR0048	PAR0050	NA	0
10	FAM061	PAR0040	PAR0034	160.429	0
10	FAM143	PAR0054	PAR0056	191.088	0
10	FAM061	PAR0034	PAR0040	NA	0
10	FAM010	PAR0002	PAR0009	187.652	0
10	FAM050	PAR0032	PAR0031	NA	0
10	FAM103	PAR0060	PAR0047	NA	0
10	FAM148	PAR0056	PAR0007	278.992	0
10	FAM026	PAR0006	PAR0022	202.967	0
10	FAM153	PAR0058	PAR0001	NA	0
10	FAM111	PAR0049	PAR0060	178.618	0
10	FAM062	PAR0034	PAR0061	192.955	0
10	FAM100	PAR0047	PAR0023	NA	0
10	FAM052	PAR0032	PAR0018	245.916	0
10	FAM012	PAR0002	PAR0028	230.62	0
10	FAM147	PAR0055	PAR0060	296.386	0
10	FAM170	PAR0045	PAR0063	NA	0
10	FAM066	PAR0036	PAR0049	270.108	0
10	FAM120	PAR0051	PAR0051	237.928	0
10	FAM056	PAR0033	PAR0033	NA	0
10	FAM044	PAR0025	PAR0044	418.799	0
10	FAM048	PAR0031	PAR0018	NA	0
10	FAM156	PAR0058	PAR0061	220.516	0
10	FAM157	PAR0059	PAR0002	210.487	0
10	FAM004	PAR0001	PAR0001	NA	0
10	FAM112	PAR0050	PAR0050	NA	0
10	FAM167	PAR0060	PAR0060	167.554	0
10	FAM137	PAR0053	PAR0059	189.144	0
10	FAM160	PAR0059	PAR0009	NA	0
10	FAM161	PAR0059	PAR0021	NA	0
10	FAM060	PAR0037	PAR0034	207.24	0
10	FAM095	PAR0046	PAR0058	187.066	0
10	FAM150	PAR0056	PAR0009	193.043	0
10	FAM109	PAR0049	PAR0049	NA	0
10	FAM136	PAR0053	PAR0054	230.78	0
10	FAM058	PAR0033	PAR0061	220.251	0
10	FAM141	PAR0054	PAR0009	266.397	0
10	FAM008	PAR0001	PAR0027	191.216	0
10	C3	C3	C3	NA	1
10	FAM093	PAR0046	PAR0024	193.043	0
10	FAM131	PAR0053	PAR0007	256.42	0
10	FAM013	PAR0038	PAR0002	331.799	0
10	FAM034	PAR0012	PAR0003	NA	0
10	FAM013	PAR0002	PAR0038	NA	0
10	FAM134	PAR0053	PAR0021	193.879	0
10	FAM125	PAR0052	PAR0022	178.855	0
10	FAM081	PAR0044	PAR0005	NA	0
10	FAM043	PAR0024	PAR0053	NA	0
10	FAM124	PAR0052	PAR0006	NA	0
10	FAM070	PAR0037	PAR0040	131.709	0
10	FAM168	PAR0009	PAR0008	NA	0
10	FAM154	PAR0058	PAR0004	NA	0
10	FAM069	PAR0037	PAR0037	NA	0
10	FAM017	PAR0003	PAR0006	172.838	0
10	FAM173	PAR0064	PAR0051	259.013	0
10	FAM057	PAR0033	PAR0035	167.457	0
10	FAM114	PAR0051	PAR0001	NA	0
10	FAM030	PAR0009	PAR0028	176.748	0
10	FAM122	PAR0052	PAR0003	173.027	0
10	FAM121	PAR0051	PAR0061	NA	0
10	FAM064	PAR0035	PAR0061	NA	0
10	FAM118	PAR0051	PAR0020	NA	0
10	FAM117	PAR0051	PAR0013	127.843	0
10	FAM051	PAR0031	PAR0061	NA	0
10	FAM085	PAR0045	PAR0004	178.64	0
10	FAM133	PAR0053	PAR0009	229.615	0
10	C30	C30	C30	NA	1
10	FAM072	PAR0038	PAR0038	NA	0
10	FAM016	PAR0002	PAR0057	213.307	0
10	FAM169	PAR0015	PAR0024	NA	0
10	FAM009	PAR0001	PAR0061	218.861	0
10	FAM040	PAR0020	PAR0053	NA	0
10	C40	C40	C40	NA	1
10	FAM158	PAR0059	PAR0007	200.015	0
10	FAM017	PAR0006	PAR0003	146.814	0
10	FAM053	PAR0032	PAR0032	NA	0
10	FAM164	PAR0059	PAR0042	244.701	0
10	FAM139	PAR0054	PAR0007	188.209	0
10	FAM001	PAR0021	PAR0025	NA	0
10	FAM108	PAR0049	PAR0047	166.653	0
10	FAM070	PAR0040	PAR0037	171.952	0
10	FAM099	PAR0047	PAR0022	NA	0
10	FAM029	PAR0008	PAR0030	237.928	0
10	FAM021	PAR0004	PAR0020	239.787	0
10	FAM067	PAR0036	PAR0055	NA	0
10	FAM032	PAR0009	PAR0061	154.306	0
10	FAM018	PAR0003	PAR0022	NA	0
10	FAM080	PAR0044	PAR0003	188.194	0
10	FAM152	PAR0059	PAR0056	NA	0
10	FAM082	PAR0044	PAR0006	283.075	0
10	FAM123	PAR0052	PAR0005	NA	0
10	FAM042	PAR0024	PAR0024	287.121	0
10	FAM113	PAR0057	PAR0050	NA	0
10	FAM079	PAR0039	PAR0061	150.89	0
10	FAM091	PAR0046	PAR0004	172.087	0
10	FAM119	PAR0051	PAR0024	359.665	0
10	FAM031	PAR0009	PAR0030	NA	0
10	FAM077	PAR0039	PAR0029	103.571	0
10	FAM102	PAR0047	PAR0047	NA	0
10	FAM007	PAR0001	PAR0024	147.634	0
10	FAM104	PAR0047	PAR0061	201.558	0
10	FAM126	PAR0052	PAR0023	191.134	0
10	FAM149	PAR0056	PAR0008	NA	0
10	FAM096	PAR0047	PAR0003	272.503	0
10	FAM171	PAR0064	PAR0014	NA	0
10	FAM035	PAR0012	PAR0047	227.722	0
10	FAM144	PAR0054	PAR0059	NA	0
10	FAM084	PAR0045	PAR0001	NA	0
11	FAM129	PAR0052	PAR0047	NA	0
11	FAM084	PAR0045	PAR0001	NA	0
11	FAM057	PAR0035	PAR0033	173.581	0
11	FAM001	PAR0025	PAR0021	151.735	0
11	FAM105	PAR0048	PAR0050	198.508	0
11	FAM127	PAR0052	PAR0026	NA	0
11	FAM097	PAR0047	PAR0005	212.341	0
11	FAM074	PAR0038	PAR0050	184.048	0
11	FAM167	PAR0060	PAR0060	233.111	0
11	FAM032	PAR0009	PAR0061	NA	0
11	FAM148	PAR0056	PAR0007	NA	0
11	FAM130	PAR0053	PAR0002	196.112	0
11	FAM046	PAR0031	PAR0029	NA	0
11	FAM034	PAR0012	PAR0003	NA	0
11	FAM037	PAR0039	PAR0019	132.347	0
11	FAM023	PAR0004	PAR0027	150.915	0
11	FAM004	PAR0001	PAR0001	NA	0
11	FAM132	PAR0053	PAR0008	313.692	0
11	FAM102	PAR0047	PAR0047	98.592	0
11	FAM015	PAR0002	PAR0050	NA	0
11	FAM064	PAR0035	PAR0061	211.513	0
11	FAM019	PAR0003	PAR0023	162.102	0
11	C20	C20	C20	NA	1
11	FAM083	PAR0044	PAR0026	194.909	0
11	FAM056	PAR0033	PAR0033	NA	0
11	FAM122	PAR0052	PAR0003	121.978	0
11	FAM121	PAR0051	PAR0061	NA	0
11	FAM128	PAR0052	PAR0044	163.817	0
11	FAM136	PAR0053	PAR0054	NA	0
11	FAM042	PAR0024	PAR0024	NA	0
11	FAM168	PAR0009	PAR0008	232.8	0
11	FAM054	PAR0032	PAR0052	NA	0
11	FAM058	PAR0033	PAR0061	122.609	0
11	FAM147	PAR0055	PAR0060	200.14	0
11	FAM103	PAR0060	PAR0047	NA	0
11	FAM060	PAR0034	PAR0037	167.367	0
11	FAM033	PAR0011	PAR0020	263.559	0
11	FAM106	PAR0048	PAR0057	NA	0
11	FAM091	PAR0046	PAR0004	245.819	0
11	FAM050	PAR0032	PAR0031	NA	0
11	FAM166	PAR0059	PAR0061	178.543	0
11	FAM152	PAR0056	PAR0059	215.203	0
11	FAM164	PAR0059	PAR0042	NA	0
11	FAM118	PAR0051	PAR0020	NA	0
11	FAM035	PAR0012	PAR0047	277	0
11	FAM052	PAR0032	PAR0018	271.916	0
11	FAM133	PAR0053	PAR0009	195.008	0
11	FAM036	PAR0013	PAR0021	NA	0
11	FAM119	PAR0051	PAR0024	181.266	0
11	FAM157	PAR0059	PAR0002	NA	0
11	FAM030	PAR0009	PAR0028	229.237	0
11	FAM170	PAR0045	PAR0063	NA	0
11	FAM014	PAR0002	PAR0048	201.558	0
11	FAM026	PAR0006	PAR0022	93.916	0
11	FAM086	PAR0045	PAR0020	NA	0
11	FAM071	PAR0037	PAR0061	115.955	0
11	C3	C3	C3	NA	1
11	FAM065	PAR0036	PAR0047	159.152	0
11	FAM093	PAR0046	PAR0024	161.126	0
11	FAM141	PAR0054	PAR0009	NA	0
11	FAM051	PAR0031	PAR0061	135.539	0
11	FAM125	PAR0052	PAR0022	254.89	0
11	C4	C4	C4	NA	1
11	FAM139	PAR0054	PAR0007	247.356	0
11	FAM008	PAR0001	PAR0027	301.036	0
11	FAM145	PAR0054	PAR0061	130.972	0
11	FAM070	PAR0037	PAR0040	NA	0
11	FAM160	PAR0059	PAR0009	252.055	0
11	FAM095	PAR0046	PAR0058	NA	0
11	FAM134	PAR0053	PAR0021	207.35	0
11	FAM123	PAR0052	PAR0005	155.141	0
11	FAM151	PAR0056	PAR0056	NA	0
11	FAM173	PAR0064	PAR0051	196.112	0
11	FAM009	PAR0001	PAR0061	210.445	0
11	FAM162	PAR0059	PAR0025	NA	0
11	FAM116	PAR0051	PAR0010	231.088	0
11	FAM172	PAR0064	PAR0020	NA	0
11	FAM050	PAR0031	PAR0032	296.587	0
11	FAM002	PAR0045	PAR0046	168.334	0
11	FAM005	PAR0004	PAR0001	NA	0
11	FAM006	PAR0001	PAR0020	119.55	0
11	FAM044	PAR0025	PAR0044	NA	0
11	FAM085	PAR0045	PAR0004	109.936	0
11	FAM017	PAR0006	PAR0003	285.293	0
11	FAM017	PAR0003	PAR0006	NA	0
11	FAM028	PAR0007	PAR0025	276.27	0
11	C1	C1	C1	NA	1
11	FAM135	PAR0053	PAR0025	179.568	0
11	C30	C30	C30	NA	1
11	FAM005	PAR0001	PAR0004	NA	0
11	FAM110	PAR0049	PAR0055	184.135	0
11	C40	C40	C40	NA	1
11	FAM115	PAR0051	PAR0004	197.845	0
11	FAM068	PAR0036	PAR0060	NA	0
11	FAM113	PAR0050	PAR0057	NA	0
11	FAM124	PAR0052	PAR0006	NA	0
11	FAM070	PAR0040	PAR0037	224.438	0
11	FAM165	PAR0059	PAR0059	NA	0
11	FAM013	PAR0038	PAR0002	152.624	0
11	FAM080	PAR0044	PAR0003	NA	0
11	FAM103	PAR0047	PAR0060	182.956	0
11	FAM066	PAR0036	PAR0049	NA	0
11	FAM055	PAR0032	PAR0061	192.684	0
11	FAM062	PAR0034	PAR0061	NA	0
11	FAM066	PAR0049	PAR0036	182.285	0
11	FAM161	PAR0059	PAR0021	NA	0
11	FAM041	PAR0026	PAR0022	NA	0
11	FAM011	PAR0002	PAR0021	180.608	0
11	FAM075	PAR0038	PAR0057	234.345	0
11	FAM077	PAR0039	PAR0029	NA	0
11	FAM169	PAR0015	PAR0024	228.844	0
11	FAM069	PAR0037	PAR0037	104.463	0
11	FAM012	PAR0002	PAR0028	NA	0
11	FAM126	PAR0052	PAR0023	NA	0
11	FAM018	PAR0003	PAR0022	NA	0
11	FAM113	PAR0057	PAR0050	184.928	0
11	FAM131	PAR0053	PAR0007	153.455	0
11	FAM020	PAR0003	PAR0026	127.794	0
11	FAM143	PAR0054	PAR0056	NA	0
11	FAM057	PAR0033	PAR0035	100.312	0
11	FAM049	PAR0031	PAR0031	NA	0
11	FAM138	PAR0053	PAR0061	NA	0
11	FAM104	PAR0047	PAR0061	321.196	0
11	FAM027	PAR0006	PAR0023	NA	0
11	FAM117	PAR0051	PAR0013	142.218	0
11	FAM092	PAR0046	PAR0020	285.678	0
11	FAM099	PAR0047	PAR0022	326.572	0
11	FAM153	PAR0058	PAR0001	393.798	0
11	FAM025	PAR0006	PAR0006	NA	0
11	FAM137	PAR0053	PAR0059	215.77	0
11	FAM038	PAR0020	PAR0017	184.329	0
11	FAM060	PAR0037	PAR0034	295.998	0
11	FAM098	PAR0047	PAR0006	217.928	0
11	FAM109	PAR0049	PAR0049	96.81	0
11	FAM061	PAR0034	PAR0040	169.266	0
11	FAM158	PAR0059	PAR0007	105.514	0
11	FAM073	PAR0038	PAR0048	NA	0
11	FAM022	PAR0004	PAR0024	266.343	0
11	FAM082	PAR0044	PAR0006	133.55	0
11	FAM111	PAR0049	PAR0060	155.226	0
11	FAM159	PAR0059	PAR0008	NA	0
11	FAM016	PAR0002	PAR0057	198.936	0
11	FAM149	PAR0056	PAR0008	191.854	0
11	FAM040	PAR0020	PAR0053	187.963	0
11	FAM021	PAR0004	PAR0020	NA	0
11	FAM063	PAR0035	PAR0029	NA	0
11	FAM156	PAR0058	PAR0061	282.513	0
11	FAM088	PAR0045	PAR0051	222.243	0
11	FAM163	PAR0059	PAR0041	101.732	0
11	FAM072	PAR0038	PAR0038	NA	0
11	FAM043	PAR0024	PAR0053	263.597	0
11	FAM144	PAR0054	PAR0059	252.721	0
11	FAM076	PAR0039	PAR0027	200.889	0
11	FAM096	PAR0047	PAR0003	NA	0
11	FAM061	PAR0040	PAR0034	159.55	0
11	C2	C2	C2	NA	1
11	FAM047	PAR0031	PAR0016	327.228	0
11	C10	C10	C10	NA	1
11	FAM010	PAR0002	PAR0009	240.986	0
11	FAM142	PAR0054	PAR0021	249.38	0
11	FAM155	PAR0058	PAR0051	372.309	0
11	FAM146	PAR0055	PAR0047	NA	0
11	FAM108	PAR0049	PAR0047	267.723	0
11	FAM171	PAR0064	PAR0014	NA	0
11	FAM114	PAR0051	PAR0001	244.092	0
11	FAM045	PAR0025	PAR0052	NA	0
11	FAM120	PAR0051	PAR0051	NA	0
11	FAM154	PAR0058	PAR0004	384.578	0
11	FAM059	PAR0034	PAR0034	NA	0
11	FAM031	PAR0009	PAR0030	267.723	0
11	FAM087	PAR0045	PAR0024	NA	0
11	FAM001	PAR0021	PAR0025	240.986	0
11	FAM013	PAR0002	PAR0038	NA	0
11	FAM029	PAR0008	PAR0030	397.028	0
11	FAM152	PAR0059	PAR0056	NA	0
11	FAM081	PAR0044	PAR0005	298.17	0
11	FAM078	PAR0039	PAR0035	166.182	0
11	FAM094	PAR0046	PAR0046	NA	0
11	FAM039	PAR0020	PAR0024	190.059	0
11	FAM039	PAR0024	PAR0020	284.191	0
11	FAM140	PAR0054	PAR0008	235.462	0
11	FAM079	PAR0039	PAR0061	NA	0
11	FAM101	PAR0047	PAR0026	NA	0
11	FAM067	PAR0036	PAR0055	162.72	0
11	FAM090	PAR0046	PAR0001	342.172	0
11	FAM048	PAR0031	PAR0018	NA	0
11	FAM107	PAR0049	PAR0005	291.159	0
11	FAM024	PAR0004	PAR0061	277.171	0
11	FAM150	PAR0056	PAR0009	NA	0
11	FAM003	PAR0044	PAR0047	223.348	0
11	FAM053	PAR0032	PAR0032	NA	0
11	FAM007	PAR0001	PAR0024	NA	0
11	FAM100	PAR0047	PAR0023	275.234	0
11	FAM089	PAR0045	PAR0058	164.866	0
11	FAM112	PAR0050	PAR0050	NA	0
12	FAM012	PAR0002	PAR0028	NA	0
12	FAM022	PAR0004	PAR0024	268.748	0
12	FAM143	PAR0054	PAR0056	232.973	0
12	FAM068	PAR0036	PAR0060	NA	0
12	FAM080	PAR0044	PAR0003	181.432	0
12	FAM171	PAR0064	PAR0014	163.779	0
12	FAM002	PAR0045	PAR0046	74.579	0
12	FAM126	PAR0052	PAR0023	NA	0
12	FAM103	PAR0047	PAR0060	NA	0
12	FAM075	PAR0038	PAR0057	NA	0
12	FAM106	PAR0048	PAR0057	NA	0
12	FAM108	PAR0049	PAR0047	347.723	0
12	C1	C1	C1	NA	1
12	FAM109	PAR0049	PAR0049	139.077	0
12	FAM146	PAR0055	PAR0047	196.351	0
12	FAM021	PAR0004	PAR0020	253.871	0
12	C3	C3	C3	NA	1
12	FAM149	PAR0056	PAR0008	NA	0
12	FAM005	PAR0004	PAR0001	NA	0
12	FAM131	PAR0053	PAR0007	NA	0
12	FAM027	PAR0006	PAR0023	166.499	0
12	FAM159	PAR0059	PAR0008	NA	0
12	FAM047	PAR0031	PAR0016	NA	0
12	FAM057	PAR0035	PAR0033	283.075	0
12	FAM052	PAR0032	PAR0018	166.089	0
12	FAM132	PAR0053	PAR0008	270.059	0
12	FAM015	PAR0002	PAR0050	NA	0
12	FAM063	PAR0035	PAR0029	99.197	0
12	FAM066	PAR0036	PAR0049	134.344	0
12	FAM050	PAR0032	PAR0031	264.035	0
12	FAM011	PAR0002	PAR0021	281.211	0
12	FAM041	PAR0026	PAR0022	NA	0
12	FAM069	PAR0037	PAR0037	NA	0
12	FAM096	PAR0047	PAR0003	224.737	0
12	FAM136	PAR0053	PAR0054	321.04	0
12	FAM156	PAR0058	PAR0061	347.35	0
12	FAM169	PAR0015	PAR0024	184.048	0
12	FAM013	PAR0038	PAR0002	175.788	0
12	FAM013	PAR0002	PAR0038	208.095	0
12	FAM173	PAR0064	PAR0051	NA	0
12	FAM139	PAR0054	PAR0007	83.498	0
12	FAM010	PAR0002	PAR0009	NA	0
12	FAM083	PAR0044	PAR0026	NA	0
12	FAM078	PAR0039	PAR0035	187.066	0
12	FAM095	PAR0046	PAR0058	189.077	0
12	FAM039	PAR0024	PAR0020	NA	0
12	FAM048	PAR0031	PAR0018	210.673	0
12	FAM153	PAR0058	PAR0001	364.571	0
12	FAM026	PAR0006	PAR0022	94.124	0
12	FAM120	PAR0051	PAR0051	NA	0
12	C4	C4	C4	NA	1
12	FAM113	PAR0050	PAR0057	NA	0
12	FAM102	PAR0047	PAR0047	NA	0
12	FAM055	PAR0032	PAR0061	NA	0
12	FAM101	PAR0047	PAR0026	399.001	0
12	FAM060	PAR0034	PAR0037	NA	0
12	FAM085	PAR0045	PAR0004	284.985	0
12	FAM028	PAR0007	PAR0025	NA	0
12	FAM020	PAR0003	PAR0026	163.317	0
12	FAM070	PAR0040	PAR0037	198.968	0
12	FAM074	PAR0038	PAR0050	NA	0
12	FAM099	PAR0047	PAR0022	NA	0
12	FAM065	PAR0036	PAR0047	NA	0
12	FAM140	PAR0054	PAR0008	189.876	0
12	C20	C20	C20	NA	1
12	FAM044	PAR0025	PAR0044	NA	0
12	FAM007	PAR0001	PAR0024	NA	0
12	FAM114	PAR0051	PAR0001	NA	0
12	FAM172	PAR0064	PAR0020	170.299	0
12	FAM006	PAR0001	PAR0020	NA	0
12	FAM023	PAR0004	PAR0027	160.443	0
12	FAM057	PAR0033	PAR0035	216.742	0
12	FAM130	PAR0053	PAR0002	NA	0
12	FAM032	PAR0009	PAR0061	158.432	0
12	FAM088	PAR0045	PAR0051	320.439	0
12	FAM151	PAR0056	PAR0056	NA	0
12	FAM004	PAR0001	PAR0001	NA	0
12	FAM118	PAR0051	PAR0020	202.02	0
12	FAM029	PAR0008	PAR0030	NA	0
12	FAM024	PAR0004	PAR0061	215.722	0
12	FAM170	PAR0045	PAR0063	179.553	0
12	FAM162	PAR0059	PAR0025	217.626	0
12	FAM128	PAR0052	PAR0044	186.184	0
12	FAM112	PAR0050	PAR0050	NA	0
12	FAM076	PAR0039	PAR0027	NA	0
12	FAM134	PAR0053	PAR0021	376.411	0
12	FAM138	PAR0053	PAR0061	160.568	0
12	FAM066	PAR0049	PAR0036	145.989	0
12	FAM113	PAR0057	PAR0050	NA	0
12	FAM164	PAR0059	PAR0042	266.633	0
12	FAM019	PAR0003	PAR0023	181.266	0
12	FAM072	PAR0038	PAR0038	NA	0
12	FAM038	PAR0020	PAR0017	182.403	0
12	FAM167	PAR0060	PAR0060	NA	0
12	FAM135	PAR0053	PAR0025	212.703	0
12	FAM152	PAR0059	PAR0056	NA	0
12	FAM060	PAR0037	PAR0034	190.059	0
12	FAM050	PAR0031	PAR0032	143.465	0
12	FAM116	PAR0051	PAR0010	283.075	0
12	FAM129	PAR0052	PAR0047	101.565	0
12	FAM008	PAR0001	PAR0027	NA	0
12	FAM091	PAR0046	PAR0004	NA	0
12	FAM033	PAR0011	PAR0020	243.563	0
12	FAM036	PAR0013	PAR0021	NA	0
12	FAM158	PAR0059	PAR0007	185.239	0
12	FAM035	PAR0012	PAR0047	NA	0
12	FAM157	PAR0059	PAR0002	86.496	0
12	FAM081	PAR0044	PAR0005	NA	0
12	FAM107	PAR0049	PAR0005	181.424	0
12	FAM111	PAR0049	PAR0060	255.399	0
12	FAM017	PAR0003	PAR0006	NA	0
12	FAM100	PAR0047	PAR0023	179.553	0
12	FAM123	PAR0052	PAR0005	97.851	0
12	FAM127	PAR0052	PAR0026	297.758	0
12	FAM087	PAR0045	PAR0024	NA	0
12	FAM137	PAR0053	PAR0059	155.836	0
12	FAM098	PAR0047	PAR0006	223.132	0
12	FAM090	PAR0046	PAR0001	186.401	0
12	FAM154	PAR0058	PAR0004	NA	0
12	FAM166	PAR0059	PAR0061	145.957	0
12	FAM056	PAR0033	PAR0033	164.765	0
12	FAM039	PAR0020	PAR0024	160.757	0
12	FAM103	PAR0060	PAR0047	NA	0
12	FAM121	PAR0051	PAR0061	295.555	0
12	FAM077	PAR0039	PAR0029	NA	0
12	FAM067	PAR0036	PAR0055	115.318	0
12	FAM163	PAR0059	PAR0041	NA	0
12	FAM092	PAR0046	PAR0020	282.818	0
12	FAM160	PAR0059	PAR0009	278.792	0
12	FAM079	PAR0039	PAR0061	130.293	0
12	FAM042	PAR0024	PAR0024	191.799	0
12	C30	C30	C30	NA	1
12	FAM053	PAR0032	PAR0032	NA	0
12	FAM147	PAR0055	PAR0060	232.289	0
12	FAM001	PAR0025	PAR0021	270.796	0
12	FAM058	PAR0033	PAR0061	NA	0
12	FAM045	PAR0025	PAR0052	108.474	0
12	FAM016	PAR0002	PAR0057	NA	0
12	FAM073	PAR0038	PAR0048	175.788	0
12	FAM093	PAR0046	PAR0024	203.539	0
12	FAM119	PAR0051	PAR0024	261.168	0
12	FAM145	PAR0054	PAR0061	NA	0
12	FAM168	PAR0009	PAR0008	NA	0
12	FAM125	PAR0052	PAR0022	133.284	0
12	FAM122	PAR0052	PAR0003	191.135	0
12	FAM046	PAR0031	PAR0029	NA	0
12	FAM115	PAR0051	PAR0004	133.082	0
12	FAM110	PAR0049	PAR0055	252.976	0
12	FAM034	PAR0012	PAR0003	NA	0
12	FAM003	PAR0044	PAR0047	175.71	0
12	FAM089	PAR0045	PAR0058	160.429	0
12	FAM014	PAR0002	PAR0048	NA	0
12	FAM030	PAR0009	PAR0028	139.233	0
12	FAM094	PAR0046	PAR0046	NA	0
12	FAM051	PAR0031	PAR0061	211.364	0
12	FAM142	PAR0054	PAR0021	171.42	0
12	FAM043	PAR0024	PAR0053	115.955	0
12	FAM071	PAR0037	PAR0061	108.053	0
12	FAM049	PAR0031	PAR0031	NA	0
12	FAM054	PAR0032	PAR0052	NA	0
12	FAM017	PAR0006	PAR0003	90.659	0
12	FAM155	PAR0058	PAR0051	202.967	0
12	FAM117	PAR0051	PAR0013	111.957	0
12	FAM025	PAR0006	PAR0006	NA	0
12	C2	C2	C2	78.263	1
12	FAM040	PAR0020	PAR0053	204.24	0
12	FAM037	PAR0039	PAR0019	NA	0
12	FAM161	PAR0059	PAR0021	157.813	0
12	FAM084	PAR0045	PAR0001	NA	0
12	FAM070	PAR0037	PAR0040	NA	0
12	FAM059	PAR0034	PAR0034	123.899	0
12	FAM148	PAR0056	PAR0007	225.543	0
12	FAM086	PAR0045	PAR0020	NA	0
12	FAM018	PAR0003	PAR0022	NA	0
12	FAM061	PAR0034	PAR0040	184.066	0
12	FAM152	PAR0056	PAR0059	108.044	0
12	FAM062	PAR0034	PAR0061	NA	0
12	FAM082	PAR0044	PAR0006	211.356	0
12	FAM165	PAR0059	PAR0059	NA	0
12	C40	C40	C40	118.865	1
12	FAM105	PAR0048	PAR0050	NA	0
12	FAM144	PAR0054	PAR0059	NA	0
12	FAM150	PAR0056	PAR0009	NA	0
12	FAM061	PAR0040	PAR0034	152.536	0
12	FAM104	PAR0047	PAR0061	NA	0
12	FAM133	PAR0053	PAR0009	154.284	0
12	FAM097	PAR0047	PAR0005	242.185	0
12	FAM141	PAR0054	PAR0009	272.243	0
12	FAM009	PAR0001	PAR0061	NA	0
12	FAM124	PAR0052	PAR0006	128.4	0
12	FAM005	PAR0001	PAR0004	NA	0
12	FAM001	PAR0021	PAR0025	134.665	0
12	FAM064	PAR0035	PAR0061	153.106	0
12	C10	C10	C10	201.171	1
12	FAM031	PAR0009	PAR0030	199.762	0
13	FAM089	PAR0045	PAR0058	187.035	0
13	FAM034	PAR0012	PAR0003	219.641	0
13	FAM150	PAR0056	PAR0009	239.927	0
13	FAM024	PAR0004	PAR0061	113.328	0
13	FAM066	PAR0036	PAR0049	97.896	0
13	FAM162	PAR0059	PAR0025	129.856	0
13	C3	C3	C3	161.164	1
13	FAM073	PAR0038	PAR0048	165.392	0
13	FAM113	PAR0057	PAR0050	76.676	0
13	FAM062	PAR0034	PAR0061	214.261	0
13	FAM039	PAR0024	PAR0020	137.101	0
13	FAM117	PAR0051	PAR0013	87.962	0
13	FAM119	PAR0051	PAR0024	169.681	0
13	FAM172	PAR0064	PAR0020	130.969	0
13	FAM021	PAR0004	PAR0020	181.701	0
13	FAM070	PAR0037	PAR0040	130.293	0
13	FAM048	PAR0031	PAR0018	122.963	0
13	FAM005	PAR0004	PAR0001	128.936	0
13	FAM143	PAR0054	PAR0056	168.678	0
13	FAM063	PAR0035	PAR0029	108.955	0
13	FAM068	PAR0036	PAR0060	125.899	0
13	FAM159	PAR0059	PAR0008	256.76	0
13	FAM087	PAR0045	PAR0024	212.581	0
13	FAM139	PAR0054	PAR0007	166.766	0
13	FAM146	PAR0055	PAR0047	298.17	0
13	FAM160	PAR0059	PAR0009	208.387	0
13	FAM018	PAR0003	PAR0022	186.157	0
13	C1	C1	C1	166.658	1
13	FAM053	PAR0032	PAR0032	78.276	0
13	FAM011	PAR0002	PAR0021	199.032	0
13	FAM127	PAR0052	PAR0026	195.091	0
13	FAM013	PAR0002	PAR0038	203.156	0
13	FAM154	PAR0058	PAR0004	250.617	0
13	FAM029	PAR0008	PAR0030	266.093	0
13	FAM064	PAR0035	PAR0061	83.498	0
13	FAM051	PAR0031	PAR0061	300.085	0
13	FAM082	PAR0044	PAR0006	146.026	0
13	FAM040	PAR0020	PAR0053	161.578	0
13	FAM033	PAR0011	PAR0020	273.399	0
13	FAM103	PAR0060	PAR0047	31.52	0
13	FAM067	PAR0036	PAR0055	231.142	0
13	FAM038	PAR0020	PAR0017	85.256	0
13	FAM036	PAR0013	PAR0021	129.133	0
13	FAM118	PAR0051	PAR0020	229.966	0
13	FAM002	PAR0045	PAR0046	106.456	0
13	FAM173	PAR0064	PAR0051	293.082	0
13	FAM043	PAR0024	PAR0053	220.059	0
13	FAM106	PAR0048	PAR0057	149.806	0
13	FAM120	PAR0051	PAR0051	65.973	0
13	FAM137	PAR0053	PAR0059	308.612	0
13	FAM041	PAR0026	PAR0022	209.424	0
13	FAM098	PAR0047	PAR0006	194.999	0
13	FAM108	PAR0049	PAR0047	211.539	0
