IDSORT	Site	Female	Block	HT8	DBH8
2007	IE	6	3	24.7	4.6
2008	IE	41	3	35.9	6.3
2009	IE	38	3	21	4.1
2010	IE	48	3	28.6	5.4
2011	IE	18	3	29.8	5.6
2012	IE	44	3	30.7	5.7
2013	IE	39	3	NA	NA
2014	IE	24	3	25.5	4.8
2015	IE	43	3	NA	NA
2016	IE	37	3	NA	NA
2017	IE	30	3	NA	NA
2018	IE	39	3	NA	NA
2019	IE	14	3	26.9	4.7
2020	IE	8	3	NA	NA
2021	IE	20	3	19.2	3.2
2022	IE	11	3	33.1	5.5
2023	IE	21	3	31.2	5.6
2024	IE	31	3	NA	NA
2025	IE	3	3	32.6	5.6
2026	IE	13	3	35.7	5.8
2027	IE	28	3	NA	NA
2028	IE	19	3	NA	NA
2029	IE	25	3	34.6	5.4
2030	IE	12	3	NA	NA
2031	IE	33	3	26.9	5.6
2032	IE	23	3	27.6	4.7
2033	IE	16	3	NA	NA
2034	IE	17	3	33.7	6.3
2035	IE	22	3	18.5	2.7
2036	IE	40	3	34	5.5
2037	IE	45	3	37.9	7.1
2038	IE	1	3	NA	NA
2039	IE	27	3	25.8	4.3
2040	IE	47	3	34.7	5.9
2041	IE	7	3	31	5.6
2042	IE	38	4	37.9	6.7
2043	IE	19	4	NA	NA
2044	IE	35	4	24.8	3.8
2045	IE	30	4	NA	NA
2046	IE	17	4	31	5.7
2047	IE	28	4	20.9	2.9
2048	IE	18	4	27.7	6
2049	IE	10	4	30.4	5.2
2050	IE	44	4	29.8	5.7
2051	IE	42	4	NA	NA
2052	IE	41	4	30.1	4.6
2053	IE	3	4	32.8	5.9
2054	IE	24	4	29.5	5.2
2055	IE	23	4	NA	NA
2056	IE	34	4	26	4.5
2057	IE	5	4	28.2	5.4
2058	IE	39	4	29	3.8
2059	IE	36	4	NA	NA
2060	IE	6	4	29.9	5
2061	IE	26	4	29.8	4.6
2062	IE	12	4	32.5	6.1
2063	IE	16	4	NA	NA
2064	IE	31	4	35.3	6.4
2065	IE	25	4	29.8	5.8
2066	IE	9	4	32.5	5.6
2067	IE	26	4	NA	NA
2068	IE	27	4	NA	NA
2069	IE	1	4	18.5	3.4
2070	IE	20	4	NA	NA
2071	IE	8	4	NA	NA
2072	IE	45	4	33.1	5.9
2073	IE	10	4	NA	NA
2074	IE	40	4	28.6	5.5
2075	IE	47	4	NA	NA
2076	IE	21	4	30.8	5.5
2077	IE	29	4	24.8	5.5
2078	IE	11	4	29.4	5
2079	IE	7	4	31	5.8
2080	IE	39	4	22.6	5
2081	IE	33	4	31.6	5.6
2082	IE	43	4	NA	NA
2083	IE	32	4	30.2	4.7
2084	IE	22	4	NA	NA
2085	IE	13	4	30.5	6.1
2086	IE	22	4	20.7	2.8
2087	IE	37	4	30.1	5.9
2088	IE	48	4	NA	NA
2089	IE	2	4	19.6	2.5
2090	IE	15	4	27.9	5
2091	IE	4	4	NA	NA
2092	IE	15	5	27.7	4.6
2093	IE	45	5	NA	NA
2094	IE	6	5	31	4.8
2095	IE	26	5	31.4	5.4
2096	IE	22	5	NA	NA
2097	IE	31	5	28.1	5
2098	IE	31	5	31.5	5.6
2099	IE	35	5	29.1	4.1
2100	IE	39	5	27.1	5
2101	IE	13	5	31.2	5.6
2102	IE	5	5	32.6	6.5
2103	IE	43	5	26.6	3.8
2104	IE	8	5	37.7	6.2
2105	IE	20	5	36.4	6.2
2106	IE	9	5	30	5.8
2107	IE	47	5	29.3	5.2
2108	IE	21	5	35.7	6.5
2109	IE	17	5	NA	NA
2110	IE	43	5	NA	NA
2111	IE	44	5	27.1	4.1
2112	IE	7	5	32.1	4.9
2113	IE	41	5	28.9	4
2114	IE	32	5	34.2	5
2115	IE	40	5	30.8	5.1
2116	IE	1	5	NA	NA
2117	IE	16	5	29.1	5.8
2118	IE	34	5	28.6	4
2119	IE	10	5	31.4	4.8
2120	IE	30	5	28	4.7
2121	IE	12	5	NA	NA
2122	IE	11	5	23.5	4
2123	IE	25	5	33.2	5.6
2124	IE	3	5	30.8	4.6
2125	IE	37	5	NA	NA
2126	IE	19	5	32.7	5.5
2127	IE	37	5	32.6	6
2128	IE	18	5	NA	NA
2129	IE	42	5	NA	NA
2130	IE	38	5	NA	NA
2131	IE	33	5	28.7	5.2
2132	IE	2	5	NA	NA
2133	IE	23	5	34.4	6.2
2134	IE	36	5	NA	NA
2135	IE	40	5	NA	NA
2136	IE	48	5	36.8	5.8
2137	IE	27	5	NA	NA
2138	IE	28	5	29.5	5.4
2139	IE	4	5	NA	NA
2140	IE	29	5	31.4	6
2141	IE	23	6	26.8	5.2
2142	IE	10	6	NA	NA
2143	IE	18	6	33.9	6
2144	IE	12	6	31.5	6.1
2145	IE	41	6	NA	NA
2146	IE	22	6	NA	NA
2147	IE	32	6	27.9	4.6
2148	IE	42	6	NA	NA
2149	IE	4	6	32	5.3
2150	IE	3	6	29	5
2151	IE	43	6	32.7	6.4
2152	IE	15	6	29.8	5.2
2153	IE	44	6	36.6	6
2154	IE	47	6	NA	NA
2155	IE	20	6	30.9	6.2
2156	IE	7	6	34.7	6.4
2157	IE	11	6	NA	NA
2158	IE	19	6	31.5	5.2
2159	IE	29	6	32	5.4
2160	IE	1	6	25.7	4.1
2161	IE	40	6	30.6	4.2
2162	IE	9	6	33.9	5.5
2163	IE	37	6	32.1	5.8
2164	IE	45	6	33.4	5.8
2165	IE	31	6	NA	NA
2166	IE	30	6	36.6	6.1
2167	IE	48	6	NA	NA
2168	IE	28	6	NA	NA
2169	IE	25	6	34.2	6
2170	IE	16	6	33.2	5.2
2171	IE	5	6	35.8	6.8
2172	IE	36	6	32.4	5.6
2173	IE	13	6	NA	NA
2174	IE	34	6	30.6	5
2175	IE	6	6	32	5.3
2176	IE	33	6	29.2	5.2
2177	IE	8	6	NA	NA
2178	IE	27	6	NA	NA
2179	IE	14	6	30.9	5.2
2180	IE	35	6	29.1	5.4
2181	IE	17	6	NA	NA
2182	IE	39	6	31.3	5.4
2183	IE	2	6	28.2	4.6
2184	IE	26	6	NA	NA
2185	IE	6	7	29.4	5.7
2186	IE	5	7	26.9	3.9
2187	IE	39	7	NA	NA
2188	IE	42	7	NA	NA
2189	IE	1	7	29.2	5.4
2190	IE	31	7	30.3	5.2
2191	IE	18	7	NA	NA
2192	IE	23	7	NA	NA
2193	IE	24	7	24.9	4.2
2194	IE	28	7	NA	NA
2195	IE	30	7	24.8	4.1
2196	IE	4	7	NA	NA
2197	IE	12	7	29.4	5.8
2198	IE	48	7	32	5.7
2199	IE	21	7	29	4.4
2200	IE	19	7	25.7	3.8
2201	IE	15	7	32.8	6.3
2202	IE	44	7	30	5.1
2203	IE	29	7	22.4	3.9
2204	IE	47	7	26.9	4.9
2205	IE	2	7	30.2	5.2
2206	IE	32	7	NA	NA
2207	IE	8	7	25.5	3.8
2208	IE	20	7	32.5	6.2
2209	IE	35	7	30.8	5.2
2210	IE	40	7	29.5	5.1
2211	IE	13	7	30.3	5.5
2212	IE	41	7	31.4	6
2213	IE	17	7	30.6	5.2
2214	IE	9	7	31.8	5.6
2215	IE	7	7	NA	NA
2216	IE	22	7	22.2	2.6
2217	IE	45	7	33.2	6.4
2218	IE	37	7	NA	NA
2219	IE	10	7	29.1	5.7
2220	IE	13	7	34	5.7
2221	IE	14	7	28.6	4.2
2222	IE	25	7	28.7	4.7
2223	IE	43	7	NA	NA
2224	IE	34	7	26.8	4.6
2225	IE	26	7	29.4	4.9
2226	IE	36	7	30.9	6
2227	IE	27	7	NA	NA
2228	IE	11	7	NA	NA
2229	IE	33	7	19.4	2.6
2230	IE	16	7	NA	NA
2231	IE	3	7	29.3	4.5
2232	IE	48	7	30.8	6
2233	IE	10	8	31	5.5
2234	IE	3	8	32	5.4
2235	IE	8	8	27.4	5.2
2236	IE	19	8	28.2	5.4
2237	IE	12	8	NA	NA
2238	IE	2	8	30	6.2
2239	IE	43	8	27.8	5.5
2240	IE	22	8	25.7	3.3
2241	IE	47	8	NA	NA
2242	IE	42	8	33.7	5.4
2243	IE	40	8	28.7	5.3
2244	IE	33	8	25.6	4.1
2245	IE	25	8	31.1	5.5
2246	IE	26	8	28.2	5.1
2247	IE	32	8	31.5	6.8
2248	IE	34	8	30.4	6.6
2249	IE	18	8	NA	NA
2250	IE	37	8	NA	NA
2251	IE	7	8	25.8	4.2
2252	IE	17	8	22.3	3.1
2253	IE	30	8	NA	NA
2254	IE	24	8	NA	NA
2255	IE	1	8	29.1	5.6
2256	IE	4	8	23.5	3.1
2257	IE	31	8	32.7	5.6
2258	IE	27	8	NA	NA
2259	IE	36	8	23.8	4.2
2260	IE	11	8	27.2	5.1
2261	IE	13	8	30.3	5.2
2262	IE	32	8	32.2	6.1
2263	IE	39	8	30.4	6
2264	IE	48	8	27.9	5.6
2265	IE	44	8	NA	NA
2266	IE	29	8	29.4	5.7
2267	IE	20	8	30.5	5.8
2268	IE	2	8	NA	NA
2269	IE	45	8	30.4	5.8
2270	IE	35	8	27.6	5.2
2271	IE	16	8	NA	NA
2272	IE	7	8	35.2	7.1
2273	IE	18	8	27	4.5
2274	IE	13	8	26.7	4.3
2275	IE	5	8	NA	NA
2276	IE	4	8	NA	NA
2277	IE	15	8	34.4	6.7
2278	IE	41	8	23.3	3.8
2279	IE	6	8	27	4.2
2280	IE	9	8	30.8	5.2
2281	IE	23	8	NA	NA
2282	IE	28	8	NA	NA
2283	IE	38	9	NA	NA
2284	IE	30	9	28.3	4
2285	IE	12	9	NA	NA
2286	IE	45	9	32.4	6
2287	IE	25	9	28.3	6.4
2288	IE	1	9	NA	NA
2289	IE	18	9	NA	NA
2290	IE	43	9	NA	NA
2291	IE	44	9	34.2	6.9
2292	IE	2	9	32.3	5.6
2293	IE	34	9	26.4	4.6
2294	IE	11	9	31.9	5.7
2295	IE	19	9	29.3	4.5
2296	IE	32	9	32.8	5.6
2297	IE	28	9	28	5.6
2298	IE	6	9	32.6	6
2299	IE	35	9	28	4.1
2300	IE	10	9	NA	NA
2301	IE	47	9	NA	NA
2302	IE	23	9	32.2	5.7
2303	IE	4	9	NA	NA
2304	IE	41	9	NA	NA
2305	IE	43	9	29	6
2306	IE	39	9	18.5	3
2307	IE	40	9	31.5	5.3
2308	IE	15	9	31	4.4
2309	IE	7	9	NA	NA
2310	IE	17	9	27.5	5.5
2311	IE	24	9	32.5	5
2312	IE	48	9	32.1	6.6
2313	IE	14	9	30.3	5.2
2314	IE	31	9	NA	NA
2315	IE	9	9	NA	NA
2316	IE	8	9	31.5	6.3
2317	IE	36	9	NA	NA
2318	IE	42	9	29.8	4.6
2319	IE	33	9	NA	NA
2320	IE	37	9	NA	NA
2321	IE	7	9	NA	NA
2322	IE	5	9	33.2	6
2323	IE	20	9	33.9	6
2324	IE	26	9	29.2	5.2
2325	IE	29	9	NA	NA
2326	IE	27	9	NA	NA
2327	IE	13	9	32.3	5.1
2328	IE	16	9	28	4.4
2329	IE	22	9	28.4	4.5
2330	IE	3	9	32.1	4.9
2331	IE	21	9	34.6	6
2332	IE	32	9	31.9	6.1
2333	IE	18	10	24.1	3.2
2334	IE	23	10	26.7	4.4
2335	IE	14	10	30.9	5.5
2336	IE	11	10	34.1	7.4
2337	IE	47	10	30.4	5.5
2338	IE	32	10	29.2	4.7
2339	IE	40	10	34.1	6.1
2340	IE	19	10	25.9	5.1
2341	IE	7	10	25.8	3.6
2342	IE	20	10	25.8	3.7
2343	IE	35	10	30.2	5.3
2344	IE	16	10	NA	NA
2345	IE	3	10	28	4.6
2346	IE	24	10	33.5	5.8
2347	IE	4	10	NA	NA
2348	IE	34	10	31.4	6.5
2349	IE	15	10	NA	NA
2350	IE	17	10	29.7	4.4
2351	IE	2	10	33.8	6.6
2352	IE	28	10	24.4	3.8
2353	IE	38	10	31.6	5.9
2354	IE	8	10	30.8	5.8
2355	IE	21	10	34.1	6.1
2356	IE	36	10	NA	NA
2357	IE	39	10	28.7	4.7
2358	IE	25	10	30.9	5.2
2359	IE	13	10	34	6.2
2360	IE	1	10	20.9	3
2361	IE	29	10	NA	NA
2362	IE	22	10	31.2	5.2
2363	IE	37	10	NA	NA
2364	IE	48	10	29.7	5.4
2365	IE	30	10	NA	NA
2366	IE	10	10	29.8	4.7
2367	IE	12	10	34.2	5.4
2368	IE	9	10	NA	NA
2369	IE	44	10	33.1	6
2370	IE	39	10	21.2	2.8
2371	IE	6	10	27.6	5.5
2372	IE	45	10	NA	NA
2373	IE	33	10	28.6	4.8
2374	IE	31	10	31.7	5.1
2375	IE	41	10	NA	NA
2376	IE	42	10	NA	NA
2377	IE	43	10	NA	NA
2378	IE	5	10	31.9	5.9
2379	IE	26	10	27.8	4.7
2380	IE	27	10	30.7	5.8
2381	IE	5	11	NA	NA
2382	IE	25	11	NA	NA
2383	IE	18	11	NA	NA
2384	IE	34	11	28.3	5.9
2385	IE	3	11	25.9	4.2
2386	IE	15	11	NA	NA
2387	IE	45	11	NA	NA
2388	IE	43	11	29.8	5.3
2389	IE	41	11	29.7	5.1
2390	IE	30	11	27.6	5.1
2391	IE	24	11	35.1	6.6
2392	IE	22	11	14.6	1.9
2393	IE	42	11	32.5	5.3
2394	IE	2	11	29.3	5.5
2395	IE	29	11	NA	NA
2396	IE	12	11	31.2	6
2397	IE	35	11	28.1	5.3
2398	IE	11	11	NA	NA
2399	IE	41	11	28.7	5.5
2400	IE	9	11	29.8	5.6
2401	IE	13	11	NA	NA
2402	IE	7	11	28.1	5.7
2403	IE	40	11	NA	NA
2404	IE	31	11	27.6	5
2405	IE	27	11	NA	NA
2406	IE	48	11	NA	NA
2407	IE	8	11	26.7	5.2
2408	IE	36	11	28	5.5
2409	IE	28	11	30.3	6.2
2410	IE	33	11	28	5.6
2411	IE	10	11	26.7	4.3
2412	IE	32	11	29.5	4.8
2413	IE	20	11	NA	NA
2414	IE	4	11	27.6	4.2
2415	IE	21	11	28	4.1
2416	IE	44	11	32.2	6.1
2417	IE	45	11	29.5	5.5
2418	IE	23	11	NA	NA
2419	IE	31	11	NA	NA
2420	IE	26	11	27.3	5
2421	IE	47	11	25.4	3.8
2422	IE	19	11	31.5	6
2423	IE	6	11	30.1	6.5
2424	IE	37	11	NA	NA
2425	IE	39	11	34	5.2
2426	IE	18	11	28	4.2
2427	IE	16	11	NA	NA
2428	IE	17	11	31.5	5.6
2429	IE	1	11	NA	NA
2430	IE	15	12	31.7	6.4
2431	IE	18	12	29.2	4.8
2432	IE	47	12	NA	NA
2433	IE	42	12	31.8	5
2434	IE	3	12	NA	NA
2435	IE	45	12	30.8	5.7
2436	IE	29	12	NA	NA
2437	IE	22	12	24.1	4
2438	IE	48	12	34.4	6.7
2439	IE	14	12	NA	NA
2440	IE	9	12	33.3	5.4
2441	IE	40	12	NA	NA
2442	IE	16	12	34.6	6.6
2443	IE	42	12	NA	NA
2444	IE	17	12	29.4	5.3
2445	IE	25	12	33.4	6.9
2446	IE	27	12	NA	NA
2447	IE	43	12	26.7	5
2448	IE	6	12	NA	NA
2449	IE	4	12	31.6	5.8
2450	IE	5	12	27.5	4.7
2451	IE	9	12	31.3	6.2
2452	IE	21	12	29.9	5.2
2453	IE	33	12	31.8	6.1
2454	IE	1	12	NA	NA
2455	IE	28	12	29.1	5.4
2456	IE	35	12	26	4.7
2457	IE	11	12	30.5	5.2
2458	IE	37	12	NA	NA
2459	IE	41	12	29.9	4.8
2460	IE	23	12	NA	NA
2461	IE	2	12	28.8	4.8
2462	IE	47	12	30.2	6.1
2463	IE	34	12	NA	NA
2464	IE	39	12	25	4.5
2465	IE	13	12	NA	NA
2466	IE	31	12	32.7	5.5
2467	IE	19	12	29.8	5
2468	IE	8	12	NA	NA
2469	IE	10	12	NA	NA
2470	IE	32	12	27.9	4.7
2471	IE	40	12	35.4	5.7
2472	IE	20	12	33.7	6
2473	IE	36	12	28.3	5.3
2474	IE	7	12	NA	NA
2475	IE	26	12	26.1	3.7
2476	IE	1	12	NA	NA
2477	IE	44	12	NA	NA
2478	IE	12	12	32.8	5.8
2479	IE	2	13	30.5	5
2480	IE	41	13	32.1	4
2481	IE	16	13	NA	NA
2482	IE	36	13	29.5	4.8
2483	IE	24	13	NA	NA
2484	IE	8	13	34.1	6
2485	IE	15	13	NA	NA
2486	IE	29	13	29.1	5.8
2487	IE	26	13	23.4	3.2
2488	IE	3	13	28.8	4.4
2489	IE	7	13	34.8	6.1
2490	IE	47	13	NA	NA
2491	IE	21	13	27.5	4.6
2492	IE	6	13	33.9	5.6
2493	IE	39	13	22.3	3.6
2494	IE	27	13	NA	NA
2495	IE	35	13	NA	NA
2496	IE	22	13	20.7	2.5
2497	IE	42	13	35.3	6.6
2498	IE	33	13	28.6	4.6
2499	IE	30	13	34.8	7
2500	IE	23	13	19	2.9
2501	IE	34	13	35.5	5.3
2502	IE	5	13	NA	NA
2503	IE	19	13	NA	NA
2504	IE	12	13	34	5.1
2505	IE	32	13	NA	NA
2506	IE	1	13	28.9	4.4
2507	IE	44	13	32	4.7
2508	IE	48	13	34.3	6.5
2509	IE	43	13	28.9	4.1
2510	IE	25	13	31.6	6.2
2511	IE	9	13	28.6	4.9
2512	IE	11	13	30.8	6
2513	IE	7	13	28.9	5.1
2514	IE	4	13	NA	NA
2515	IE	10	13	NA	NA
2516	IE	43	13	33.5	6.2
2517	IE	17	13	28.6	4.1
2518	IE	14	13	29.6	5.3
2519	IE	45	13	33.4	6.1
2520	IE	31	13	31.3	6
2521	IE	18	13	NA	NA
2522	IE	28	13	32.8	6.3
2523	IE	39	13	26.7	4.4
2524	IE	20	13	30.9	5
2525	IE	40	13	32.1	5.9
2526	IE	13	13	34.1	5.5
2527	IE	27	13	29.5	4.7
2528	IE	37	13	NA	NA
2529	IE	39	14	31.3	4.2
2530	IE	25	14	26.8	4.5
2531	IE	38	14	32.2	4.9
2532	IE	22	14	NA	NA
2533	IE	31	14	34.7	5.6
2534	IE	45	14	32.7	5.6
2535	IE	3	14	NA	NA
2536	IE	17	14	31.8	5.6
2537	IE	8	14	31.6	5.4
2538	IE	18	14	NA	NA
2539	IE	42	14	NA	NA
2540	IE	30	14	25.3	2.8
2541	IE	19	14	35.1	5.6
2542	IE	11	14	29.9	4.5
2543	IE	33	14	28.8	5
2544	IE	47	14	31.3	6.2
2545	IE	41	14	34.5	6
2546	IE	1	14	NA	NA
2547	IE	4	14	NA	NA
2548	IE	21	14	37.2	6.6
2549	IE	34	14	33.2	5.1
2550	IE	29	14	NA	NA
2551	IE	15	14	32.1	4.3
2552	IE	26	14	34.3	5.5
2553	IE	43	14	NA	NA
2554	IE	2	14	36.3	6
2555	IE	23	14	32.3	5.1
2556	IE	16	14	32.3	4.6
2557	IE	44	14	36.9	6.1
2558	IE	40	14	NA	NA
2559	IE	35	14	24.6	3.4
2560	IE	28	14	NA	NA
2561	IE	20	14	36.7	6.7
2562	IE	12	14	31.8	5.3
2563	IE	32	14	NA	NA
2564	IE	24	14	NA	NA
2565	IE	5	14	NA	NA
2566	IE	6	14	33.4	5.3
2567	IE	18	14	21.4	3.8
2568	IE	36	14	30.5	6.3
2569	IE	27	14	NA	NA
2570	IE	13	14	32.9	6.2
2571	IE	37	14	24.9	3.5
2572	IE	10	14	30.8	4.5
2573	IE	22	14	NA	NA
2574	IE	7	14	NA	NA
2575	IE	9	14	33.1	5.7
2576	IE	48	14	35.3	6
2577	IE	17	14	31.5	5.1
2578	IE	7	15	32.2	5
2579	IE	41	15	30.2	4
2580	IE	47	15	NA	NA
2581	IE	2	15	NA	NA
2582	IE	42	15	29.2	4.8
2583	IE	34	15	30.3	5.5
2584	IE	38	15	33.4	6.1
2585	IE	18	15	21.7	3.9
2586	IE	4	15	33.1	6.3
2587	IE	20	15	28.6	3.4
2588	IE	10	15	27.8	5.3
2589	IE	39	15	29.3	5.5
2590	IE	13	15	30.3	4.5
2591	IE	21	15	31.8	5.7
2592	IE	19	15	28.4	5
2593	IE	12	15	29.5	5.4
2594	IE	33	15	NA	NA
2595	IE	24	15	NA	NA
2596	IE	8	15	NA	NA
2597	IE	35	15	25.9	4.9
2598	IE	41	15	30.8	5.2
2599	IE	9	15	NA	NA
2600	IE	43	15	NA	NA
2601	IE	5	15	33.3	5.8
2602	IE	3	15	26.8	3.5
2603	IE	30	15	29.6	5.7
2604	IE	23	15	30.5	5.6
2605	IE	40	15	NA	NA
2606	IE	27	15	NA	NA
2607	IE	22	15	14.7	1.7
2608	IE	37	15	29.3	5.1
2609	IE	6	15	28.9	4.6
2610	IE	14	15	NA	NA
2611	IE	48	15	28.1	5.1
2612	IE	44	15	31.9	6
2613	IE	29	15	23.3	3.4
2614	IE	45	15	30.2	6.2
2615	IE	26	15	NA	NA
2616	IE	6	15	34.8	5.9
2617	IE	32	15	30.6	5.6
2618	IE	28	15	32.9	6.5
2619	IE	1	15	29.8	5.7
2620	IE	16	15	32.2	5.2
2621	IE	25	15	35.4	6.4
2622	IE	15	15	NA	NA
2623	IE	17	15	29.7	4.3
2624	IE	11	15	32	5.3
2625	IE	36	15	33.7	5.2
2626	IE	31	15	31.9	6.1
2627	IE	39	16	25	4.1
2628	IE	9	16	31.7	5.9
2629	IE	39	16	23.2	3.5
2630	IE	10	16	NA	NA
2631	IE	13	16	NA	NA
2632	IE	7	16	30.5	5.8
2633	IE	40	16	29.5	5.6
2634	IE	1	16	NA	NA
2635	IE	24	16	31.6	4.6
2636	IE	19	16	30.5	5.6
2637	IE	11	16	29.9	5.8
2638	IE	17	16	34.4	5.8
2639	IE	42	16	32.7	5.5
2640	IE	35	16	30.1	5.6
2641	IE	21	16	25.9	4.4
2642	IE	27	16	27.6	4.8
2643	IE	22	16	13.1	1.3
2644	IE	30	16	NA	NA
2645	IE	48	16	NA	NA
2646	IE	18	16	29	4.6
2647	IE	33	16	27.1	4.1
2648	IE	25	16	32.6	5.6
2649	IE	16	16	NA	NA
2650	IE	29	16	NA	NA
2651	IE	28	16	32.9	5.4
2652	IE	45	16	NA	NA
2653	IE	44	16	31.5	5.3
2654	IE	26	16	29.9	4.6
2655	IE	32	16	31.6	5.4
2656	IE	31	16	28.2	4.9
2657	IE	23	16	32.5	5.3
2658	IE	5	16	NA	NA
2659	IE	34	16	27.9	4.2
2660	IE	8	16	NA	NA
2661	IE	20	16	30.7	5.4
2662	IE	15	16	28.1	4.9
2663	IE	37	16	27.2	6.3
2664	IE	47	16	NA	NA
2665	IE	47	16	30	5.6
2666	IE	36	16	29.2	5.1
2667	IE	12	16	27.4	4.2
2668	IE	6	16	29.5	5.8
2669	IE	4	16	NA	NA
2670	IE	41	16	NA	NA
2671	IE	43	16	30.4	6
2672	IE	2	16	27.4	4.5
2673	IE	3	16	26.7	5.5
2674	IE	27	17	29.1	5.5
2675	IE	34	17	34.2	6
2676	IE	35	17	30.1	5.9
2677	IE	15	17	32.1	5.1
2678	IE	5	17	NA	NA
2679	IE	47	17	33	6.7
2680	IE	28	17	32.3	5.6
2681	IE	23	17	36.3	5.9
2682	IE	12	17	NA	NA
2683	IE	30	17	31.2	5
2684	IE	44	17	28.5	4.4
2685	IE	36	17	31.3	5.1
2686	IE	48	17	31.6	5.6
2687	IE	6	17	31.4	6.2
2688	IE	25	17	30.7	5.2
2689	IE	4	17	30.6	5.2
2690	IE	22	17	29.9	4.9
2691	IE	29	17	NA	NA
2692	IE	37	17	34.2	5.3
2693	IE	26	17	28.5	5
2694	IE	31	17	NA	NA
2695	IE	43	17	NA	NA
2696	IE	19	17	34.8	6.5
2697	IE	36	17	NA	NA
2698	IE	13	17	29	4.8
2699	IE	11	17	30	6.2
2700	IE	3	17	31.8	6.2
2701	IE	45	17	32.4	5.4
2702	IE	17	17	NA	NA
2703	IE	24	17	29.5	4.2
2704	IE	16	17	NA	NA
2705	IE	8	17	NA	NA
2706	IE	41	17	NA	NA
2707	IE	21	17	36	6.2
2708	IE	40	17	28.9	4.4
2709	IE	28	17	29.8	5.2
2710	IE	9	17	NA	NA
2711	IE	10	17	32.5	5.5
2712	IE	22	17	27.4	4
2713	IE	33	17	30.3	6
2714	IE	20	17	35	5
2715	IE	20	17	24.7	3.5
2716	IE	1	17	36.6	6.8
2717	IE	18	17	33.4	5.7
2718	IE	32	17	NA	NA
2719	IE	7	17	34.5	6.6
2720	IE	2	17	31.4	5.3
2721	IE	39	17	NA	NA
2722	IE	42	17	34.3	5.3
2723	IE	17	18	32.1	5.1
2724	IE	16	18	30.7	4.9
2725	IE	3	18	22.2	3.3
2726	IE	32	18	31	5.3
2727	IE	44	18	31.1	4.6
2728	IE	31	18	35.4	5.4
2729	IE	22	18	25.1	3.3
2730	IE	25	18	31.9	4.7
2731	IE	6	18	29.5	5.2
2732	IE	21	18	32.9	5.8
2733	IE	47	18	29.8	4.7
2734	IE	26	18	NA	NA
2735	IE	5	18	29.7	4.4
2736	IE	20	18	35.3	5.4
2737	IE	27	18	31.3	5.7
2738	IE	40	18	31.2	4.7
2739	IE	32	18	37.9	6.9
2740	IE	10	18	29.3	5.2
2741	IE	48	18	27.5	4.8
2742	IE	17	18	29.4	4.4
2743	IE	1	18	NA	NA
2744	IE	30	18	35	6.3
2745	IE	41	18	33.6	6
2746	IE	34	18	35.4	5.6
2747	IE	43	18	24	3.7
2748	IE	19	18	30.5	4.7
2749	IE	23	18	35.7	5.6
2750	IE	45	18	35	5.4
2751	IE	42	18	33.6	6.7
2752	IE	33	18	24.8	2.4
2753	IE	28	18	31	5.1
2754	IE	29	18	NA	NA
2755	IE	4	18	30.1	4.8
2756	IE	37	18	NA	NA
2757	IE	8	18	25	3.6
2758	IE	2	18	32.2	4.7
2759	IE	35	18	30.5	4.4
2760	IE	42	18	NA	NA
2761	IE	36	18	26.2	4.1
2762	IE	39	18	NA	NA
2763	IE	12	18	32.3	5.9
2764	IE	11	18	34	5.5
2765	IE	15	18	27.1	4.4
2766	IE	14	18	30.1	5.1
2767	IE	7	18	34.8	6.6
2768	IE	9	18	32.7	5.3
2769	IE	13	18	33.9	5.8
2770	IE	18	18	32.8	6.3
2771	IE	29	19	NA	NA
2772	IE	32	19	29.6	4.5
2773	IE	10	19	NA	NA
2774	IE	34	19	28.5	5.8
2775	IE	47	19	30.2	5.8
2776	IE	19	19	32.1	5.9
2777	IE	5	19	29.9	5.7
2778	IE	9	19	29.2	6.3
2779	IE	7	19	30.7	4.8
2780	IE	1	19	NA	NA
2781	IE	44	19	32.8	5.7
2782	IE	30	19	31.1	4.1
2783	IE	2	19	34.1	6.3
2784	IE	39	19	NA	NA
2785	IE	43	19	NA	NA
2786	IE	15	19	26.9	4.7
2787	IE	42	19	29.1	5.6
2788	IE	37	19	NA	NA
2789	IE	40	19	26.6	4
2790	IE	23	19	34.1	6.6
2791	IE	34	19	26.5	5.6
2792	IE	6	19	NA	NA
2793	IE	24	19	24.9	4.4
2794	IE	16	19	29.7	5.6
2795	IE	48	19	NA	NA
2796	IE	26	19	NA	NA
2797	IE	12	19	32.4	6.3
2798	IE	17	19	32.2	6.5
2799	IE	13	19	27.4	4.6
2800	IE	27	19	31.6	5.2
2801	IE	36	19	35.1	4.6
2802	IE	22	19	21.5	2.8
2803	IE	41	19	31.8	4.9
2804	IE	33	19	29.9	4.9
2805	IE	45	19	32.8	6.2
2806	IE	25	19	23.9	3.6
2807	IE	21	19	36.9	6.1
2808	IE	3	19	29.2	5.7
2809	IE	18	19	32.8	6.2
2810	IE	11	19	27.5	4
2811	IE	35	19	30.8	6
2812	IE	20	19	30.5	5
2813	IE	28	19	32.6	6.4
2814	IE	8	19	NA	NA
2815	IE	4	19	NA	NA
2816	IE	31	19	30.8	4.9
2817	IE	31	20	31.7	5.3
2818	IE	6	20	30.5	6
2819	IE	42	20	30.5	4.3
2820	IE	16	20	31.1	5.5
2821	IE	30	20	27.3	4.1
2822	IE	12	20	33.1	5.9
