INDIV	REP	PLOT	FEMALE	TYPE	DBH	HT
1289	7	215	FEM24	Test	20.7	10.3
1290	7	215	FEM24	Test	23.5	11.5
1291	7	216	FEM6	Test	NA	NA
1292	7	216	FEM6	Test	23.8	12
1293	7	216	FEM6	Test	21.1	10.7
1294	7	216	FEM6	Test	19.9	9.1
1295	7	216	FEM6	Test	14.7	8.3
1296	7	216	FEM6	Test	20.5	10.1
1297	7	217	FEM13	Test	27.6	13.4
1298	7	217	FEM13	Test	19.5	11.6
1299	7	217	FEM13	Test	22.7	11.9
1300	7	217	FEM13	Test	12.2	9.2
1301	7	217	FEM13	Test	23.8	11.4
1302	7	217	FEM13	Test	23.4	11.7
1303	7	218	FEM16	Test	22.1	12
1304	7	218	FEM16	Test	20.1	11.2
1305	7	218	FEM16	Test	25.6	12.8
1306	7	218	FEM16	Test	21.8	11.4
1307	7	218	FEM16	Test	24.2	12.8
1308	7	218	FEM16	Test	19	9.6
1309	7	219	FEM2	Test	21.7	11.2
1310	7	219	FEM2	Test	24.1	11.5
1311	7	219	FEM2	Test	NA	NA
1312	7	219	FEM2	Test	NA	NA
1313	7	219	FEM2	Test	19.1	11.2
1314	7	219	FEM2	Test	20.5	10.3
1315	7	220	FEM11	Test	22.1	11.6
1316	7	220	FEM11	Test	19.8	10.3
1317	7	220	FEM11	Test	NA	NA
1318	7	220	FEM11	Test	23.7	10.1
1319	7	220	FEM11	Test	14.7	8.2
1320	7	220	FEM11	Test	24.2	10.8
1321	7	221	FEM27	Test	19.7	10.9
1322	7	221	FEM27	Test	22.5	11.8
1323	7	221	FEM27	Test	21.6	10.8
1324	7	221	FEM27	Test	22.2	11.7
1325	7	221	FEM27	Test	22.7	10.6
1326	7	221	FEM27	Test	23.7	11.6
1327	7	222	FEM20	Test	NA	NA
1328	7	222	FEM20	Test	22.9	11.1
1329	7	222	FEM20	Test	25.8	11.7
1330	7	222	FEM20	Test	NA	NA
1331	7	222	FEM20	Test	NA	NA
1332	7	222	FEM20	Test	24	10.6
1333	7	223	FEM10	Test	20.1	9.7
1334	7	223	FEM10	Test	19.9	11.4
1335	7	223	FEM10	Test	20.1	10.3
1336	7	223	FEM10	Test	22.8	11.2
1337	7	223	FEM10	Test	21.5	11.3
1338	7	223	FEM10	Test	17.3	8.9
1339	7	224	C1	Control	20.6	10.7
1340	7	224	C1	Control	20.9	11.8
1341	7	224	C1	Control	19	11.3
1342	7	224	C1	Control	20.2	9.5
1343	7	224	C1	Control	22.7	11.6
1344	7	224	C1	Control	16.8	10.1
1345	7	225	C2	Control	28.7	12
1346	7	225	C2	Control	21.2	12.6
1347	7	225	C2	Control	NA	NA
1348	7	225	C2	Control	NA	NA
1349	7	225	C2	Control	24.5	11.9
1350	7	225	C2	Control	23.6	12.4
1351	7	226	FEM22	Test	17.7	8.8
1352	7	226	FEM22	Test	20.3	11.4
1353	7	226	FEM22	Test	21.6	11.1
1354	7	226	FEM22	Test	24.2	11.9
1355	7	226	FEM22	Test	22.9	11.7
1356	7	226	FEM22	Test	NA	NA
1357	7	227	FEM15	Test	16.5	10.2
1358	7	227	FEM15	Test	23.5	11.5
1359	7	227	FEM15	Test	21	10.8
1360	7	227	FEM15	Test	19.1	11
1361	7	227	FEM15	Test	21	11
1362	7	227	FEM15	Test	23.1	10.8
1363	7	228	FEM7	Test	17.3	10.3
1364	7	228	FEM7	Test	21.9	12
1365	7	228	FEM7	Test	22.9	11.1
1366	7	228	FEM7	Test	17.9	11.5
1367	7	228	FEM7	Test	22.4	13.4
1368	7	228	FEM7	Test	20.2	11.7
1369	7	229	FEM25	Test	18.4	10.5
1370	7	229	FEM25	Test	24.7	12
1371	7	229	FEM25	Test	19.5	10.2
1372	7	229	FEM25	Test	22.4	11.7
1373	7	229	FEM25	Test	18.5	9.3
1374	7	229	FEM25	Test	NA	NA
1375	7	230	FEM1	Test	23.8	11.9
1376	7	230	FEM1	Test	22.5	11.8
1377	7	230	FEM1	Test	23.4	12.3
1378	7	230	FEM1	Test	25.4	12.9
1379	7	230	FEM1	Test	22.2	11.3
1380	7	230	FEM1	Test	20.3	11.3
1381	7	231	FEM21	Test	18.5	10.5
1382	7	231	FEM21	Test	23.1	11
1383	7	231	FEM21	Test	13.3	8.7
1384	7	231	FEM21	Test	18.6	10
1385	7	231	FEM21	Test	19.1	11.5
1386	7	231	FEM21	Test	17.3	8.8
1387	7	232	C3	Control	24	12.1
1388	7	232	C3	Control	19.2	11.7
1389	7	232	C3	Control	15.1	10.2
1390	7	232	C3	Control	20.3	10.5
1391	7	232	C3	Control	20.6	11.6
1392	7	232	C3	Control	19.6	11.1
1393	7	233	C1	Control	20.8	10.1
1394	7	233	C1	Control	17	9.4
1395	7	233	C1	Control	19.4	11.4
1396	7	233	C1	Control	20.5	10.5
1397	7	233	C1	Control	16.6	8.5
1398	7	233	C1	Control	21.3	11.3
1399	7	234	FEM18	Test	16.1	9.3
1400	7	234	FEM18	Test	22.5	10.6
1401	7	234	FEM18	Test	18.2	9.9
1402	7	234	FEM18	Test	22.2	11.2
1403	7	234	FEM18	Test	24.9	11.6
1404	7	234	FEM18	Test	NA      NA	
1405	7	235	FEM23	Test	19.4	10.3
1406	7	235	FEM23	Test	21.5	10.2
1407	7	235	FEM23	Test	21.5	10.2
1408	7	235	FEM23	Test	20.6	10.4
1409	7	235	FEM23	Test	21.2	10.3
1410	7	235	FEM23	Test	NA	NA
1411	7	236	FEM9	Test	20.7	10.3
1412	7	236	FEM9	Test	24.4	12.7
1413	7	236	FEM9	Test	22.3	11.1
1414	7	236	FEM9	Test	21.7	11.1
1415	7	236	FEM9	Test	21.5	10.7
1416	7	236	FEM9	Test	15.9	8.5
1417	7	237	FEM5	Test	22.8	11.1
1418	7	237	FEM5	Test	22.1	10.7
1419	7	237	FEM5	Test	24.7	11.2
1420	7	237	FEM5	Test	21.6	11.4
1421	7	237	FEM5	Test	22.6	11.1
1422	7	237	FEM5	Test	21.7	11.5
1423	7	238	C2	Control	20.9	10.9
1424	7	238	C2	Control	22.3	12.4
1425	7	238	C2	Control	23.5	12.4
1426	7	238	C2	Control	24.7	11.6
1427	7	238	C2	Control	23.7	11.3
1428	7	238	C2	Control	24.9	11.8
1429	8	239	FEM3	Test	21.3	12
1430	8	239	FEM3	Test	19.4	11.5
1431	8	239	FEM3	Test	18.8	10.3
1432	8	239	FEM3	Test	18.8	10.1
1433	8	239	FEM3	Test	25.1	12.2
1434	8	239	FEM3	Test	NA	NA
1435	8	240	FEM24	Test	20	9.5
1436	8	240	FEM24	Test	17.9	8.9
1437	8	240	FEM24	Test	22.1	10.5
1438	8	240	FEM24	Test	19.5	8.7
1439	8	240	FEM24	Test	16.1	9.6
1440	8	240	FEM24	Test	20.5	8.5
1441	8	241	C1	Control	19.3	8.8
1442	8	241	C1	Control	14.6	9.7
1443	8	241	C1	Control	24.8	11.8
1444	8	241	C1	Control	20.7	11.5
1445	8	241	C1	Control	20.3	11.9
1446	8	241	C1	Control	NA	NA
1447	8	242	FEM6	Test	NA	NA
1448	8	242	FEM6	Test	26.8	11.5
1449	8	242	FEM6	Test	22.2	11
1450	8	242	FEM6	Test	20.8	11.9
1451	8	242	FEM6	Test	22.1	11
1452	8	242	FEM6	Test	21.5	10.8
1453	8	243	FEM16	Test	24.9	12.1
1454	8	243	FEM16	Test	19	10.1
1455	8	243	FEM16	Test	21.1	10.3
1456	8	243	FEM16	Test	21.8	11.1
1457	8	243	FEM16	Test	26.4	12.6
1458	8	243	FEM16	Test	23.1	10.9
1459	8	244	FEM1	Test	20.3	10.9
1460	8	244	FEM1	Test	24.3	11.4
1461	8	244	FEM1	Test	19.9	9.4
1462	8	244	FEM1	Test	18.2	12.5
1463	8	244	FEM1	Test	26.1	11.4
1464	8	244	FEM1	Test	15.8	9.1
1465	8	245	FEM15	Test	20.5	10.7
1466	8	245	FEM15	Test	20.4	10.7
1467	8	245	FEM15	Test	24.3	11.6
1468	8	245	FEM15	Test	23.6	11.5
1469	8	245	FEM15	Test	22.6	11.8
1470	8	245	FEM15	Test	21.6	11.9
1471	8	246	C3	Control	12.6	8.9
1472	8	246	C3	Control	NA	NA
1473	8	246	C3	Control	NA	NA
1474	8	246	C3	Control	25.9	12.3
1475	8	246	C3	Control	22	10.5
1476	8	246	C3	Control	22.1	11.8
1477	8	247	FEM10	Test	18.1	9.7
1478	8	247	FEM10	Test	20.1	10.8
1479	8	247	FEM10	Test	19.1	9.2
1480	8	247	FEM10	Test	21.7	10.7
1481	8	247	FEM10	Test	18.5	10.4
1482	8	247	FEM10	Test	23.4	10.8
1483	8	248	FEM21	Test	NA	NA
1484	8	248	FEM21	Test	NA	NA
1485	8	248	FEM21	Test	23.1	11.5
1486	8	248	FEM21	Test	22.2	11.3
1487	8	248	FEM21	Test	22.4	11.5
1488	8	248	FEM21	Test	18.8	9.9
1489	8	249	FEM5	Test	20.4	10.1
1490	8	249	FEM5	Test	17.1	10.8
1491	8	249	FEM5	Test	22.1	11
1492	8	249	FEM5	Test	23.5	11.2
1493	8	249	FEM5	Test	19	10.3
1494	8	249	FEM5	Test	21.3	11.3
1495	8	250	FEM7	Test	22.4	10.7
1496	8	250	FEM7	Test	NA	NA
1497	8	250	FEM7	Test	24.9	12
1498	8	250	FEM7	Test	22.6	11.3
1499	8	250	FEM7	Test	20.1	10.9
1500	8	250	FEM7	Test	25	11.7
1501	8	251	C2	Control	20.3	NA
1502	8	251	C2	Control	24.3	12.1
1503	8	251	C2	Control	19.9	11.9
1504	8	251	C2	Control	23.1	11.6
1505	8	251	C2	Control	20.4	12.3
1506	8	251	C2	Control	24.6	12.2
1507	8	252	FEM25	Test	18.1	10.6
1508	8	252	FEM25	Test	19.9	10.8
1509	8	252	FEM25	Test	20.2	11.5
1510	8	252	FEM25	Test	17.1	9.4
1511	8	252	FEM25	Test	20.5	10.6
1512	8	252	FEM25	Test	22.6	11.4
1513	8	253	FEM13	Test	27.1	12.4
1514	8	253	FEM13	Test	NA	NA
1515	8	253	FEM13	Test	21.4	12.1
1516	8	253	FEM13	Test	25.9	12.1
1517	8	253	FEM13	Test	NA	NA
1518	8	253	FEM13	Test	18.7	11.1
1519	8	254	FEM17	Test	19.5	11.7
1520	8	254	FEM17	Test	28.7	12.1
1521	8	254	FEM17	Test	19.8	11.7
1522	8	254	FEM17	Test	NA	NA
1523	8	254	FEM17	Test	25.3	12
1524	8	254	FEM17	Test	19.6	11.3
1525	8	255	FEM11	Test	21.3	11.3
1526	8	255	FEM11	Test	23.9	11
1527	8	255	FEM11	Test	14.4	10.4
1528	8	255	FEM11	Test	24.1	11.6
1529	8	255	FEM11	Test	22.9	10.9
1530	8	255	FEM11	Test	19.6	10
1531	8	256	FEM4	Test	22.5	12
1532	8	256	FEM4	Test	19.1	11.4
1533	8	256	FEM4	Test	23.3	11.1
1534	8	256	FEM4	Test	22.1	11.7
1535	8	256	FEM4	Test	22.1	11.2
1536	8	256	FEM4	Test	NA	NA
1537	8	257	FEM2	Test	22.5	10.7
1538	8	257	FEM2	Test	16.5	9.6
1539	8	257	FEM2	Test	19.8	10.8
1540	8	257	FEM2	Test	24.3	11.1
1541	8	257	FEM2	Test	17.5	9.9
1542	8	257	FEM2	Test	21.7	10.8
1543	8	258	FEM26	Test	NA	NA
1544	8	258	FEM26	Test	21.2	10.7
1545	8	258	FEM26	Test	15.9	8
1546	8	258	FEM26	Test	23.9	12.4
1547	8	258	FEM26	Test	18.3	9.8
1548	8	258	FEM26	Test	20.4	11.3
1549	8	259	FEM9	Test	21.9	10.7
1550	8	259	FEM9	Test	22.1	10.8
1551	8	259	FEM9	Test	15.4	9.9
1552	8	259	FEM9	Test	18.2	10.3
1553	8	259	FEM9	Test	22.3	11.4
1554	8	259	FEM9	Test	19.9	11.6
1555	8	260	C2	Control	26.1	12.3
1556	8	260	C2	Control	NA	NA
1557	8	260	C2	Control	22	11.8
1558	8	260	C2	Control	24.5	12.3
1559	8	260	C2	Control	21	12.1
1560	8	260	C2	Control	20.1	10.7
1561	8	261	FEM22	Test	20.8	10.5
1562	8	261	FEM22	Test	18.5	9.3
1563	8	261	FEM22	Test	21.7	10.9
1564	8	261	FEM22	Test	22.9	11.1
1565	8	261	FEM22	Test	20.7	10.1
1566	8	261	FEM22	Test	10.8	6.9
1567	8	262	FEM19	Test	23	11.4
1568	8	262	FEM19	Test	19.5	11
1569	8	262	FEM19	Test	20.6	11.6
1570	8	262	FEM19	Test	20.4	12.5
1571	8	262	FEM19	Test	20	11.5
1572	8	262	FEM19	Test	25.3	12.4
1573	8	263	C3	Control	17.8	10.3
1574	8	263	C3	Control	22.5	11.1
1575	8	263	C3	Control	19.6	10.5
1576	8	263	C3	Control	19.8	10.5
1577	8	263	C3	Control	17.4	10
1578	8	263	C3	Control	26.8	11.8
1579	8	264	FEM14	Test	12.5	8.6
1580	8	264	FEM14	Test	21.6	10
1581	8	264	FEM14	Test	22.5	11.1
1582	8	264	FEM14	Test	18.6	10.2
1583	8	264	FEM14	Test	13.5	8.8
1584	8	264	FEM14	Test	24.1	12.2
1585	8	265	FEM23	Test	NA	NA
1586	8	265	FEM23	Test	21.3	10
1587	8	265	FEM23	Test	19.6	10.5
1588	8	265	FEM23	Test	22.3	10.7
1589	8	265	FEM23	Test	22.1	10.9
1590	8	265	FEM23	Test	20	10.5
1591	8	266	FEM8	Test	17.3	10.3
1592	8	266	FEM8	Test	20.3	11.2
1593	8	266	FEM8	Test	18	10.5
1594	8	266	FEM8	Test	20.8	11.4
1595	8	266	FEM8	Test	21	11.3
1596	8	266	FEM8	Test	9.5	6.7
1597	8	267	FEM12	Test	19	9.5
1598	8	267	FEM12	Test	21.1	10.9
1599	8	267	FEM12	Test	24.1	11.5
1600	8	267	FEM12	Test	21.7	11.3
1601	8	267	FEM12	Test	20.9	12.3
1602	8	267	FEM12	Test	23.7	12.8
1603	8	268	FEM20	Test	21.3	11.2
1604	8	268	FEM20	Test	23.4	10.6
1605	8	268	FEM20	Test	22.8	10.5
1606	8	268	FEM20	Test	21.2	8.7
1607	8	268	FEM20	Test	NA	NA
1608	8	268	FEM20	Test	23.7	10.8
1609	8	269	FEM18	Test	23.7	10.9
1610	8	269	FEM18	Test	16.7	8.8
1611	8	269	FEM18	Test	17.2	8.9
1612	8	269	FEM18	Test	21.6	11.3
1613	8	269	FEM18	Test	15.5	10.3
1614	8	269	FEM18	Test	23.9	11.9
1615	8	270	FEM27	Test	21.4	12
1616	8	270	FEM27	Test	18.5	10.4
1617	8	270	FEM27	Test	25.2	11.8
1618	8	270	FEM27	Test	22.2	11.9
1619	8	270	FEM27	Test	22.9	10.6
1620	8	270	FEM27	Test	25	12.2
1621	8	271	FEM28	Test	21.8	10.8
1622	8	271	FEM28	Test	19.7	10.3
1623	8	271	FEM28	Test	19.6	10.9
1624	8	271	FEM28	Test	27.2	11.5
1625	8	271	FEM28	Test	19.1	10.7
1626	8	271	FEM28	Test	24.4	11.8
1627	8	272	C1	Control	19.1	9.9
1628	8	272	C1	Control	20.3	10.6
1629	8	272	C1	Control	19.9	10.9
1630	8	272	C1	Control	19.5	11.1
1631	8	272	C1	Control	23.1	11.3
1632	8	272	C1	Control	19.5	9.3
1633	9	273	FEM10	Test	19.1	10.4
1634	9	273	FEM10	Test	21.7	10.3
1635	9	273	FEM10	Test	21.1	10.5
1636	9	273	FEM10	Test	NA	NA
1637	9	273	FEM10	Test	22.5	10.3
1638	9	273	FEM10	Test	21.7	10.9
1639	9	274	C1	Control	14.5	8.4
1640	9	274	C1	Control	24.4	12.2
1641	9	274	C1	Control	20.9	10.2
1642	9	274	C1	Control	20.5	10.5
1643	9	274	C1	Control	19.5	9.6
1644	9	274	C1	Control	21.6	10.3
1645	9	275	FEM28	Test	20.5	11.3
1646	9	275	FEM28	Test	24.5	12.1
1647	9	275	FEM28	Test	20.5	11.3
1648	9	275	FEM28	Test	22.8	11.1
1649	9	275	FEM28	Test	21.4	11.4
1650	9	275	FEM28	Test	19.8	10.5
1651	9	276	FEM1	Test	21.1	11.1
1652	9	276	FEM1	Test	21.8	11.9
1653	9	276	FEM1	Test	22.1	10.8
1654	9	276	FEM1	Test	20.5	10.6
1655	9	276	FEM1	Test	22.1	10.8
1656	9	276	FEM1	Test	22.3	11.4
1657	9	277	FEM18	Test	23.5	11.9
1658	9	277	FEM18	Test	23.8	11.3
1659	9	277	FEM18	Test	22.5	11.1
1660	9	277	FEM18	Test	23.5	12.1
1661	9	277	FEM18	Test	21.1	10.9
1662	9	277	FEM18	Test	25.1	12.2
1663	9	278	FEM27	Test	21.7	11.4
1664	9	278	FEM27	Test	NA	NA
1665	9	278	FEM27	Test	24.1	11.5
1666	9	278	FEM27	Test	22.5	11.8
1667	9	278	FEM27	Test	23.2	11.6
1668	9	278	FEM27	Test	20.8	11.3
1669	9	279	FEM4	Test	24	11.3
1670	9	279	FEM4	Test	23.2	11.2
1671	9	279	FEM4	Test	NA	NA
1672	9	279	FEM4	Test	23.8	11.1
1673	9	279	FEM4	Test	23.1	11.7
1674	9	279	FEM4	Test	22.3	11.9
1675	9	280	FEM6	Test	24.6	11.7
1676	9	280	FEM6	Test	21.8	11.5
1677	9	280	FEM6	Test	19.3	11.4
1678	9	280	FEM6	Test	23.1	11.3
1679	9	280	FEM6	Test	20.7	12
1680	9	280	FEM6	Test	24.5	12.4
1681	9	281	FEM24	Test	22.8	10.6
1682	9	281	FEM24	Test	20	8.4
1683	9	281	FEM24	Test	NA	NA
1684	9	281	FEM24	Test	18.8	9.6
1685	9	281	FEM24	Test	20.3	9.5
1686	9	281	FEM24	Test	18.5	9.8
1687	9	282	C3	Control	25.4	11.1
1688	9	282	C3	Control	21.1	10
1689	9	282	C3	Control	NA	NA
1690	9	282	C3	Control	22.4	12.5
1691	9	282	C3	Control	27	12
1692	9	282	C3	Control	26.1	12.3
1693	9	283	FEM22	Test	20.2	10
1694	9	283	FEM22	Test	14.3	9.8
1695	9	283	FEM22	Test	22	10.7
1696	9	283	FEM22	Test	22.3	NA
1697	9	283	FEM22	Test	21.9	10.4
1698	9	283	FEM22	Test	NA	NA
1699	9	284	FEM7	Test	23.1	11.4
1700	9	284	FEM7	Test	21.8	10.9
1701	9	284	FEM7	Test	NA	NA
1702	9	284	FEM7	Test	24.7	10.2
1703	9	284	FEM7	Test	23.2	12.5
1704	9	284	FEM7	Test	23.4	11.4
1705	9	285	FEM16	Test	21.3	11.5
1706	9	285	FEM16	Test	19.2	10.3
1707	9	285	FEM16	Test	24.6	11.6
1708	9	285	FEM16	Test	21.1	10.8
1709	9	285	FEM16	Test	21.9	11.2
1710	9	285	FEM16	Test	23.5	11.4
1711	9	286	C2	Control	19.9	9.8
1712	9	286	C2	Control	NA      NA	
1713	9	286	C2	Control	22.8	11.4
1714	9	286	C2	Control	NA	NA
1715	9	286	C2	Control	23.5	11.2
1716	9	286	C2	Control	NA	NA
1717	9	287	FEM9	Test	16.5	9.5
1718	9	287	FEM9	Test	21.1	11.5
1719	9	287	FEM9	Test	16.5	9.6
1720	9	287	FEM9	Test	21.5	9.6
1721	9	287	FEM9	Test	NA	NA
1722	9	287	FEM9	Test	22.1	10.6
1723	9	288	FEM3	Test	21.4	11.5
1724	9	288	FEM3	Test	21.6	11.5
1725	9	288	FEM3	Test	20.2	11.6
1726	9	288	FEM3	Test	20.5	12.5
1727	9	288	FEM3	Test	18.8	11.7
1728	9	288	FEM3	Test	20.3	12.2
1729	9	289	C1	Control	19.9	9.5
1730	9	289	C1	Control	19.1	9.8
1731	9	289	C1	Control	21.1	11.9
1732	9	289	C1	Control	19.7	11.1
1733	9	289	C1	Control	21.9	10.5
1734	9	289	C1	Control	17.2	9.9
1735	9	290	FEM23	Test	21.6	11.7
1736	9	290	FEM23	Test	18.3	9.8
1737	9	290	FEM23	Test	20.2	10.7
1738	9	290	FEM23	Test	18.1	10.3
1739	9	290	FEM23	Test	19.8	9.9
1740	9	290	FEM23	Test	25.2	10.7
1741	9	291	FEM2	Test	19.5	11.8
1742	9	291	FEM2	Test	24.9	12.6
1743	9	291	FEM2	Test	17.1	10.8
1744	9	291	FEM2	Test	23.4	11.9
1745	9	291	FEM2	Test	NA	NA
1746	9	291	FEM2	Test	19.5	11.1
1747	9	292	FEM15	Test	22.9	11.5
1748	9	292	FEM15	Test	18.6	9.8
1749	9	292	FEM15	Test	22.2	11.6
1750	9	292	FEM15	Test	23.7	11.8
1751	9	292	FEM15	Test	21.5	11.3
1752	9	292	FEM15	Test	14.9	9.7
1753	9	293	FEM13	Test	22.7	11.9
1754	9	293	FEM13	Test	21.5	11.2
1755	9	293	FEM13	Test	20.4	11.6
1756	9	293	FEM13	Test	22.7	12.5
1757	9	293	FEM13	Test	19.2	12.2
1758	9	293	FEM13	Test	24.8	12.6
1759	9	294	FEM5	Test	19.7	11.3
1760	9	294	FEM5	Test	22.5	10.3
1761	9	294	FEM5	Test	NA	NA
1762	9	294	FEM5	Test	22.2	NA
1763	9	294	FEM5	Test	24.8	11.1
1764	9	294	FEM5	Test	NA	NA
1765	9	295	FEM8	Test	15.3	9.6
1766	9	295	FEM8	Test	20.2	11.3
1767	9	295	FEM8	Test	19.8	11.8
1768	9	295	FEM8	Test	20.8	11.9
1769	9	295	FEM8	Test	18.9	11.7
1770	9	295	FEM8	Test	20.5	11.8
1771	9	296	FEM20	Test	17.5	10.4
1772	9	296	FEM20	Test	23.3	12.2
1773	9	296	FEM20	Test	23.4	11.7
1774	9	296	FEM20	Test	20.2	11.6
1775	9	296	FEM20	Test	25.2	10.8
1776	9	296	FEM20	Test	NA	NA
1777	9	297	FEM26	Test	19.4	11
1778	9	297	FEM26	Test	21.6	11.1
1779	9	297	FEM26	Test	18.2	9.9
1780	9	297	FEM26	Test	20.8	10.7
1781	9	297	FEM26	Test	18.2	11.2
1782	9	297	FEM26	Test	23.2	11.3
1783	9	298	FEM11	Test	NA      NA	
1784	9	298	FEM11	Test	NA	NA
1785	9	298	FEM11	Test	22.4	11.4
1786	9	298	FEM11	Test	21.9	10.5
1787	9	298	FEM11	Test	NA	NA
1788	9	298	FEM11	Test	24.9	12
1789	9	299	C2	Control	NA	NA
1790	9	299	C2	Control	NA	NA
1791	9	299	C2	Control	NA	NA
1792	9	299	C2	Control	21	11.9
1793	9	299	C2	Control	25.8	13.6
1794	9	299	C2	Control	21.1	12.1
1795	9	300	FEM14	Test	20.4	10.2
1796	9	300	FEM14	Test	22.6	11.9
1797	9	300	FEM14	Test	17.9	11.8
1798	9	300	FEM14	Test	20.2	12.9
1799	9	300	FEM14	Test	30.5	12.7
1800	9	300	FEM14	Test	9.9	7.3
1801	9	301	FEM19	Test	14.7	8.7
1802	9	301	FEM19	Test	21.1	10.8
1803	9	301	FEM19	Test	22.2	12.6
1804	9	301	FEM19	Test	17.8	9.6
1805	9	301	FEM19	Test	20.5	11.1
1806	9	301	FEM19	Test	25	13.2
1807	9	302	FEM12	Test	17.7	11.6
1808	9	302	FEM12	Test	27.3	12.2
1809	9	302	FEM12	Test	22.4	11.3
1810	9	302	FEM12	Test	NA	NA
1811	9	302	FEM12	Test	24.4	11
1812	9	302	FEM12	Test	24.4	13.6
1813	9	303	FEM17	Test	23.1	12
1814	9	303	FEM17	Test	NA	NA
1815	9	303	FEM17	Test	26.1	13.5
1816	9	303	FEM17	Test	23	11.8
1817	9	303	FEM17	Test	24.3	11.4
1818	9	303	FEM17	Test	23.1	11.2
1819	9	304	C3	Control	15.9	10.1
1820	9	304	C3	Control	23.5	12.7
1821	9	304	C3	Control	21.4	12.2
1822	9	304	C3	Control	24.5	12
1823	9	304	C3	Control	NA	NA
1824	9	304	C3	Control	20.5	10.7
1825	9	305	FEM21	Test	19.3	10.6
1826	9	305	FEM21	Test	18	9.9
1827	9	305	FEM21	Test	21.3	10.1
1828	9	305	FEM21	Test	19	9.7
1829	9	305	FEM21	Test	20.4	9.3
1830	9	305	FEM21	Test	19.1	9.3
1831	9	306	FEM25	Test	14.1	9.4
1832	9	306	FEM25	Test	22.1	10.4
1833	9	306	FEM25	Test	22.5	10.8
1834	9	306	FEM25	Test	21.2	11
1835	9	306	FEM25	Test	24.1	11.5
1836	9	306	FEM25	Test	19.7	9.5
1837	10	307	FEM26	Test	22.8	12.4
1838	10	307	FEM26	Test	22.4	12.5
1839	10	307	FEM26	Test	21.5	12.1
1840	10	307	FEM26	Test	22	12.5
1841	10	307	FEM26	Test	19.9	12
1842	10	307	FEM26	Test	21	12.8
1843	10	308	FEM11	Test	24.1	12.8
1844	10	308	FEM11	Test	23.9	12.9
1845	10	308	FEM11	Test	23.7	12.1
1846	10	308	FEM11	Test	18.2	11.3
1847	10	308	FEM11	Test	25	11.6
1848	10	308	FEM11	Test	25	12.6
1849	10	309	FEM3	Test	15.2	9.8
1850	10	309	FEM3	Test	24	12
1851	10	309	FEM3	Test	20	11.8
1852	10	309	FEM3	Test	19	10.8
1853	10	309	FEM3	Test	19.9	10.9
1854	10	309	FEM3	Test	22.2	11.5
1855	10	310	C3	Control	17.1	10.8
1856	10	310	C3	Control	21.7	11.8
1857	10	310	C3	Control	26.6	12.5
1858	10	310	C3	Control	23.1	12.3
1859	10	310	C3	Control	NA	NA
1860	10	310	C3	Control	NA	NA
1861	10	311	C1	Control	17.2	10.2
1862	10	311	C1	Control	22.7	12.1
1863	10	311	C1	Control	18.3	10.1
1864	10	311	C1	Control	19	11.3
1865	10	311	C1	Control	21.1	12.5
1866	10	311	C1	Control	10.7	9.9
1867	10	312	FEM6	Test	22.5	13
1868	10	312	FEM6	Test	23.8	11.6
1869	10	312	FEM6	Test	24.7	12.2
1870	10	312	FEM6	Test	22.3	13.4
1871	10	312	FEM6	Test	NA	NA
1872	10	312	FEM6	Test	21.7	13.1
1873	10	313	FEM15	Test	17.6	11.3
1874	10	313	FEM15	Test	22.2	10.6
1875	10	313	FEM15	Test	17.1	10.5
1876	10	313	FEM15	Test	23.4	12.2
1877	10	313	FEM15	Test	17.7	8.8
1878	10	313	FEM15	Test	29	11.8
1879	10	314	FEM9	Test	20.5	12
1880	10	314	FEM9	Test	18.8	9.5
1881	10	314	FEM9	Test	20.7	11.7
1882	10	314	FEM9	Test	20.7	12
1883	10	314	FEM9	Test	24	12.5
1884	10	314	FEM9	Test	23	13.6
1885	10	315	FEM2	Test	19.5	10
1886	10	315	FEM2	Test	21	10.4
1887	10	315	FEM2	Test	21	12.4
1888	10	315	FEM2	Test	22.1	11.4
1889	10	315	FEM2	Test	13.2	10.7
1890	10	315	FEM2	Test	18.2	11
1891	10	316	FEM20	Test	23.7	12.5
1892	10	316	FEM20	Test	20.2	11.8
1893	10	316	FEM20	Test	22.2	11.2
1894	10	316	FEM20	Test	NA	NA
1895	10	316	FEM20	Test	20.7	12.6
1896	10	316	FEM20	Test	25.5	13.3
1897	10	317	FEM10	Test	20.3	11.1
1898	10	317	FEM10	Test	20.3	10.5
1899	10	317	FEM10	Test	24.4	12
1900	10	317	FEM10	Test	19.2	10.9
1901	10	317	FEM10	Test	22.5	11.1
1902	10	317	FEM10	Test	21.3	9.3
1903	10	318	FEM1	Test	15.8	10.1
1904	10	318	FEM1	Test	28.3	13.4
1905	10	318	FEM1	Test	20.1	12.5
1906	10	318	FEM1	Test	18.1	11.5
1907	10	318	FEM1	Test	21.8	11.2
1908	10	318	FEM1	Test	21.8	12.7
1909	10	319	FEM27	Test	23.5	11.5
1910	10	319	FEM27	Test	24	12.1
1911	10	319	FEM27	Test	NA	NA
1912	10	319	FEM27	Test	21.1	10.7
1913	10	319	FEM27	Test	26.2	13.7
1914	10	319	FEM27	Test	NA	NA
1915	10	320	C1	Control	23.3	12.7
1916	10	320	C1	Control	20.9	12.3
1917	10	320	C1	Control	18.6	9.5
1918	10	320	C1	Control	18.1	10.4
